0,1,N-Z,N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,BETA_DECAYENERGY,dBETA_DECAYENERGY,ATOMICMASS,dATOMICMASS,IsCalculated
3135,,40,136,96,232,Cm,46333,201,7548,1,,,232049740,216,1
3136,0,59,146,87,233,Fr,48920.052,19.561,7569.2398,0.084,4585.9906,21.3694,233052517.8,21,0
3137,,57,145,88,233,Ra,44334.062,8.603,7585.5644,0.0369,3026.0244,15.6228,233047594.6,9.235,0
3138,,55,144,89,233,Ac,41308.037,13.041,7595.1939,0.056,2576.395,13.1184,233044346,14,0
3139,,53,143,90,233,Th,38731.642,1.424,7602.8937,0.0061,1242.232,1.1224,233041580.1,1.528,0
3140,,51,142,91,233,Pa,37489.41,1.336,7604.8675,0.0057,570.2993,1.975,233040246.5,1.433,0
3141,,49,141,92,233,U,36919.111,2.254,7603.9574,0.0097,-1029.4197,51.005,233039634.3,2.42,0
3142,,47,140,93,233,Np,37948.531,50.981,7596.1816,0.2188,-2103.3047,74.3811,233040739.4,54.729,0
3143,,45,139,94,233,Pu,40051.836,54.178,7583.7968,0.2325,-3233,126,233042997.4,58.162,0
3144,,43,138,95,233,Am,43285,114,7567,0,-4008,140,233046468,123,1
3145,,41,137,96,233,Cm,47293.34,81.095,7546.002,0.348,-5478,247,233050771.5,87.059,0
3146,,39,136,97,233,Bk,52771,233,7519,1,,,233056652,250,1
3147,0,58,146,88,234,Ra,46930.629,8.383,7576.5439,0.0358,2089.4348,16.2945,234050382.1,9,0
3148,,56,145,89,234,Ac,44841.195,13.972,7582.1297,0.0597,4228.2364,14.2103,234048139,15,0
3149,,54,144,90,234,Th,40612.958,2.589,7596.8557,0.0111,274.0882,3.1716,234043599.8,2.779,0
3150,,52,143,91,234,Pa,40338.87,4.094,7594.6837,0.0175,2193.9105,3.9998,234043305.6,4.395,0
3151,,50,142,92,234,U,38144.959,1.129,7600.716,0.0048,-1809.8462,8.3205,234040950.3,1.212,0
3152,,48,141,93,234,Np,39954.806,8.397,7589.6382,0.0359,-395.1807,10.7522,234042893.2,9.014,0
3153,,46,140,94,234,Pu,40349.986,6.798,7584.6061,0.0291,-4112,160,234043317.5,7.298,0
3154,,44,139,95,234,Am,44462,160,7564,1,-2261,161,234047731,172,1
3155,,42,138,96,234,Cm,46722.411,17.078,7550.6868,0.073,-6673,154,234050158.6,18.333,0
3156,,40,137,97,234,Bk,53395,153,7519,1,,,234057322,164,1
3157,0,59,147,88,235,Ra,51130,300,7561,1,3773,300,235054890,322,1
3158,,57,146,89,235,Ac,47357.16,13.972,7573.5051,0.0595,3339.4064,19.1127,235050840,15,0
3159,,55,145,90,235,Th,44017.754,13.041,7584.3862,0.0555,1728.8531,19.1127,235047255,14,0
3160,,53,144,91,235,Pa,42288.901,13.972,7588.4139,0.0595,1370.1184,14.0169,235045399,15,0
3161,,51,143,92,235,U,40918.782,1.116,7590.9151,0.0048,-124.2619,0.8524,235043928.1,1.198,0
3162,,49,142,93,235,Np,41043.044,1.388,7587.0571,0.0059,-1139.3021,20.4992,235044061.5,1.49,0
3163,,47,141,94,235,Pu,42182.346,20.521,7578.8799,0.0873,-2442.2558,56.5932,235045284.6,22.03,0
3164,,45,140,95,235,Am,44624.602,52.78,7565.1582,0.2246,-3389,115,235047906.5,56.661,0
3165,,43,139,96,235,Cm,48013,102,7547,0,-4757,413,235051545,110,1
3166,,41,138,97,235,Bk,52770,401,7524,2,,,235056651,430,1
3167,0,58,147,89,236,Ac,51220.998,38.191,7559.2423,0.1618,4965.7951,40.6669,236054988,41,0
3168,,56,146,90,236,Th,46255.203,13.972,7576.9688,0.0592,921.2477,19.76,236049657,15,0
3169,,54,145,91,236,Pa,45333.955,13.972,7577.5573,0.0592,2889.373,14.0166,236048668,15,0
3170,,52,144,92,236,U,42444.582,1.112,7586.4854,0.0047,-933.5116,50.4152,236045566.1,1.193,0
3171,,50,143,93,236,Np,43378.094,50.421,7579.2148,0.2136,476.5854,50.3887,236046568.3,54.129,0
3172,,48,142,94,236,Pu,42901.508,1.81,7577.9192,0.0077,-3139,119,236046056.7,1.942,0
3173,,46,141,95,236,Am,46041,119,7561,1,-1812,120,236049427,127,1
3174,,44,140,96,236,Cm,47852.82,17.635,7550.309,0.0747,-5689,361,236051372.1,18.931,0
3175,,42,139,97,236,Bk,53542,361,7523,2,,,236057479,387,1
3176,0,59,148,89,237,Ac,54020,400,7550,2,4065,400,237057993,429,1
3177,,57,147,90,237,Th,49955.097,15.835,7563.4433,0.0668,2427.4736,20.514,237053629,17,0
3178,,55,146,91,237,Pa,47527.624,13.041,7570.3847,0.055,2137.4905,13.0962,237051023,14,0
3179,,53,145,92,237,U,45390.133,1.202,7576.1026,0.0051,518.5338,0.52,237048728.3,1.29,0
3180,,51,144,93,237,Np,44871.599,1.12,7574.9895,0.0047,-220.063,1.2944,237048171.6,1.201,0
3181,,49,143,94,237,Pu,45091.662,1.697,7570.7599,0.0072,-1478,59,237048407.9,1.821,0
3182,,47,142,95,237,Am,46570,59,7561,0,-2677,95,237049995,64,1
3183,,45,141,96,237,Cm,49247.151,74.399,7546.6241,0.3139,-3963,242,237052869,79.87,0
3184,,43,140,97,237,Bk,53210,230,7527,1,-4728,250,237057123,247,1
3185,,41,139,98,237,Cf,57938.255,97.347,7503.3507,0.4107,,,237062199.3,104.506,0
3186,0,58,148,90,238,Th,52525,283,7555,1,1631,284,238056388,304,1
3187,,56,147,91,238,Pa,50894.043,15.835,7558.3449,0.0665,3586.3111,15.9056,238054637,17,0
3188,,54,146,92,238,U,47307.732,1.492,7570.1262,0.0063,-146.8652,1.2006,238050786.9,1.601,0
3189,,52,145,93,238,Np,47454.597,1.137,7566.222,0.0048,1291.4491,0.4573,238050944.6,1.22,0
3190,,50,144,94,238,Pu,46163.148,1.138,7568.3611,0.0048,-2258.2731,58.9005,238049558.2,1.221,0
3191,,48,143,95,238,Am,48421.421,58.911,7555.5853,0.2475,-1023.7818,60.1587,238051982.5,63.243,0
3192,,46,142,96,238,Cm,49445.203,12.234,7547.9966,0.0514,-4771,256,238053081.6,13.133,0
3193,,44,141,97,238,Bk,54216,256,7525,1,-3061,393,238058204,275,1
3194,,42,140,98,238,Cf,57278,298,7509,1,,,238061490,320,1
3195,0,59,149,90,239,Th,56500,400,7540,2,3162,445,239060655,429,1
3196,,57,148,91,239,Pa,53337,196,7550,1,2765,196,239057260,210,1
3197,,55,147,92,239,U,50572.668,1.502,7558.5624,0.0063,1261.6634,1.4935,239054292,1.612,0
3198,,53,146,93,239,Np,49311.005,1.31,7560.568,0.0055,722.7849,0.9304,239052937.5,1.406,0
3199,,51,145,94,239,Pu,48588.22,1.112,7560.3187,0.0047,-802.1402,1.6635,239052161.6,1.194,0
3200,,49,144,95,239,Am,49390.36,1.982,7553.6891,0.0083,-1756.6021,150.074,239053022.7,2.127,0
3201,,47,143,96,239,Cm,51146.962,150.07,7543.0659,0.6279,-3103,256,239054908.5,161.107,0
3202,,45,142,97,239,Bk,54250,207,7527,1,-3952,239,239058239,222,1
3203,,43,141,98,239,Cf,58202,120,7507,1,-5429,323,239062482,129,1
3204,,41,140,99,239,Es,63630,300,7481,1,,,239068310,322,1
3205,0,58,149,91,240,Pa,57010,200,7537,1,4295,200,240061203,215,1
3206,,56,148,92,240,U,52715.497,2.553,7551.7705,0.0106,399.2685,17.083,240056592.4,2.74,0
3207,,54,147,93,240,Np,52316.229,17.032,7550.1743,0.071,2190.9095,17.0151,240056163.8,18.284,0
3208,,52,146,94,240,Pu,50125.319,1.105,7556.0433,0.0046,-1384.7902,13.7882,240053811.7,1.186,0
3209,,50,145,95,240,Am,51510.11,13.832,7547.0136,0.0576,-214.1127,13.8967,240055298.4,14.849,0
3210,,48,144,96,240,Cm,51724.222,1.905,7542.8617,0.0079,-3940,150,240055528.2,2.045,0
3211,,46,143,97,240,Bk,55664,150,7523,1,-2324,151,240059758,161,1
3212,,44,142,98,240,Cf,57988.719,18.034,7510.24,0.0751,-6237,366,240062253.4,19.36,0
3213,,42,141,99,240,Es,64225,366,7481,2,,,240068949,393,1
3214,0,59,150,91,241,Pa,59740,300,7528,1,3543,358,241064134,322,1
3215,,57,149,92,241,U,56197,196,7539,1,1882,220,241060330,210,1
3216,,55,148,93,241,Np,54315.115,100.006,7544.0426,0.415,1360,100,241058309.7,107.36,0
3217,,53,147,94,241,Pu,52955.115,1.105,7546.4395,0.0046,20.7799,0.1658,241056849.7,1.186,0
3218,,51,146,95,241,Am,52934.335,1.113,7543.2795,0.0046,-767.4346,1.1685,241056827.3,1.195,0
3219,,49,145,96,241,Cm,53701.77,1.607,7536.8488,0.0067,-2279,165,241057651.2,1.725,0
3220,,47,144,97,241,Bk,55981,165,7524,1,-3346,235,241060098,178,1
3221,,45,143,98,241,Cf,59327,167,7507,1,-4567,285,241063690,180,1
3222,,43,142,99,241,Es,63893,231,7485,1,-5327,379,241068592,248,1
3223,,41,141,100,241,Fm,69220,300,7459,1,,,241074311,322,1
3224,0,58,150,92,242,U,58620,201,7532,1,1203,283,242062931,215,1
3225,,56,149,93,242,Np,57416.876,200.004,7533.4042,0.8265,2700,200,242061639.5,214.712,0
3226,,54,148,94,242,Pu,54716.876,1.245,7541.3284,0.0052,-751.1373,0.708,242058741,1.336,0
3227,,52,147,95,242,Am,55468.014,1.118,7534.9917,0.0046,664.3145,0.4143,242059547.4,1.199,0
3228,,50,146,96,242,Cm,54803.699,1.141,7534.504,0.0047,-2948,135,242058834.2,1.224,0
3229,,48,145,97,242,Bk,57752,135,7519,1,-1635,135,242061999,144,1
3230,,46,144,98,242,Cf,59386.982,12.892,7509.0991,0.0533,-5414,257,242063754.5,13.84,0
3231,,44,143,99,242,Es,64801,257,7483,1,-3598,476,242069567,276,1
3232,,42,142,100,242,Fm,68400,401,7465,2,,,242073430,430,1
3233,0,59,151,92,243,U,62480,300,7518,1,2674,302,243067075,322,1
3234,,57,150,93,243,Np,59806,32,7526,0,2051,32,243064204,34,1
3235,,55,149,94,243,Pu,57754.561,2.542,7531.0087,0.0105,579.5559,2.6216,243062002.1,2.728,0
3236,,53,148,95,243,Am,57175.005,1.388,7530.1742,0.0057,-6.9302,1.5692,243061379.9,1.49,0
3237,,51,147,96,243,Cm,57181.936,1.496,7526.9261,0.0062,-1507.6936,4.5065,243061387.3,1.605,0
3238,,49,146,97,243,Bk,58689.629,4.524,7517.5021,0.0186,-2300,181,243063005.9,4.856,0
3239,,47,145,98,243,Cf,60990,181,7505,1,-3757,275,243065475,194,1
3240,,45,144,99,243,Es,64747,207,7486,1,-4569,245,243069508,222,1
3241,,43,143,100,243,Fm,69316,130,7464,1,,,243074414,140,1
3242,0,58,151,93,244,Np,63240,100,7514,0,3434,100,244067891,107,1
3243,,56,150,94,244,Pu,59806.021,2.346,7524.8154,0.0096,-73.1143,2.6856,244064204.4,2.518,0
3244,,54,149,95,244,Am,59879.135,1.491,7521.3095,0.0061,1427.3,1,244064282.9,1.6,0
3245,,52,148,96,244,Cm,58451.835,1.106,7523.9527,0.0045,-2261.9902,14.3567,244062750.6,1.187,0
3246,,50,147,97,244,Bk,60713.825,14.399,7511.4759,0.059,-764.2709,14.5724,244065179,15.457,0
3247,,48,146,98,244,Cf,61478.096,2.617,7505.1373,0.0107,-4547,181,244065999.4,2.809,0
3248,,46,145,99,244,Es,66026,181,7483,1,-2938,271,244070881,195,1
3249,,44,144,100,244,Fm,68964,201,7468,1,-6634,425,244074036,216,1
3250,,42,143,101,244,Md,75597,374,7438,2,,,244081157,402,1
3251,0,59,152,93,245,Np,65850,200,7506,1,2672,201,245070693,215,1
3252,,57,151,94,245,Pu,63178.173,13.62,7513.2822,0.0556,1277.7559,13.7334,245067824.6,14.621,0
3253,,55,150,95,245,Am,61900.417,1.886,7515.3043,0.0077,895.8929,1.5491,245066452.8,2.024,0
3254,,53,149,96,245,Cm,61004.524,1.149,7515.7677,0.0047,-809.2519,1.4964,245065491,1.233,0
3255,,51,148,97,245,Bk,61813.776,1.792,7509.2714,0.0073,-1571.3755,2.5861,245066359.8,1.923,0
3256,,49,147,98,245,Cf,63385.151,2.428,7499.6644,0.0099,-2930,165,245068046.8,2.606,0
3257,,47,146,99,245,Es,66315,165,7485,1,-3877,256,245071192,178,1
3258,,45,145,100,245,Fm,70192,195,7465,1,-5133,325,245075354,210,1
3259,,43,144,101,245,Md,75325,260,7441,1,,,245080864,279,1
3260,0,58,152,94,246,Pu,65394.772,14.985,7506.5401,0.0609,401,14,246070204.2,16.087,0
3261,,56,151,95,246,Am,64994,18,7505,0,2377,18,246069774,19,1
3262,,54,150,96,246,Cm,62616.912,1.525,7511.4716,0.0062,-1350,60,246067222,1.637,0
3263,,52,149,97,246,Bk,63966.912,60.019,7502.8035,0.244,-123.3159,60.0198,246068671.3,64.433,0
3264,,50,148,98,246,Cf,64090.228,1.514,7499.122,0.0062,-3728.5741,89.9373,246068803.7,1.625,0
3265,,48,147,99,246,Es,67818.802,89.925,7480.7849,0.3655,-2372.3848,90.9577,246072806.5,96.538,0
3266,,46,146,100,246,Fm,70191.187,13.67,7467.9608,0.0556,-5924,260,246075353.3,14.675,0
3267,,44,145,101,246,Md,76115,260,7441,1,,,246081713,279,1
3268,0,59,153,94,247,Pu,69210,200,7493,1,2057,224,247074300,215,1
3269,,57,152,95,247,Am,67153,100,7499,0,1620,100,247072092,107,1
3270,,55,151,96,247,Cm,65533.105,3.797,7501.9318,0.0154,43.5841,6.3245,247070352.7,4.076,0
3271,,53,150,97,247,Bk,65489.521,5.189,7498.9408,0.021,-619.8711,15.2376,247070305.9,5.57,0
3272,,51,149,98,247,Cf,66109.392,14.327,7493.2638,0.058,-2469.0006,24.1495,247070971.3,15.38,0
3273,,49,148,99,247,Es,68578.393,19.441,7480.1005,0.0787,-3094,182,247073621.9,20.87,0
3274,,47,147,100,247,Fm,71672,181,7464,1,-4263,275,247076944,194,1
3275,,45,146,101,247,Md,75936,207,7444,1,,,247081520,223,1
3276,0,58,153,95,248,Am,70563,200,7487,1,3170,200,248075752,215,1
3277,,56,152,96,248,Cm,67392.748,2.358,7496.7291,0.0095,-738.3049,50.0026,248072349.1,2.531,0
3278,,54,151,97,248,Bk,68131.053,50.058,7490.5975,0.2018,893.1015,50.3143,248073141.7,53.739,0
3279,,52,150,98,248,Cf,67237.951,5.121,7491.044,0.0207,-3061,53,248072182.9,5.497,0
3280,,50,149,99,248,Es,70299,52,7476,0,-1599,53,248075469,56,1
3281,,48,148,100,248,Fm,71897.793,8.497,7465.9451,0.0343,-5050,184,248077185.5,9.122,0
3282,,46,147,101,248,Md,76948,184,7442,1,-3741,290,248082607,198,1
3283,,44,146,102,248,No,80689,224,7424,1,,,248086623,241,1
3284,0,59,154,95,249,Am,73104,298,7479,1,2353,298,249078480,320,1
3285,,57,153,96,249,Cm,70750.696,2.371,7485.551,0.0095,904.363,2.5934,249075954,2.545,0
3286,,55,152,97,249,Bk,69846.333,1.248,7486.041,0.005,123.6,0.4,249074983.1,1.339,0
3287,,53,151,98,249,Cf,69722.733,1.182,7483.3954,0.0048,-1452,30,249074850.4,1.269,0
3288,,51,150,99,249,Es,71175,30,7474,0,-2344,31,249076409,32,1
3289,,49,149,100,249,Fm,73519.143,6.212,7461.8649,0.0249,-3661.8091,164.5418,249078926,6.668,0
3290,,47,148,101,249,Md,77180.952,164.425,7444.0169,0.6603,-4606,324,249082857.2,176.516,0
3291,,45,147,102,249,No,81787,279,7422,1,,,249087802,300,1
3292,0,58,154,96,250,Cm,72989.588,10.274,7478.9385,0.0411,37.582,10.6414,250078357.5,11.029,0
3293,,56,153,97,250,Bk,72952.006,2.898,7475.9594,0.0116,1781.6696,2.4561,250078317.2,3.11,0
3294,,54,152,98,250,Cf,71170.336,1.538,7479.9567,0.0062,-2055,100,250076404.5,1.65,0
3295,,52,151,99,250,Es,73225,100,7469,0,-847,100,250078611,107,1
3296,,50,150,100,250,Fm,74072.193,7.888,7462.0905,0.0316,-4326.9476,91.2615,250079519.8,8.468,0
3297,,48,149,101,250,Md,78399.14,90.92,7441.6533,0.3637,-3167,220,250084164.9,97.606,0
3298,,46,148,102,250,No,81566,200,7426,1,,,250087565,215,1
3299,0,59,155,96,251,Cm,76647.981,22.698,7466.7233,0.0904,1420,20,251082285,24.367,0
3300,,57,154,97,251,Bk,75227.981,10.734,7469.2637,0.0428,1093,10,251080760.6,11.523,0
3301,,55,153,98,251,Cf,74134.981,3.901,7470.5014,0.0155,-376.566,6.4677,251079587.2,4.187,0
3302,,53,152,99,251,Es,74511.547,5.288,7465.8842,0.0211,-1447.261,15.2387,251079991.4,5.676,0
3303,,51,151,100,251,Fm,75958.808,14.292,7457.0013,0.0569,-3007.9406,23.7108,251081545.1,15.342,0
3304,,49,150,101,251,Md,78966.749,18.919,7441.9005,0.0754,-3882,182,251084774.3,20.31,0
3305,,47,149,102,251,No,82849,181,7423,1,-4981,270,251088942,194,1
3306,,45,148,103,251,Lr,87830,200,7400,1,,,251094289,215,1
3307,0,60,156,96,252,Cm,79056,298,7460,1,521,359,252084870,320,1
3308,,58,155,97,252,Bk,78535,200,7459,1,2500,200,252084310,215,1
3309,,56,154,98,252,Cf,76034.61,2.358,7465.3474,0.0094,-1260,50,252081626.5,2.531,0
3310,,54,153,99,252,Es,77294.61,50.056,7457.2428,0.1986,477.9998,50.322,252082979.2,53.736,0
3311,,52,152,100,252,Fm,76816.611,5.221,7456.0351,0.0207,-3650.5075,91.4356,252082466,5.604,0
3312,,50,151,101,252,Md,80467.118,91.286,7438.4444,0.3622,-2404.2523,91.7581,252086385,98,0
3313,,48,150,102,252,No,82871.37,9.292,7425.7992,0.0369,-5666,185,252088966.1,9.975,0
3314,,46,149,103,252,Lr,88537,185,7400,1,,,252095048,198,1
3315,0,59,156,97,253,Bk,80929,359,7451,1,1627,359,253086880,385,1
3316,,57,155,98,253,Cf,79301.562,4.257,7454.8297,0.0168,291.0753,4.385,253085133.7,4.57,0
3317,,55,154,99,253,Es,79010.486,1.249,7452.8879,0.0049,-335.0623,1.0782,253084821.2,1.341,0
3318,,53,153,100,253,Fm,79345.549,1.549,7448.4712,0.0061,-1827,31,253085180.9,1.662,0
3319,,51,152,101,253,Md,81173,31,7438,0,-3186,32,253087143,34,1
3320,,49,151,102,253,No,84358.696,6.912,7422.4719,0.0273,-4164.7752,164.6791,253090562.8,7.42,0
3321,,47,150,103,253,Lr,88523.471,164.534,7402.918,0.6503,-5118,442,253095033.9,176.634,0
3322,,45,149,104,253,Rf,93642,410,7380,2,,,253100528,440,1
3323,0,60,157,97,254,Bk,84393,298,7440,1,3052,298,254090600,320,1
3324,,58,156,98,254,Cf,81341.395,11.462,7449.2259,0.0451,-652.7561,11.8014,254087323.6,12.304,0
3325,,56,155,99,254,Es,81994.151,2.936,7443.5759,0.0116,1091.63,2.2858,254088024.3,3.152,0
3326,,54,154,100,254,Fm,80902.521,1.843,7444.7936,0.0073,-2550,100,254086852.4,1.978,0
3327,,52,153,101,254,Md,83453,100,7432,0,-1271,100,254089590,107,1
3328,,50,152,102,254,No,84723.312,9.658,7423.5909,0.038,-4922.5753,91.8208,254090954.2,10.367,0
3329,,48,151,103,254,Lr,89645.887,91.312,7401.1306,0.3595,-3555,298,254096238.8,98.026,0
3330,,46,150,104,254,Rf,93201,283,7384,1,,,254100055,304,1
3331,0,59,157,98,255,Cf,84809,200,7438,1,720,200,255091046,215,1
3332,,57,156,99,255,Es,84089.237,10.817,7437.8216,0.0424,288.7717,10.1024,255090273.5,11.612,0
3333,,55,155,100,255,Fm,83800.465,3.934,7435.886,0.0154,-1041.6037,6.7172,255089963.5,4.223,0
3334,,53,154,101,255,Md,84842.069,5.567,7428.7333,0.0218,-1969.8648,15.1096,255091081.7,5.976,0
3335,,51,153,102,255,No,86811.934,14.047,7417.9403,0.0551,-3135.3716,22.5952,255093196.4,15.079,0
3336,,49,152,103,255,Lr,89947.305,17.698,7402.5767,0.0694,-4382,182,255096562.4,19,0
3337,,47,151,104,255,Rf,94329,181,7382,1,-5265,336,255101267,194,1
3338,,45,150,105,255,Db,99595,283,7359,1,,,255106919,304,1
3339,0,60,158,98,256,Cf,87041,314,7432,1,-144,330,256093442,338,1
3340,,58,157,99,256,Es,87185,100,7428,0,1700,100,256093597,107,1
3341,,56,156,100,256,Fm,85484.796,3.02,7431.7888,0.0118,-1971,124,256091771.7,3.241,0
3342,,54,155,101,256,Md,87456,124,7421,0,-367,124,256093888,133,1
3343,,52,154,102,256,No,87823.046,7.548,7416.5429,0.0295,-3923.5573,83.2459,256094281.9,8.103,0
3344,,50,153,103,256,Lr,91746.603,82.903,7398.1605,0.3238,-2475.3893,84.8025,256098494,89,0
3345,,48,152,104,256,Rf,94221.992,17.848,7385.4349,0.0697,-6076,188,256101151.5,19.16,0
3346,,46,151,105,256,Db,100298,187,7359,1,,,256107674,201,1
3347,0,59,158,99,257,Es,89403,411,7422,2,813,411,257095979,441,1
3348,,57,157,100,257,Fm,88590.137,4.35,7422.1942,0.0169,-402.3347,4.5748,257095105.4,4.669,0
3349,,55,156,101,257,Md,88992.472,1.569,7417.5845,0.0061,-1254.5923,6.1695,257095537.3,1.683,0
3350,,53,155,102,257,No,90247.064,6.197,7409.6587,0.0241,-2418,45,257096884.2,6.652,0
3351,,51,154,103,257,Lr,92665,44,7397,0,-3201,45,257099480,47,1
3352,,49,153,104,257,Rf,95866.389,10.817,7381.7053,0.0421,-4287.8969,164.9888,257102916.8,11.612,0
3353,,47,152,105,257,Db,100154.285,164.634,7361.9767,0.6406,,,257107520,176.741,0
3354,0,60,159,99,258,Es,92702,401,7412,2,2276,448,258099520,430,1
3355,,58,158,100,258,Fm,90426,200,7418,1,-1264,200,258097077,215,1
3356,,56,157,101,258,Md,91690.35,3.474,7409.6615,0.0135,213,100,258098433.6,3.729,0
3357,,54,156,102,258,No,91477,100,7407,0,-3304,143,258098205,107,1
3358,,52,155,103,258,Lr,94782,102,7392,0,-1562,103,258101753,109,1
3359,,50,154,104,258,Rf,96344.338,16.104,7382.5257,0.0624,-5163.3651,93.2584,258103429.9,17.288,0
3360,,48,153,105,258,Db,101507.703,91.857,7359.4803,0.356,-3788,423,258108973,98.613,0
3361,,46,152,106,258,Sg,105296,413,7342,2,,,258113040,443,1
3362,0,59,159,100,259,Fm,93704,283,7407,1,140,300,259100596,304,1
3363,,57,158,101,259,Md,93564,101,7405,0,-515,101,259100445,108,1
3364,,55,157,102,259,No,94079.381,6.362,7399.9714,0.0246,-1771,71,259100998.4,6.829,0
3365,,53,156,103,259,Lr,95851,71,7390,0,-2516,101,259102900,76,1
3366,,51,155,104,259,Rf,98367,72,7377,0,-3624,92,259105601,78,1
3367,,49,154,105,259,Db,101991.021,56.685,7360.3626,0.2189,-4528,190,259109491.9,60.854,0
3368,,47,153,106,259,Sg,106519,181,7340,1,,,259114353,194,1
3369,0,60,160,100,260,Fm,95766,435,7402,2,-784,537,260102809,467,1
3370,,58,159,101,260,Md,96550,316,7396,1,940,374,260103650,339,1
3371,,56,158,102,260,No,95610,200,7397,1,-2667,236,260102641,215,1
3372,,54,157,103,260,Lr,98277,125,7383,0,-871,236,260105504,134,1
3373,,52,156,104,260,Rf,99148,200,7377,1,-4525,221,260106440,215,1
3374,,50,155,105,260,Db,103673,93,7357,0,-2875,95,260111297,100,1
3375,,48,154,106,260,Sg,106547.495,20.536,7342.5632,0.079,-6576,197,260114383.4,22.045,0
3376,,46,153,107,260,Bh,113123,196,7314,1,,,260121443,211,1
3377,0,59,160,101,261,Md,98578,509,7391,2,123,547,261105828,546,1
3378,,57,159,102,261,No,98455,200,7388,1,-1102,283,261105696,215,1
3379,,55,158,103,261,Lr,99557,200,7381,1,-1761,211,261106879,215,1
3380,,53,157,104,261,Rf,101318.233,65.663,7371.3858,0.2516,-2990,128,261108769.6,70.492,0
3381,,51,156,105,261,Db,104308,110,7357,0,-3697,112,261111979,118,1
3382,,49,155,106,261,Sg,108005.004,18.494,7339.771,0.0709,-5074.4052,180.7519,261115948.1,19.853,0
3383,,47,154,107,261,Bh,113079.41,179.803,7317.3313,0.6889,,,261121395.7,193.026,0
3384,0,60,161,101,262,Md,101667,448,7382,2,1566,575,262109144,481,1
3385,,58,160,102,262,No,100101,361,7385,1,-2004,412,262107463,387,1
3386,,56,159,103,262,Lr,102105,200,7374,1,-287,300,262109615,215,1
3387,,54,158,104,262,Rf,102392,224,7370,1,-3861,265,262109923,240,1
3388,,52,157,105,262,Db,106253,143,7352,1,-2116,145,262114067,154,1
3389,,50,156,106,262,Sg,108369.072,22.167,7341.1736,0.0846,-5883.0463,95.6774,262116339,23.797,0
3390,,48,155,107,262,Bh,114252.119,93.074,7315.7331,0.3552,,,262122654.7,99.919,0
3391,0,59,161,102,263,No,103129,490,7376,2,-540,539,263110714,526,1
3392,,57,160,103,263,Lr,103669,224,7371,1,-1087,271,263111293,240,1
3393,,55,159,104,263,Rf,104757,153,7364,1,-2353,227,263112461,164,1
3394,,53,158,105,263,Db,107110,168,7352,1,-3085,193,263114987,180,1
3395,,51,157,106,263,Sg,110195,95,7337,0,-4301,320,263118299,101,1
3396,,49,156,107,263,Bh,114496,305,7318,1,-5182,363,263122916,328,1
3397,,47,155,108,263,Hs,119678,197,7295,1,,,263128479,212,1
3398,0,60,162,102,264,No,105011,591,7371,2,-1364,734,264112734,634,1
3399,,58,161,103,264,Lr,106375,436,7363,2,300,566,264114198,468,1
3400,,56,160,104,264,Rf,106075,361,7361,1,-3187,431,264113876,387,1
3401,,54,159,105,264,Db,109262,236,7346,1,-1521,368,264117297,253,1
3402,,52,158,106,264,Sg,110783,283,7338,1,-5175,334,264118930,304,1
3403,,50,157,107,264,Bh,115958,177,7315,1,-3605,180,264124486,190,1
3404,,48,156,108,264,Hs,119563.165,28.881,7298.3762,0.1094,,,264128356.3,31.005,0
3405,0,59,162,103,265,Lr,108233,547,7359,2,-457,655,265116193,587,1
3406,,57,161,104,265,Rf,108690,361,7354,1,-1692,424,265116683,387,1
3407,,55,160,105,265,Db,110382,224,7345,1,-2412,263,265118500,240,1
3408,,53,159,106,265,Sg,112794,139,7333,1,-3601,277,265121089,149,1
3409,,51,158,107,265,Bh,116395,239,7316,1,-4505,240,265124955,257,1
3410,,49,157,108,265,Hs,120900.245,23.958,7296.2474,0.0904,-5724,439,265129791.7,25.719,0
3411,,47,156,109,265,Mt,126624,439,7272,2,,,265135937,471,1
3412,0,60,163,103,266,Lr,111662,539,7349,2,1526,679,266119874,579,1
3413,,58,162,104,266,Rf,110136,412,7351,2,-2604,500,266118236,443,1
3414,,56,161,105,266,Db,112740,283,7339,1,-877,374,266121032,304,1
3415,,54,160,106,266,Sg,113617,245,7332,1,-4487,294,266121973,263,1
3416,,52,159,107,266,Bh,118104,163,7313,1,-3036,165,266126790,175,1
