N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
29, 20, 49, Ca, -41299.895, 0.214, 8594.847, 0.004, 0
28, 21, 49, Sc, -46561.073, 2.700, 8686.252, 0.055, 0
27, 22, 49, Ti, -48562.809, 0.360, 8711.137, 0.007, 0
26, 23, 49, V, -47960.953, 0.896, 8682.888, 0.018, 0
25, 24, 49, Cr, -45332.693, 2.369, 8613.284, 0.048, 0
24, 25, 49, Mn, -37636.738, 10.133, 8440.257, 0.207, 0
23, 26, 49, Fe, -24750.727, 24.219, 8161.311, 0.494, 0
22, 27, 49, Co, -10330, 699, 7851, 14, 1
21, 28, 49, Ni, 7173, 801, 7478, 16, 1
33, 17, 50, Cl, 8430, 596, 7637, 12, 1
32, 18, 50, Ar, -12920, 503, 8048, 10, 1
31, 19, 50, K, -25727.848, 7.731, 8288.582, 0.155, 0
30, 20, 50, Ca, -39589.224, 1.584, 8550.163, 0.032, 0
29, 21, 50, Sc, -44547.514, 15.000, 8633.682, 0.300, 0
28, 22, 50, Ti, -51430.681, 0.362, 8755.698, 0.007, 0
27, 23, 50, V, -49223.856, 0.881, 8695.915, 0.018, 0
26, 24, 50, Cr, -50261.709, 0.879, 8701.025, 0.018, 0
25, 25, 50, Mn, -42627.232, 0.882, 8532.689, 0.018, 0
24, 26, 50, Fe, -34488.631, 60.002, 8354.270, 1.200, 0
23, 27, 50, Co, -17782, 596, 8004, 12, 1
22, 28, 50, Ni, -4900, 801, 7731, 16, 1
34, 17, 51, Cl, 14475, 699, 7527, 14, 1
33, 18, 51, Ar, -5868, 596, 7910, 12, 1
32, 19, 51, K, -22516.039, 13.070, 8221.346, 0.256, 0
31, 20, 51, Ca, -36338.529, 22.360, 8477.035, 0.438, 0
30, 21, 51, Sc, -43228.814, 20.000, 8596.798, 0.392, 0
29, 22, 51, Ti, -49731.858, 0.609, 8708.969, 0.012, 0
28, 23, 51, V, -52203.685, 0.877, 8742.096, 0.017, 0
27, 24, 51, Cr, -51451.054, 0.879, 8711.998, 0.017, 0
26, 25, 51, Mn, -48243.495, 0.880, 8633.765, 0.017, 0
25, 26, 51, Fe, -40202.330, 8.965, 8460.755, 0.176, 0
24, 27, 51, Co, -27342.143, 48.438, 8193.254, 0.950, 0
23, 28, 51, Ni, -12938, 801, 7895, 16, 1
34, 18, 52, Ar, -969, 596, 7819, 11, 1
33, 19, 52, K, -16543, 401, 8104, 8, 1
32, 20, 52, Ca, -34263.009, 59.809, 8429.319, 1.150, 0
31, 21, 52, Sc, -40166.506, 141.950, 8527.802, 2.730, 0
30, 22, 52, Ti, -49468.845, 7.080, 8691.648, 0.136, 0
29, 23, 52, V, -51443.612, 0.886, 8714.579, 0.017, 0
28, 24, 52, Cr, -55418.089, 0.588, 8775.967, 0.011, 0
27, 25, 52, Mn, -50706.854, 1.901, 8670.321, 0.037, 0
26, 26, 52, Fe, -48332.293, 6.530, 8609.611, 0.126, 0
25, 27, 52, Co, -33990, 196, 8319, 4, 1
24, 28, 52, Ni, -23474, 699, 8101, 13, 1
23, 29, 52, Cu, -3065, 801, 7694, 15, 1
35, 18, 53, Ar, 6791, 699, 7677, 13, 1
34, 19, 53, K, -11681, 503, 8011, 9, 1
33, 20, 53, Ca, -28457, 401, 8313, 8, 1
32, 21, 53, Sc, -38107.420, 270.133, 8480.339, 5.097, 0
31, 22, 53, Ti, -46829.991, 100.050, 8630.154, 1.888, 0
30, 23, 53, V, -51849.991, 3.152, 8710.110, 0.059, 0
29, 24, 53, Cr, -55285.894, 0.578, 8760.177, 0.011, 0
28, 25, 53, Mn, -54689.045, 0.638, 8734.155, 0.012, 0
27, 26, 53, Fe, -50946.734, 1.707, 8648.784, 0.032, 0
26, 27, 53, Co, -42658.627, 1.763, 8477.643, 0.033, 0
25, 28, 53, Ni, -29630.824, 25.150, 8217.074, 0.475, 0
24, 29, 53, Cu, -14354, 801, 7914, 15, 1
35, 19, 54, K, -5002, 596, 7889, 11, 1
34, 20, 54, Ca, -24778, 503, 8240, 9, 1
33, 21, 54, Sc, -33598.989, 363.283, 8389.275, 6.727, 0
32, 22, 54, Ti, -45597.053, 124.717, 8596.973, 2.310, 0
31, 23, 54, V, -49892.107, 15.011, 8662.023, 0.278, 0
30, 24, 54, Cr, -56933.697, 0.570, 8777.935, 0.011, 0
29, 25, 54, Mn, -55556.524, 1.155, 8737.944, 0.021, 0
28, 26, 54, Fe, -56253.867, 0.494, 8736.370, 0.009, 0
27, 27, 54, Co, -48009.320, 0.502, 8569.205, 0.009, 0
26, 28, 54, Ni, -39222.917, 50.002, 8392.006, 0.926, 0
25, 29, 54, Cu, -21741, 503, 8054, 9, 1
24, 30, 54, Zn, -7416, 699, 7774, 13, 1
36, 19, 55, K, 708, 699, 7788, 13, 1
35, 20, 55, Ca, -18350, 503, 8120, 9, 1
34, 21, 55, Sc, -29976.509, 463.247, 8317.630, 8.423, 0
33, 22, 55, Ti, -41667.530, 161.602, 8515.970, 2.938, 0
32, 23, 55, V, -49143.620, 95.105, 8637.674, 1.729, 0
31, 24, 55, Cr, -55108.643, 0.600, 8731.905, 0.011, 0
30, 25, 55, Mn, -57711.725, 0.444, 8765.009, 0.008, 0
29, 26, 55, Fe, -57480.637, 0.472, 8746.583, 0.009, 0
28, 27, 55, Co, -54029.258, 0.535, 8669.606, 0.010, 0
27, 28, 55, Ni, -45335.224, 0.787, 8497.308, 0.014, 0
26, 29, 55, Cu, -31635.399, 155.559, 8233.996, 2.828, 0
25, 30, 55, Zn, -14923, 699, 7916, 13, 1
37, 19, 56, K, 7927, 801, 7664, 14, 1
36, 20, 56, Ca, -13898, 596, 8040, 11, 1
35, 21, 56, Sc, -24731, 401, 8220, 7, 1
34, 22, 56, Ti, -39205.322, 135.683, 8464.062, 2.423, 0
33, 23, 56, V, -46123.102, 177.701, 8573.623, 3.173, 0
32, 24, 56, Cr, -55281.245, 1.863, 8723.191, 0.033, 0
31, 25, 56, Mn, -56910.845, 0.460, 8738.320, 0.008, 0
30, 26, 56, Fe, -60606.422, 0.456, 8790.342, 0.008, 0
29, 27, 56, Co, -56039.798, 0.584, 8694.825, 0.010, 0
28, 28, 56, Ni, -53906.909, 0.533, 8642.767, 0.010, 0
27, 29, 56, Cu, -38238, 196, 8349, 3, 1
26, 30, 56, Zn, -25579, 503, 8109, 9, 1
25, 31, 56, Ga, -4322, 596, 7715, 11, 1
37, 20, 57, Ca, -6874, 596, 7917, 10, 1
36, 21, 57, Sc, -20707, 503, 8146, 9, 1
35, 22, 57, Ti, -33867.607, 248.036, 8363.527, 4.352, 0
34, 23, 57, V, -44228.389, 226.711, 8531.570, 3.977, 0
33, 24, 57, Cr, -52524.139, 1.863, 8663.384, 0.033, 0
32, 25, 57, Mn, -57486.131, 1.506, 8736.711, 0.026, 0
31, 26, 57, Fe, -60181.180, 0.457, 8770.267, 0.008, 0
30, 27, 57, Co, -59344.948, 0.619, 8741.871, 0.011, 0
29, 28, 57, Ni, -56083.219, 0.663, 8670.923, 0.012, 0
28, 29, 57, Cu, -47308.253, 0.614, 8503.251, 0.011, 0
27, 30, 57, Zn, -32546, 205, 8231, 4, 1
26, 31, 57, Ga, -15649, 298, 7920, 5, 1
38, 20, 58, Ca, -1919, 699, 7835, 12, 1
37, 21, 58, Sc, -14876, 596, 8045, 10, 1
36, 22, 58, Ti, -31112, 401, 8311, 7, 1
35, 23, 58, V, -40319.499, 128.029, 8456.240, 2.207, 0
34, 24, 58, Cr, -51834.726, 202.917, 8641.290, 3.499, 0
33, 25, 58, Mn, -55827.560, 2.701, 8696.643, 0.047, 0
32, 26, 58, Fe, -62154.467, 0.492, 8792.239, 0.008, 0
31, 27, 58, Co, -59846.558, 1.201, 8738.959, 0.021, 0
30, 28, 58, Ni, -60228.153, 0.483, 8732.049, 0.008, 0
29, 29, 58, Cu, -51667.134, 0.654, 8570.957, 0.011, 0
28, 30, 58, Zn, -42298.153, 50.002, 8395.934, 0.862, 0
27, 31, 58, Ga, -23492, 196, 8058, 3, 1
26, 32, 58, Ge, -7713, 401, 7773, 7, 1
38, 21, 59, Sc, -10302, 596, 7967, 10, 1
37, 22, 59, Ti, -25644, 401, 8214, 7, 1
36, 23, 59, V, -37832.015, 161.874, 8407.555, 2.744, 0
35, 24, 59, Cr, -47891.490, 244.333, 8564.795, 4.141, 0
34, 25, 59, Mn, -55525.320, 2.329, 8680.921, 0.039, 0
33, 26, 59, Fe, -60664.164, 0.503, 8754.760, 0.009, 0
32, 27, 59, Co, -62229.119, 0.518, 8768.025, 0.009, 0
31, 28, 59, Ni, -61156.118, 0.483, 8736.578, 0.008, 0
30, 29, 59, Cu, -56357.732, 0.625, 8641.990, 0.011, 0
29, 30, 59, Zn, -47214.955, 0.830, 8473.767, 0.014, 0
28, 31, 59, Ga, -33972, 168, 8236, 3, 1
27, 32, 59, Ge, -16310, 298, 7923, 5, 1
39, 21, 60, Sc, -4052, 699, 7865, 12, 1
38, 22, 60, Ti, -22328, 503, 8157, 8, 1
37, 23, 60, V, -33241.956, 220.159, 8325.450, 3.669, 0
36, 24, 60, Cr, -46503.876, 213.397, 8533.443, 3.557, 0
35, 25, 60, Mn, -52967.938, 2.329, 8628.138, 0.039, 0
34, 26, 60, Fe, -61412.375, 3.427, 8755.840, 0.057, 0
33, 27, 60, Co, -61649.720, 0.523, 8746.757, 0.009, 0
32, 28, 60, Ni, -64472.533, 0.483, 8780.764, 0.008, 0
31, 29, 60, Cu, -58344.551, 1.646, 8665.592, 0.027, 0
30, 30, 60, Zn, -54173.732, 0.646, 8583.039, 0.011, 0
29, 31, 60, Ga, -39784, 196, 8330, 3, 1
28, 32, 60, Ge, -27609, 196, 8114, 3, 1
27, 33, 60, As, -5701, 401, 7736, 7, 1
40, 21, 61, Sc, 931, 801, 7787, 13, 1
39, 22, 61, Ti, -16348, 596, 8057, 10, 1
38, 23, 61, V, -30506.429, 894.234, 8276.439, 14.660, 0
37, 24, 61, Cr, -42455.089, 128.922, 8459.494, 2.113, 0
36, 25, 61, Mn, -51742.122, 2.329, 8598.915, 0.038, 0
35, 26, 61, Fe, -58920.494, 2.608, 8703.768, 0.043, 0
34, 27, 61, Co, -62897.623, 0.887, 8756.141, 0.015, 0
33, 28, 61, Ni, -64221.322, 0.484, 8765.016, 0.008, 0
32, 29, 61, Cu, -61983.834, 0.963, 8715.510, 0.016, 0
31, 30, 61, Zn, -56348.691, 15.900, 8610.306, 0.261, 0
30, 31, 61, Ga, -47134.542, 37.994, 8446.429, 0.623, 0
29, 32, 61, Ge, -33729, 298, 8214, 5, 1
28, 33, 61, As, -17587, 298, 7936, 5, 1
40, 22, 62, Ti, -12566, 699, 7996, 11, 1
39, 23, 62, V, -25476, 298, 8192, 5, 1
38, 24, 62, Cr, -40894.961, 148.099, 8428.069, 2.389, 0
37, 25, 62, Mn, -48481, 150, 8538, 2, 1
36, 26, 62, Fe, -58878.048, 2.794, 8692.882, 0.045, 0
35, 27, 62, Co, -61423.824, 18.577, 8721.325, 0.300, 0
34, 28, 62, Ni, -66745.863, 0.517, 8794.546, 0.008, 0
33, 29, 62, Cu, -62786.966, 0.702, 8718.074, 0.011, 0
32, 30, 62, Zn, -61167.512, 0.682, 8679.335, 0.011, 0
31, 31, 62, Ga, -51986.446, 0.702, 8518.635, 0.011, 0
30, 32, 62, Ge, -41899, 140, 8343, 2, 1
29, 33, 62, As, -24582, 298, 8051, 5, 1
41, 22, 63, Ti, -5822, 699, 7891, 11, 1
40, 23, 63, V, -21993, 401, 8135, 6, 1
39, 24, 63, Cr, -35722.114, 458.743, 8340.298, 7.282, 0
38, 25, 63, Mn, -46887.053, 3.726, 8505.101, 0.059, 0
37, 26, 63, Fe, -55635.621, 4.302, 8631.549, 0.068, 0
36, 27, 63, Co, -61850.999, 18.577, 8717.788, 0.295, 0
35, 28, 63, Ni, -65512.321, 0.518, 8763.486, 0.008, 0
34, 29, 63, Cu, -65579.298, 0.518, 8752.131, 0.008, 0
33, 30, 63, Zn, -62213.111, 1.571, 8686.281, 0.025, 0
32, 31, 63, Ga, -56547.092, 1.304, 8583.926, 0.021, 0
31, 32, 63, Ge, -46921.216, 37.260, 8418.716, 0.591, 0
30, 33, 63, As, -33627, 196, 8195, 3, 1
41, 23, 64, V, -16171, 401, 8043, 6, 1
40, 24, 64, Cr, -33459, 298, 8301, 5, 1
39, 25, 64, Mn, -42989.034, 3.540, 8437.417, 0.055, 0
38, 26, 64, Fe, -54969.544, 5.017, 8612.388, 0.078, 0
37, 27, 64, Co, -59791.888, 20.007, 8675.513, 0.313, 0
36, 28, 64, Ni, -67098.478, 0.545, 8777.454, 0.009, 0
35, 29, 64, Cu, -65424.094, 0.524, 8739.068, 0.008, 0
34, 30, 64, Zn, -66003.789, 0.661, 8735.901, 0.010, 0
33, 31, 64, Ga, -58832.751, 1.429, 8611.630, 0.022, 0
32, 32, 64, Ge, -54315.496, 3.726, 8528.823, 0.058, 0
31, 33, 64, As, -39652, 302, 8287, 5, 1
30, 34, 64, Se, -26929, 503, 8076, 8, 1
42, 23, 65, V, -11644, 503, 7974, 8, 1
41, 24, 65, Cr, -27982, 298, 8213, 5, 1
40, 25, 65, Mn, -40967.338, 3.726, 8400.681, 0.057, 0
39, 26, 65, Fe, -51221.492, 6.816, 8546.401, 0.105, 0
38, 27, 65, Co, -59185.198, 2.083, 8656.884, 0.032, 0
37, 28, 65, Ni, -65125.242, 0.562, 8736.233, 0.009, 0
36, 29, 65, Cu, -67263.457, 0.661, 8757.093, 0.010, 0
35, 30, 65, Zn, -65911.798, 0.663, 8724.262, 0.010, 0
34, 31, 65, Ga, -62657.328, 0.822, 8662.157, 0.013, 0
33, 32, 65, Ge, -56478.216, 2.165, 8555.058, 0.033, 0
32, 33, 65, As, -46937.051, 84.766, 8396.234, 1.304, 0
31, 34, 65, Se, -33161, 596, 8172, 9, 1
43, 23, 66, V, -5608, 596, 7884, 9, 1
42, 24, 66, Cr, -24536, 503, 8159, 8, 1
41, 25, 66, Mn, -36750.387, 11.178, 8331.798, 0.169, 0
40, 26, 66, Fe, -50067.840, 4.099, 8521.724, 0.062, 0
39, 27, 66, Co, -56408.533, 13.972, 8605.941, 0.212, 0
38, 28, 66, Ni, -66006.285, 1.397, 8739.508, 0.021, 0
37, 29, 66, Cu, -66258.070, 0.666, 8731.469, 0.010, 0
36, 30, 66, Zn, -68899.062, 0.876, 8759.630, 0.013, 0
35, 31, 66, Ga, -63724.062, 3.125, 8669.367, 0.047, 0
34, 32, 66, Ge, -61607.033, 2.401, 8625.437, 0.036, 0
33, 33, 66, As, -52025.077, 5.682, 8468.403, 0.086, 0
32, 34, 66, Se, -41368, 298, 8295, 5, 1
43, 24, 67, Cr, -18481, 503, 8067, 8, 1
42, 25, 67, Mn, -33310, 401, 8277, 6, 1
41, 26, 67, Fe, -46068.530, 217.972, 8455.310, 3.253, 0
40, 27, 67, Co, -55321.775, 6.443, 8581.741, 0.096, 0
39, 28, 67, Ni, -63742.680, 2.888, 8695.750, 0.043, 0
38, 29, 67, Cu, -67318.779, 1.211, 8737.447, 0.018, 0
37, 30, 67, Zn, -67880.067, 0.893, 8734.148, 0.013, 0
36, 31, 67, Ga, -66878.896, 1.216, 8707.528, 0.018, 0
35, 32, 67, Ge, -62658.004, 4.663, 8632.853, 0.070, 0
34, 33, 67, As, -56587.225, 0.443, 8530.568, 0.007, 0
33, 34, 67, Se, -46580.289, 67.068, 8369.534, 1.001, 0
32, 35, 67, Br, -32928, 503, 8154, 8, 1
44, 24, 68, Cr, -14876, 699, 8014, 10, 1
43, 25, 68, Mn, -28299, 503, 8200, 7, 1
42, 26, 68, Fe, -43825.349, 365.259, 8416.675, 5.371, 0
41, 27, 68, Co, -51923.721, 149.782, 8524.264, 2.203, 0
40, 28, 68, Ni, -63463.814, 2.981, 8682.466, 0.044, 0
39, 29, 68, Cu, -65567.034, 1.584, 8701.890, 0.023, 0
38, 30, 68, Zn, -70006.846, 0.913, 8755.677, 0.013, 0
37, 31, 68, Ga, -67085.746, 1.508, 8701.214, 0.022, 0
36, 32, 68, Ge, -66978.789, 1.876, 8688.136, 0.028, 0
35, 33, 68, As, -58894.519, 1.846, 8557.745, 0.027, 0
34, 34, 68, Se, -54189.441, 0.496, 8477.047, 0.007, 0
33, 35, 68, Br, -38441, 307, 8234, 5, 1
44, 25, 69, Mn, -24536, 596, 8143, 9, 1
43, 26, 69, Fe, -39058, 401, 8343, 6, 1
42, 27, 69, Co, -50169.085, 190.770, 8492.270, 2.765, 0
41, 28, 69, Ni, -59978.648, 3.726, 8623.099, 0.054, 0
40, 29, 69, Cu, -65736.212, 1.397, 8695.204, 0.020, 0
39, 30, 69, Zn, -68417.599, 0.927, 8722.726, 0.013, 0
38, 31, 69, Ga, -69327.799, 1.198, 8724.579, 0.017, 0
37, 32, 69, Ge, -67100.654, 1.318, 8680.963, 0.019, 0
36, 33, 69, As, -63112.163, 31.999, 8611.820, 0.464, 0
35, 34, 69, Se, -56434.706, 1.490, 8503.707, 0.022, 0
34, 35, 69, Br, -46111.471, 37.003, 8342.757, 0.536, 0
33, 36, 69, Kr, -32435, 401, 8133, 6, 1
45, 25, 70, Mn, -19217, 699, 8066, 10, 1
44, 26, 70, Fe, -36310, 503, 8299, 7, 1
43, 27, 70, Co, -46919.353, 298.078, 8439.831, 4.258, 0
42, 28, 70, Ni, -59213.860, 2.144, 8604.291, 0.031, 0
41, 29, 70, Cu, -62976.372, 1.082, 8646.865, 0.015, 0
40, 30, 70, Zn, -69564.709, 1.918, 8729.807, 0.027, 0
39, 31, 70, Ga, -68910.131, 1.201, 8709.280, 0.017, 0
38, 32, 70, Ge, -70561.835, 0.842, 8721.699, 0.012, 0
37, 33, 70, As, -64341.835, 50.007, 8621.666, 0.714, 0
36, 34, 70, Se, -61929.891, 1.584, 8576.033, 0.023, 0
35, 35, 70, Br, -51425.620, 14.904, 8414.796, 0.213, 0
34, 36, 70, Kr, -40948, 196, 8254, 3, 1
46, 25, 71, Mn, -15202, 699, 8010, 10, 1
45, 26, 71, Fe, -31000, 596, 8221, 8, 1
44, 27, 71, Co, -44369.925, 465.030, 8398.734, 6.550, 0
43, 28, 71, Ni, -55406.228, 2.237, 8543.156, 0.032, 0
42, 29, 71, Cu, -62711.126, 1.490, 8635.022, 0.021, 0
41, 30, 71, Zn, -67328.775, 2.654, 8689.041, 0.037, 0
40, 31, 71, Ga, -70139.097, 0.815, 8717.604, 0.011, 0
39, 32, 71, Ge, -69906.457, 0.837, 8703.308, 0.012, 0
38, 33, 71, As, -67893.057, 4.167, 8663.932, 0.059, 0
37, 34, 71, Se, -63146.507, 2.794, 8586.060, 0.039, 0
36, 35, 71, Br, -56502.418, 5.402, 8481.462, 0.076, 0
35, 36, 71, Kr, -46327.205, 128.769, 8327.130, 1.814, 0
34, 37, 71, Rb, -32304, 503, 8119, 7, 1
46, 26, 72, Fe, -28103, 699, 8179, 10, 1
45, 27, 72, Co, -39784, 401, 8330, 6, 1
44, 28, 72, Ni, -54226.061, 2.237, 8520.211, 0.031, 0
43, 29, 72, Cu, -59782.998, 1.397, 8586.525, 0.019, 0
42, 30, 72, Zn, -68145.486, 2.142, 8691.804, 0.030, 0
41, 31, 72, Ga, -68588.256, 0.822, 8687.088, 0.011, 0
40, 32, 72, Ge, -72585.901, 0.076, 8731.745, 0.001, 0
39, 33, 72, As, -68229.798, 4.083, 8660.378, 0.057, 0
38, 34, 72, Se, -67868.180, 1.956, 8644.489, 0.027, 0
37, 35, 72, Br, -59067.321, 6.707, 8511.389, 0.093, 0
36, 36, 72, Kr, -53940.575, 8.011, 8429.319, 0.111, 0
35, 37, 72, Rb, -38117, 503, 8199, 7, 1
47, 26, 73, Fe, -22617, 699, 8102, 10, 1
46, 27, 73, Co, -36896, 503, 8287, 7, 1
45, 28, 73, Ni, -50108.152, 2.423, 8457.652, 0.033, 0
44, 29, 73, Cu, -58987.437, 1.942, 8568.569, 0.027, 0
43, 30, 73, Zn, -65593.402, 1.863, 8648.345, 0.026, 0
42, 31, 73, Ga, -69699.335, 1.677, 8693.873, 0.023, 0
41, 32, 73, Ge, -71297.523, 0.057, 8705.049, 0.001, 0
40, 33, 73, As, -70952.749, 3.853, 8689.609, 0.053, 0
39, 34, 73, Se, -68227.388, 7.424, 8641.558, 0.102, 0
38, 35, 73, Br, -63647.585, 7.266, 8568.104, 0.100, 0
37, 36, 73, Kr, -56551.750, 6.578, 8460.184, 0.090, 0
36, 37, 73, Rb, -46082, 100, 8306, 1, 1
35, 38, 73, Sr, -31950, 401, 8102, 5, 1
48, 26, 74, Fe, -19235, 801, 8056, 11, 1
47, 27, 74, Co, -32463, 596, 8225, 8, 1
46, 28, 74, Ni, -48456, 401, 8430, 5, 1
45, 29, 74, Cu, -56006.205, 6.148, 8521.562, 0.083, 0
44, 30, 74, Zn, -65756.712, 2.515, 8642.754, 0.034, 0
43, 31, 74, Ga, -68049.617, 2.994, 8663.167, 0.040, 0
42, 32, 74, Ge, -73422.442, 0.013, 8725.200, 0.000, 0
41, 33, 74, As, -70860.055, 1.693, 8680.001, 0.023, 0
40, 34, 74, Se, -72213.202, 0.015, 8687.715, 0.000, 0
39, 35, 74, Br, -65288.249, 5.836, 8583.562, 0.079, 0
38, 36, 74, Kr, -62331.834, 2.013, 8533.038, 0.027, 0
37, 37, 74, Rb, -51915.985, 3.027, 8381.711, 0.041, 0
36, 38, 74, Sr, -40827, 100, 8221, 1, 1
48, 27, 75, Co, -29100, 699, 8178, 9, 1
47, 28, 75, Ni, -44246, 298, 8369, 4, 1
46, 29, 75, Cu, -54471.341, 2.330, 8495.094, 0.031, 0
45, 30, 75, Zn, -62558.908, 1.956, 8592.497, 0.026, 0
44, 31, 75, Ga, -68464.580, 2.422, 8660.808, 0.032, 0
43, 32, 75, Ge, -71856.965, 0.052, 8695.609, 0.001, 0
42, 33, 75, As, -73034.190, 0.884, 8700.874, 0.012, 0
41, 34, 75, Se, -72169.481, 0.073, 8678.913, 0.001, 0
40, 35, 75, Br, -69107.118, 4.285, 8627.650, 0.057, 0
39, 36, 75, Kr, -64323.623, 8.104, 8553.439, 0.108, 0
38, 37, 75, Rb, -57218.694, 1.180, 8448.275, 0.016, 0
37, 38, 75, Sr, -46618.694, 220.003, 8296.511, 2.933, 0
49, 27, 76, Co, -24098, 801, 8110, 11, 1
48, 28, 76, Ni, -41610, 503, 8331, 7, 1
47, 29, 76, Cu, -50975.985, 6.707, 8443.527, 0.088, 0
46, 30, 76, Zn, -62303.016, 1.456, 8582.273, 0.019, 0
45, 31, 76, Ga, -66296.639, 1.956, 8624.526, 0.026, 0
44, 32, 76, Ge, -73212.889, 0.018, 8705.236, 0.000, 0
43, 33, 76, As, -72291.372, 0.886, 8682.816, 0.012, 0
42, 34, 76, Se, -75251.950, 0.016, 8711.477, 0.000, 0
41, 35, 76, Br, -70289.069, 9.322, 8635.882, 0.123, 0
40, 36, 76, Kr, -69014.137, 4.018, 8608.813, 0.053, 0
39, 37, 76, Rb, -60479.081, 0.938, 8486.215, 0.012, 0
38, 38, 76, Sr, -54247.638, 34.465, 8393.929, 0.453, 0
37, 39, 76, Y, -38601, 503, 8178, 7, 1
49, 28, 77, Ni, -36747, 503, 8264, 7, 1
48, 29, 77, Cu, -48512, 149, 8407, 2, 1
47, 30, 77, Zn, -58789.195, 1.973, 8530.003, 0.026, 0
46, 31, 77, Ga, -65992.344, 2.422, 8613.390, 0.031, 0
45, 32, 77, Ge, -71212.862, 0.053, 8671.028, 0.001, 0
44, 33, 77, As, -73916.319, 1.716, 8695.978, 0.022, 0
43, 34, 77, Se, -74599.485, 0.063, 8694.690, 0.001, 0
42, 35, 77, Br, -73234.805, 2.811, 8666.806, 0.037, 0
41, 36, 77, Kr, -70169.442, 1.956, 8616.836, 0.025, 0
40, 37, 77, Rb, -64830.491, 1.304, 8537.339, 0.017, 0
39, 38, 77, Sr, -57803.436, 7.918, 8435.918, 0.103, 0
38, 39, 77, Y, -46779, 61, 8283, 1, 1
50, 28, 78, Ni, -34130, 801, 8228, 10, 1
49, 29, 78, Cu, -44497.468, 503.007, 8350.925, 6.449, 0
48, 30, 78, Zn, -57483.234, 1.944, 8507.379, 0.025, 0
47, 31, 78, Ga, -63705.950, 1.903, 8577.127, 0.024, 0
46, 32, 78, Ge, -71862.053, 3.536, 8671.663, 0.045, 0
45, 33, 78, As, -72816.961, 9.813, 8673.875, 0.126, 0
44, 34, 78, Se, -77025.909, 0.182, 8717.806, 0.002, 0
43, 35, 78, Br, -73452.125, 3.580, 8661.958, 0.046, 0
42, 36, 78, Kr, -74179.577, 0.705, 8661.254, 0.009, 0
41, 37, 78, Rb, -66935.418, 3.237, 8558.350, 0.042, 0
40, 38, 78, Sr, -63173.941, 7.452, 8500.096, 0.096, 0
39, 39, 78, Y, -52527, 401, 8354, 5, 1
38, 40, 78, Zr, -41302, 503, 8200, 6, 1
51, 28, 79, Ni, -27710, 800, 8145, 10, 1
50, 29, 79, Cu, -41899, 401, 8314, 5, 1
49, 30, 79, Zn, -53432.294, 2.225, 8450.582, 0.028, 0
48, 31, 79, Ga, -62547.678, 1.868, 8556.063, 0.024, 0
47, 32, 79, Ge, -69526.594, 37.181, 8634.501, 0.471, 0
46, 33, 79, As, -73636.069, 5.386, 8676.616, 0.068, 0
45, 34, 79, Se, -75917.425, 0.225, 8695.591, 0.003, 0
44, 35, 79, Br, -76068.055, 1.292, 8687.595, 0.016, 0
43, 36, 79, Kr, -74442.277, 3.575, 8657.112, 0.045, 0
42, 37, 79, Rb, -70802.985, 2.142, 8601.142, 0.027, 0
41, 38, 79, Sr, -65476.889, 8.383, 8523.820, 0.106, 0
40, 39, 79, Y, -58356.889, 450.078, 8423.790, 5.697, 0
39, 40, 79, Zr, -47059, 401, 8271, 5, 1
51, 29, 80, Cu, -36431, 596, 8243, 7, 1
50, 30, 80, Zn, -51648.612, 2.585, 8423.545, 0.032, 0
49, 31, 80, Ga, -59223.667, 2.891, 8508.454, 0.036, 0
48, 32, 80, Ge, -69535.305, 2.054, 8627.570, 0.026, 0
47, 33, 80, As, -72214.460, 3.334, 8651.280, 0.042, 0
46, 34, 80, Se, -77759.477, 1.247, 8710.813, 0.016, 0
45, 35, 80, Br, -75889.014, 1.285, 8677.653, 0.016, 0
44, 36, 80, Kr, -77893.313, 0.697, 8692.928, 0.009, 0
43, 37, 80, Rb, -72175.467, 1.863, 8611.675, 0.023, 0
42, 38, 80, Sr, -70311.480, 3.464, 8578.596, 0.043, 0
41, 39, 80, Y, -61146.903, 6.257, 8454.259, 0.078, 0
40, 40, 80, Zr, -55517.043, 1490.390, 8374.107, 18.630, 0
52, 29, 81, Cu, -31790, 800, 8184, 10, 1
51, 30, 81, Zn, -46199.663, 5.030, 8351.925, 0.062, 0
50, 31, 81, Ga, -57627.954, 3.264, 8483.357, 0.040, 0
49, 32, 81, Ge, -66291.686, 2.055, 8580.658, 0.025, 0
48, 33, 81, As, -72533.314, 2.667, 8648.056, 0.033, 0
47, 34, 81, Se, -76389.007, 1.264, 8685.999, 0.016, 0
46, 35, 81, Br, -77975.651, 1.281, 8695.929, 0.016, 0
45, 36, 81, Kr, -77694.814, 1.352, 8682.803, 0.017, 0
44, 37, 81, Rb, -75456.663, 4.904, 8645.513, 0.061, 0
43, 38, 81, Sr, -71528.125, 3.128, 8587.354, 0.039, 0
42, 39, 81, Y, -65711.726, 5.421, 8505.888, 0.067, 0
41, 40, 81, Zr, -58396.391, 164.669, 8405.916, 2.033, 0
40, 41, 81, Nb, -46947, 401, 8255, 5, 1
53, 29, 82, Cu, -25670, 800, 8108, 10, 1
52, 30, 82, Zn, -42607, 298, 8305, 4, 1
