N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
129, 90, 219, Th, 14457.863, 50.637, 1682750.043, 50.638, 0
128, 91, 219, Pa, 18517.909, 73.355, 1677907.643, 73.355, 0
127, 92, 219, U, 23247, 210, 1672396, 210, 1
135, 85, 220, At, 14252, 100, 1694939, 100, 1
134, 86, 220, Rn, 10603.925, 2.759, 1697804.720, 2.776, 0
133, 87, 220, Fr, 11469.096, 4.562, 1696157.195, 4.572, 0
132, 88, 220, Ra, 10259.876, 10.327, 1696584.061, 10.331, 0
131, 89, 220, Ac, 13741.859, 51.635, 1692319.724, 51.636, 0
130, 90, 220, Th, 14654.949, 22.333, 1690624.280, 22.335, 0
129, 91, 220, Pa, 20365.968, 55.020, 1684130.908, 55.021, 0
128, 92, 220, U, 23018, 300, 1680696, 300, 1
135, 86, 221, Rn, 14486, 100, 1701994, 100, 1
134, 87, 221, Fr, 13269.226, 7.549, 1702428.389, 7.555, 0
133, 88, 221, Ra, 12957.304, 7.115, 1701957.956, 7.122, 0
132, 89, 221, Ac, 14508.391, 50.496, 1699624.515, 50.497, 0
131, 90, 221, Th, 16926.290, 10.438, 1696424.262, 10.442, 0
130, 91, 221, Pa, 20365.572, 51.655, 1692202.627, 51.656, 0
129, 92, 221, U, 24544, 202, 1687242, 202, 1
136, 86, 222, Rn, 16365.850, 2.545, 1708185.441, 2.564, 0
135, 87, 222, Fr, 16340.802, 20.854, 1707428.135, 20.856, 0
134, 88, 222, Ra, 14309.044, 4.973, 1708677.539, 4.982, 0
133, 89, 222, Ac, 16599.074, 21.087, 1705605.156, 21.090, 0
132, 90, 222, Th, 17189.682, 12.912, 1704232.193, 12.915, 0
131, 91, 222, Pa, 22050, 100, 1698590, 100, 1
130, 92, 222, U, 24283, 101, 1695574, 101, 1
136, 87, 223, Fr, 18379.215, 2.677, 1713461.045, 2.694, 0
135, 88, 223, Ra, 17230.147, 2.794, 1713827.759, 2.811, 0
134, 89, 223, Ac, 17815.897, 7.418, 1712459.655, 7.424, 0
133, 90, 223, Th, 19362.865, 12.330, 1710130.334, 12.333, 0
132, 91, 223, Pa, 22322.912, 71.114, 1706387.932, 71.114, 0
131, 92, 223, U, 25823.674, 71.163, 1702104.816, 71.163, 0
137, 87, 224, Fr, 21636.682, 47.182, 1718274.902, 47.183, 0
136, 88, 224, Ra, 18817.703, 2.757, 1720311.526, 2.774, 0
135, 89, 224, Ac, 20220.911, 4.610, 1718125.964, 4.620, 0
134, 90, 224, Th, 19988.939, 12.358, 1717575.582, 12.362, 0
133, 91, 224, Pa, 23861.570, 51.828, 1712920.598, 51.829, 0
132, 92, 224, U, 25699.684, 25.457, 1710300.130, 25.459, 0
138, 87, 225, Fr, 23851.463, 10.443, 1724131.444, 10.447, 0
137, 88, 225, Ra, 21985.901, 3.213, 1725214.651, 3.228, 0
136, 89, 225, Ac, 21629.288, 7.536, 1724788.911, 7.542, 0
135, 90, 225, Th, 22303.792, 7.430, 1723332.053, 7.437, 0
134, 91, 225, Pa, 24325.802, 71.062, 1720527.688, 71.063, 0
133, 92, 225, U, 27371.010, 51.078, 1716700.127, 51.079, 0
132, 93, 225, Np, 31576.983, 71.890, 1711711.800, 71.891, 0
139, 87, 226, Fr, 27295.013, 79.659, 1728759.217, 79.660, 0
138, 88, 226, Ra, 23661.387, 2.533, 1731610.489, 2.552, 0
137, 89, 226, Ac, 24301.822, 3.532, 1730187.699, 3.546, 0
136, 90, 226, Th, 23185.411, 4.990, 1730521.757, 4.999, 0
135, 91, 226, Pa, 26010.793, 23.416, 1726914.021, 23.418, 0
134, 92, 226, U, 27321.169, 19.997, 1724821.291, 20.000, 0
133, 93, 226, Np, 32672, 112, 1718688, 112, 1
140, 87, 227, Fr, 29657.601, 88.965, 1734467.952, 88.965, 0
139, 88, 227, Ra, 27171.370, 2.547, 1736171.829, 2.566, 0
138, 89, 227, Ac, 25846.318, 2.673, 1736714.526, 2.691, 0
137, 90, 227, Th, 25801.492, 2.791, 1735976.999, 2.808, 0
136, 91, 227, Pa, 26820.761, 7.721, 1734175.376, 7.727, 0
135, 92, 227, U, 28999.091, 18.744, 1731214.692, 18.746, 0
134, 93, 227, Np, 32564.234, 72.556, 1726867.195, 72.557, 0
141, 87, 228, Fr, 32397.326, 984.169, 1739799.550, 984.169, 0
140, 88, 228, Ra, 28935.224, 2.507, 1742479.298, 2.527, 0
139, 89, 228, Ac, 28889.324, 2.661, 1741742.844, 2.680, 0
138, 90, 228, Th, 26762.735, 2.753, 1743087.079, 2.771, 0
137, 91, 228, Pa, 28874.112, 5.388, 1740193.348, 5.397, 0
136, 92, 228, U, 29217.348, 16.011, 1739067.758, 16.013, 0
135, 93, 228, Np, 33701, 196, 1733801, 196, 1
141, 88, 229, Ra, 32433.671, 62.123, 1747052.174, 62.124, 0
140, 89, 229, Ac, 30673.671, 47.532, 1748029.820, 47.533, 0
139, 90, 229, Th, 29578.671, 3.054, 1748342.466, 3.070, 0
138, 91, 229, Pa, 29894.799, 9.044, 1747243.985, 9.049, 0
137, 92, 229, U, 31203.932, 8.033, 1745152.497, 8.039, 0
136, 93, 229, Np, 33763.413, 86.890, 1741810.662, 86.891, 0
142, 88, 230, Ra, 34543.302, 32.701, 1753013.866, 32.702, 0
141, 89, 230, Ac, 33556.349, 100.021, 1753218.465, 100.022, 0
140, 90, 230, Th, 30856.349, 2.050, 1755136.111, 2.075, 0
139, 91, 230, Pa, 32166.151, 3.477, 1753043.955, 3.491, 0
138, 92, 230, U, 31603.052, 5.040, 1752824.700, 5.050, 0
137, 93, 230, Np, 35213.804, 55.212, 1748431.594, 55.212, 0
136, 94, 230, Pu, 36921.008, 25.158, 1745942.037, 25.160, 0
142, 89, 231, Ac, 35909.637, 100.021, 1758936.500, 100.022, 0
141, 90, 231, Th, 33809.637, 2.055, 1760254.146, 2.080, 0
140, 91, 231, Pa, 33420.127, 2.610, 1759861.303, 2.630, 0
139, 92, 231, U, 33777.703, 50.078, 1758721.373, 50.079, 0
138, 93, 231, Np, 35614.072, 50.593, 1756102.649, 50.594, 0
137, 94, 231, Pu, 38424, 102, 1752510, 102, 1
143, 89, 232, Ac, 39142.881, 100.021, 1763774.579, 100.022, 0
142, 90, 232, Th, 35442.881, 2.063, 1766692.225, 2.088, 0
141, 91, 232, Pa, 35938.295, 7.923, 1765414.458, 7.929, 0
140, 92, 232, U, 34601.191, 2.757, 1765969.207, 2.775, 0
139, 93, 232, Np, 37299, 100, 1762489, 100, 1
138, 94, 232, Pu, 38358.180, 18.971, 1760647.511, 18.973, 0
143, 90, 233, Th, 38727.853, 2.076, 1771478.577, 2.101, 0
142, 91, 233, Pa, 37482.615, 2.290, 1771941.461, 2.313, 0
141, 92, 233, U, 36912.136, 2.959, 1771729.586, 2.976, 0
140, 93, 233, Np, 38146, 159, 1769713, 159, 1
139, 94, 233, Pu, 40045.143, 50.641, 1767031.870, 50.642, 0
138, 95, 233, Am, 43288, 218, 1763006, 218, 1
144, 90, 234, Th, 40609.815, 3.566, 1777667.938, 3.581, 0
143, 91, 234, Pa, 40336.727, 4.772, 1777158.672, 4.783, 0
142, 92, 234, U, 38139.731, 2.008, 1778573.313, 2.034, 0
141, 93, 234, Np, 39949.578, 8.559, 1775981.113, 8.566, 0
140, 94, 234, Pu, 40337.939, 7.161, 1774810.398, 7.168, 0
139, 95, 234, Am, 44511, 208, 1769855, 208, 1
145, 90, 235, Th, 44250.953, 50.041, 1782098.123, 50.042, 0
144, 91, 235, Pa, 42323.215, 50.040, 1783243.507, 50.041, 0
143, 92, 235, U, 40913.215, 2.002, 1783871.153, 2.028, 0
142, 93, 235, Np, 41036.931, 2.177, 1782965.083, 2.201, 0
141, 94, 235, Pu, 42204, 74, 1781016, 74, 1
140, 95, 235, Am, 44739, 206, 1777698, 206, 1
139, 96, 235, Cm, 48049, 224, 1773606, 224, 1
145, 91, 236, Pa, 45339.781, 200.010, 1788298.264, 200.010, 0
144, 92, 236, U, 42439.781, 1.981, 1790415.910, 2.008, 0
143, 93, 236, Np, 43379.757, 50.464, 1788693.580, 50.465, 0
142, 94, 236, Pu, 42893.171, 2.758, 1788397.812, 2.777, 0
141, 95, 236, Am, 46173, 100, 1784335, 100, 1
140, 96, 236, Cm, 47883, 201, 1781843, 201, 1
146, 91, 237, Pa, 47635.218, 100.021, 1794074.150, 100.021, 0
145, 92, 237, U, 45385.218, 2.032, 1795541.796, 2.058, 0
144, 93, 237, Np, 44866.654, 1.993, 1795278.006, 2.020, 0
143, 94, 237, Pu, 45086.966, 2.400, 1794275.340, 2.422, 0
142, 95, 237, Am, 46817, 188, 1791763, 188, 1
141, 96, 237, Cm, 49270, 206, 1788528, 206, 1
140, 97, 237, Bk, 53213, 296, 1783802, 296, 1
147, 91, 238, Pa, 50764.541, 60.034, 1799016.150, 60.035, 0
146, 92, 238, U, 47304.541, 2.024, 1801693.796, 2.050, 0
145, 93, 238, Np, 47449.886, 2.003, 1800766.097, 2.029, 0
144, 94, 238, Pu, 46157.839, 2.014, 1801275.790, 2.041, 0
143, 95, 238, Am, 48416.189, 50.727, 1798235.087, 50.728, 0
142, 96, 238, Cm, 49384.251, 36.666, 1796484.671, 36.668, 0
141, 97, 238, Bk, 54336, 289, 1790750, 289, 1
147, 92, 239, U, 50569.608, 2.035, 1806500.052, 2.062, 0
146, 93, 239, Np, 49304.425, 2.163, 1806982.882, 2.188, 0
145, 94, 239, Pu, 48582.630, 2.003, 1806922.323, 2.030, 0
144, 95, 239, Am, 49385.542, 2.825, 1805337.057, 2.844, 0
143, 96, 239, Cm, 51086, 100, 1802855, 100, 1
142, 97, 239, Bk, 54364, 287, 1798794, 287, 1
141, 98, 239, Cf, 58284, 231, 1794092, 231, 1
148, 92, 240, U, 52708.369, 5.207, 1812432.615, 5.217, 0
147, 93, 240, Np, 52320.070, 15.159, 1812038.559, 15.162, 0
146, 94, 240, Pu, 50120.471, 1.979, 1813455.805, 2.007, 0
145, 95, 240, Am, 51499.424, 13.930, 1811294.498, 13.934, 0
144, 96, 240, Cm, 51715.311, 2.825, 1810296.257, 2.844, 0
143, 97, 240, Bk, 55655, 150, 1805574, 150, 1
142, 98, 240, Cf, 58027, 201, 1802420, 201, 1
148, 93, 241, Np, 54255.190, 70.738, 1818174.763, 70.739, 0
147, 94, 241, Pu, 52950.190, 1.981, 1818697.409, 2.008, 0
146, 95, 241, Am, 52929.377, 1.990, 1817935.868, 2.017, 0
145, 96, 241, Cm, 53696.877, 2.324, 1816386.014, 2.347, 0
144, 97, 241, Bk, 56097, 200, 1813204, 200, 1
143, 98, 241, Cf, 59354, 255, 1809164, 255, 1
142, 99, 241, Es, 63902, 333, 1803834, 333, 1
149, 93, 242, Np, 57412.110, 200.010, 1823089.166, 200.010, 0
148, 94, 242, Pu, 54712.110, 2.002, 1825006.812, 2.029, 0
147, 95, 242, Am, 55463.128, 1.993, 1823473.440, 2.020, 0
146, 96, 242, Cm, 54798.307, 2.015, 1823355.907, 2.043, 0
145, 97, 242, Bk, 57798, 200, 1819574, 200, 1
144, 98, 242, Cf, 59325.540, 36.891, 1817263.966, 36.893, 0
143, 99, 242, Es, 64943, 327, 1810864, 327, 1
150, 93, 243, Np, 59918.704, 11.228, 1828653.895, 11.233, 0
149, 94, 243, Pu, 57748.942, 3.270, 1830041.303, 3.287, 0
148, 95, 243, Am, 57167.431, 2.207, 1829840.460, 2.233, 0
147, 96, 243, Cm, 57176.341, 2.239, 1829049.196, 2.264, 0
146, 97, 243, Bk, 58684.728, 4.952, 1826758.455, 4.963, 0
145, 98, 243, Cf, 60901, 123, 1823760, 123, 1
144, 99, 243, Es, 64861, 288, 1819018, 288, 1
143, 100, 243, Fm, 69398, 237, 1813698, 237, 1
150, 94, 244, Pu, 59798.821, 5.107, 1836062.747, 5.118, 0
149, 95, 244, Am, 59875.046, 2.153, 1835204.168, 2.179, 0
148, 96, 244, Cm, 58446.991, 1.980, 1835849.869, 2.008, 0
147, 97, 244, Bk, 60702.635, 51.904, 1832811.872, 51.905, 0
146, 98, 244, Cf, 61469.303, 3.359, 1831262.850, 3.376, 0
145, 99, 244, Es, 66027, 181, 1825923, 181, 1
144, 100, 244, Fm, 69052, 284, 1822116, 284, 1
151, 94, 245, Pu, 63097.247, 14.436, 1840835.644, 14.440, 0
150, 95, 245, Am, 61892.531, 3.300, 1841258.006, 3.317, 0
149, 96, 245, Cm, 60998.567, 2.739, 1841369.616, 2.759, 0
148, 97, 245, Bk, 61808.788, 2.492, 1839777.041, 2.514, 0
147, 98, 245, Cf, 63377.375, 3.088, 1837426.101, 3.106, 0
146, 99, 245, Es, 66431, 200, 1833590, 200, 1
145, 100, 245, Fm, 70214, 275, 1829025, 275, 1
152, 94, 246, Pu, 65388.508, 15.275, 1846615.706, 15.279, 0
151, 95, 246, Am, 64987.973, 18.193, 1846233.887, 18.196, 0
150, 96, 246, Cm, 62611.835, 2.233, 1847827.671, 2.258, 0
149, 97, 246, Bk, 63961.835, 60.042, 1845695.317, 60.042, 0
148, 98, 246, Cf, 64084.818, 2.250, 1844789.981, 2.275, 0
147, 99, 246, Es, 67965, 224, 1840127, 224, 1
146, 100, 246, Fm, 70124.274, 39.594, 1837185.816, 39.595, 0
152, 95, 247, Am, 67227, 100, 1852066, 100, 1
151, 96, 247, Cm, 65526.726, 4.450, 1852984.103, 4.463, 0
150, 97, 247, Bk, 65481.803, 5.541, 1852246.672, 5.552, 0
149, 98, 247, Cf, 66127.803, 8.167, 1850818.319, 8.174, 0
148, 99, 247, Es, 68603, 30, 1847560, 30, 1
147, 100, 247, Fm, 71517, 132, 1843864, 132, 1
146, 101, 247, Md, 76103, 351, 1838496, 351, 1
153, 95, 248, Am, 70485, 200, 1856879, 200, 1
152, 96, 248, Cm, 67385.464, 5.109, 1859196.689, 5.120, 0
151, 97, 248, Bk, 68102.591, 20.730, 1857697.208, 20.733, 0
150, 98, 248, Cf, 67232.591, 5.454, 1857784.854, 5.465, 0
149, 99, 248, Es, 70293.242, 55.743, 1853941.849, 55.744, 0
148, 100, 248, Fm, 71896.465, 11.812, 1851556.272, 11.817, 0
147, 101, 248, Md, 77149, 237, 1845522, 237, 1
153, 96, 249, Cm, 70743.327, 5.118, 1863910.149, 5.129, 0
152, 97, 249, Bk, 69843.386, 3.140, 1864027.736, 3.158, 0
151, 98, 249, Cf, 69718.497, 2.830, 1863370.271, 2.850, 0
150, 99, 249, Es, 71170, 30, 1861137, 30, 1
149, 100, 249, Fm, 73610, 101, 1857914, 101, 1
148, 101, 249, Md, 77315, 283, 1853427, 283, 1
154, 96, 250, Cm, 72982.289, 11.229, 1869742.510, 11.235, 0
153, 97, 250, Bk, 72944.800, 4.142, 1868997.645, 4.156, 0
152, 98, 250, Cf, 71165.109, 2.242, 1869994.982, 2.268, 0
151, 99, 250, Es, 73265, 100, 1867113, 100, 1
150, 100, 250, Fm, 74066.661, 11.962, 1865528.722, 11.967, 0
149, 101, 250, Md, 78699, 301, 1860114, 301, 1
155, 96, 251, Cm, 76640.437, 22.821, 1874155.685, 22.824, 0
154, 97, 251, Bk, 75220.437, 10.991, 1874793.331, 10.996, 0
153, 98, 251, Cf, 74127.437, 4.561, 1875103.977, 4.574, 0
152, 99, 251, Es, 74503.621, 6.127, 1873945.440, 6.137, 0
151, 100, 251, Fm, 75977.814, 8.409, 1871688.892, 8.416, 0
150, 101, 251, Md, 79051, 203, 1867834, 203, 1
149, 102, 251, No, 82827, 142, 1863275, 142, 1
155, 97, 252, Bk, 78527, 200, 1879558, 200, 1
154, 98, 252, Cf, 76027.244, 5.109, 1881275.494, 5.121, 0
153, 99, 252, Es, 77287.244, 50.260, 1879233.140, 50.262, 0
152, 100, 252, Fm, 76810.151, 5.820, 1878927.878, 5.831, 0
151, 101, 252, Md, 80695, 196, 1874260, 196, 1
150, 102, 252, No, 82870.858, 13.010, 1871302.463, 13.015, 0
156, 97, 253, Bk, 80798, 307, 1885359, 307, 1
155, 98, 253, Cf, 79292.638, 7.155, 1886081.422, 7.163, 0
154, 99, 253, Es, 79007.456, 3.140, 1885584.250, 3.159, 0
153, 100, 253, Fm, 79340.308, 4.952, 1884469.044, 4.964, 0
152, 101, 253, Md, 81301, 205, 1881726, 205, 1
151, 102, 253, No, 84478, 225, 1877767, 225, 1
150, 103, 253, Lr, 88732, 288, 1872731, 288, 1
156, 98, 254, Cf, 81333.607, 12.325, 1892111.776, 12.330, 0
155, 99, 254, Es, 81987.664, 4.661, 1890675.365, 4.674, 0
154, 100, 254, Fm, 80897.211, 3.026, 1890983.464, 3.046, 0
153, 101, 254, Md, 83580, 141, 1887518, 141, 1
152, 102, 254, No, 84717.350, 17.664, 1885598.618, 17.667, 0
151, 103, 254, Lr, 89870, 336, 1879664, 336, 1
157, 98, 255, Cf, 84781, 200, 1896736, 200, 1
156, 99, 255, Es, 84080.948, 11.093, 1896653.404, 11.098, 0
155, 100, 255, Fm, 83792.948, 4.771, 1896159.050, 4.784, 0
154, 101, 255, Md, 84835.382, 7.074, 1894334.263, 7.082, 0
153, 102, 255, No, 86847.342, 12.422, 1891539.948, 12.427, 0
152, 103, 255, Lr, 90090, 227, 1887515, 227, 1
151, 104, 255, Rf, 94550, 174, 1882272, 174, 1
157, 99, 256, Es, 87149, 100, 1901657, 100, 1
156, 100, 256, Fm, 85479.056, 7.204, 1902544.265, 7.213, 0
155, 101, 256, Md, 87608.671, 52.823, 1899632.297, 52.824, 0
154, 102, 256, No, 87816.504, 7.975, 1898642.110, 7.983, 0
153, 103, 256, Lr, 92005, 220, 1893672, 220, 1
152, 104, 256, Rf, 94247.811, 26.744, 1890646.095, 26.746, 0
158, 99, 257, Es, 89395, 503, 1907482, 503, 1
157, 100, 257, Fm, 88581.349, 7.293, 1907513.296, 7.302, 0
156, 101, 257, Md, 88989.967, 3.296, 1906322.323, 3.314, 0
155, 102, 257, No, 90216.913, 30.875, 1904313.024, 30.877, 0
154, 103, 257, Lr, 92732, 211, 1901015, 211, 1
153, 104, 257, Rf, 96150, 270, 1896815, 270, 1
152, 105, 257, Ha, 100462, 297, 1891721, 297, 1
158, 100, 258, Fm, 90459, 200, 1913707, 200, 1
157, 101, 258, Md, 91683.772, 5.018, 1911699.842, 5.030, 0
156, 102, 258, No, 91522, 200, 1911079, 200, 1
155, 103, 258, Lr, 94905, 143, 1906914, 143, 1
154, 104, 258, Rf, 96392, 151, 1904644, 151, 1
153, 105, 258, Ha, 101840, 344, 1898414, 344, 1
159, 100, 259, Fm, 93699, 401, 1918538, 401, 1
158, 101, 259, Md, 93616, 400, 1917839, 400, 1
157, 102, 259, No, 94123, 101, 1916549, 101, 1
156, 103, 259, Lr, 95934, 71, 1913956, 71, 1
155, 104, 259, Rf, 98380, 72, 1910728, 72, 1
154, 105, 259, Ha, 102204, 298, 1906122, 298, 1
153, 106, 259, Nh, 106846, 203, 1900697, 203, 1
159, 101, 260, Md, 96596, 596, 1922930, 596, 1
158, 102, 260, No, 95604, 200, 1923140, 200, 1
157, 103, 260, Lr, 98339, 115, 1919622, 115, 1
156, 104, 260, Rf, 99241, 200, 1917938, 200, 1
155, 105, 260, Ha, 103801, 231, 1912596, 231, 1
154, 106, 260, Nh, 106595.576, 40.541, 1909018.914, 40.543, 0
160, 101, 261, Md, 98403, 699, 1929195, 699, 1
159, 102, 261, No, 98496, 596, 1928319, 596, 1
158, 103, 261, Lr, 99615, 400, 1926418, 400, 1
157, 104, 261, Rf, 101451, 107, 1923800, 107, 1
156, 105, 261, Ha, 104426, 260, 1920042, 260, 1
155, 106, 261, Nh, 108384, 281, 1915302, 281, 1
154, 107, 261, Ns, 113449, 302, 1909455, 302, 1
160, 102, 262, No, 100201, 699, 1934686, 699, 1
159, 103, 262, Lr, 102297, 596, 1931808, 596, 1
158, 104, 262, Rf, 102548, 252, 1930774, 252, 1
157, 105, 262, Ha, 106535, 246, 1926005, 246, 1
156, 106, 262, Nh, 108603, 252, 1923154, 252, 1
155, 107, 262, Ns, 114681, 376, 1916293, 376, 1
161, 102, 263, No, 103200, 401, 1939758, 401, 1
160, 103, 263, Lr, 103768, 596, 1938407, 596, 1
159, 104, 263, Rf, 104998, 503, 1936395, 503, 1
158, 105, 263, Ha, 107393, 168, 1933217, 168, 1
157, 106, 263, Nh, 110498, 133, 1929331, 133, 1
156, 107, 263, Ns, 114863, 503, 1924184, 503, 1
161, 103, 264, Lr, 106498, 699, 1943749, 699, 1
160, 104, 264, Rf, 106302, 596, 1943162, 596, 1
159, 105, 264, Ha, 109628, 503, 1939055, 503, 1
158, 106, 264, Nh, 111099, 354, 1936801, 354, 1
157, 107, 264, Ns, 116353, 503, 1930765, 503, 1
156, 108, 264, Hs, 119820.487, 302.727, 1926514.588, 302.727, 0
162, 103, 265, Lr, 108202, 904, 1950116, 904, 1
161, 104, 265, Rf, 108798, 801, 1948737, 801, 1
160, 105, 265, Ha, 110699, 699, 1946055, 699, 1
159, 106, 265, Nh, 113111, 596, 1942860, 596, 1
158, 107, 265, Ns, 116819, 503, 1938370, 503, 1
157, 108, 265, Hs, 121633, 299, 1932773, 299, 1
162, 104, 266, Rf, 110401, 904, 1955206, 904, 1
161, 105, 266, Ha, 112990, 801, 1951835, 801, 1
160, 106, 266, Nh, 114033, 699, 1950009, 699, 1
159, 107, 266, Ns, 118719, 596, 1944541, 596, 1
158, 108, 266, Hs, 121700, 503, 1940778, 503, 1
157, 109, 266, Mt, 128389, 349, 1933306, 349, 1
