N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
107, 72, 179, Hf, -50472.587, 2.540, 1438909.940, 2.552, 0
106, 73, 179, Ta, -50362.160, 5.587, 1438017.159, 5.592, 0
105, 74, 179, W, -49302.539, 15.730, 1436175.184, 15.732, 0
104, 75, 179, Re, -46592.539, 52.416, 1432682.830, 52.416, 0
103, 76, 179, Os, -42914, 239, 1428221, 239, 1
102, 77, 179, Ir, -38052, 404, 1422578, 404, 1
101, 78, 179, Pt, -32318, 298, 1416061, 298, 1
100, 79, 179, Au, -24941, 351, 1407902, 351, 1
99, 80, 179, Hg, -16969, 311, 1399148, 311, 1
98, 81, 179, Tl, -7769, 174, 1389165, 174, 1
97, 82, 179, Pb, 2036, 334, 1378578, 334, 1
109, 71, 180, Lu, -46686.491, 70.757, 1443977.521, 70.757, 0
108, 72, 180, Hf, -49789.491, 2.557, 1446298.167, 2.569, 0
107, 73, 180, Ta, -48935.540, 3.169, 1444661.861, 3.179, 0
106, 74, 180, W, -49643.465, 4.735, 1444587.433, 4.742, 0
105, 75, 180, Re, -45841.157, 33.617, 1440002.771, 33.618, 0
104, 76, 180, Os, -44375, 179, 1437755, 179, 1
103, 77, 180, Ir, -37958, 298, 1430555, 298, 1
102, 78, 180, Pt, -34266, 196, 1426080, 196, 1
101, 79, 180, Au, -25713, 302, 1416746, 302, 1
100, 80, 180, Hg, -20193, 196, 1410443, 196, 1
99, 81, 180, Tl, -9135, 448, 1398602, 448, 1
98, 82, 180, Pb, -1924, 61, 1390609, 61, 1
110, 71, 181, Lu, -44926, 298, 1450288, 298, 1
109, 72, 181, Hf, -47413.845, 2.624, 1451993.844, 2.636, 0
108, 73, 181, Ta, -48441.203, 2.904, 1452238.848, 2.915, 0
107, 74, 181, W, -48253.335, 5.311, 1451268.626, 5.317, 0
106, 75, 181, Re, -46514.754, 14.278, 1448747.691, 14.280, 0
105, 76, 181, Os, -43585, 224, 1445035, 224, 1
104, 77, 181, Ir, -39516, 238, 1440184, 238, 1
103, 78, 181, Pt, -34292, 275, 1434178, 275, 1
102, 79, 181, Au, -27993, 448, 1427097, 448, 1
101, 80, 181, Hg, -20674, 311, 1418995, 311, 1
100, 81, 181, Tl, -12204, 377, 1409743, 377, 1
99, 82, 181, Pb, -2925.633, 132.763, 1399682.092, 132.763, 0
110, 72, 182, Hf, -46059.666, 6.522, 1458710.988, 6.527, 0
109, 73, 182, Ta, -46432.839, 2.906, 1458301.807, 2.918, 0
108, 74, 182, W, -48246.436, 2.864, 1459333.050, 2.876, 0
107, 75, 182, Re, -45446.436, 102.021, 1455750.696, 102.021, 0
106, 76, 182, Os, -44538.436, 25.164, 1454060.342, 25.165, 0
105, 77, 182, Ir, -38929.000, 144.204, 1447668.552, 144.205, 0
104, 78, 182, Pt, -36079.325, 201.979, 1444036.523, 201.980, 0
103, 79, 182, Au, -29229.325, 284.246, 1436404.169, 284.246, 0
102, 80, 182, Hg, -24279.325, 347.557, 1430671.815, 347.557, 0
101, 81, 182, Tl, -13404, 401, 1419014, 401, 1
100, 82, 182, Pb, -6819.888, 17.113, 1411647.671, 17.115, 0
111, 72, 183, Hf, -43285.696, 30.141, 1464008.341, 30.142, 0
110, 73, 183, Ta, -45295.696, 2.913, 1465235.987, 2.925, 0
109, 74, 183, W, -46365.819, 2.755, 1465523.756, 2.768, 0
108, 75, 183, Re, -45809.819, 8.461, 1464185.403, 8.465, 0
107, 76, 183, Os, -43678, 102, 1461271, 102, 1
106, 77, 183, Ir, -40228, 143, 1457039, 143, 1
105, 78, 183, Pt, -35650, 233, 1451678, 233, 1
104, 79, 183, Au, -30161, 401, 1445407, 401, 1
103, 80, 183, Hg, -23854, 298, 1438318, 298, 1
102, 81, 183, Tl, -16208, 401, 1429889, 401, 1
101, 82, 183, Pb, -7517, 307, 1420416, 307, 1
112, 72, 184, Hf, -41500.235, 39.794, 1470294.204, 39.795, 0
111, 73, 184, Ta, -42840.235, 26.146, 1470851.850, 26.147, 0
110, 74, 184, W, -45706.235, 2.757, 1472935.496, 2.769, 0
109, 75, 184, Re, -44223.507, 5.262, 1470670.414, 5.268, 0
108, 76, 184, Os, -44254.754, 2.975, 1469919.307, 2.986, 0
107, 77, 184, Ir, -39692.754, 270.016, 1464574.953, 270.017, 0
106, 78, 184, Pt, -37360, 178, 1461460, 178, 1
105, 79, 184, Au, -30233, 302, 1453550, 302, 1
104, 80, 184, Hg, -26179, 196, 1448714, 196, 1
103, 81, 184, Tl, -16990, 298, 1438743, 298, 1
102, 82, 184, Pb, -10993, 196, 1431963, 196, 1
112, 73, 185, Ta, -41396.650, 14.410, 1477479.587, 14.412, 0
111, 74, 185, W, -43388.650, 2.765, 1478689.233, 2.777, 0
110, 75, 185, Re, -43821.665, 2.805, 1478339.895, 2.817, 0
109, 76, 185, Os, -42808.875, 2.840, 1476544.750, 2.851, 0
108, 77, 185, Ir, -40436, 196, 1473390, 196, 1
107, 78, 185, Pt, -36618, 230, 1468789, 230, 1
106, 79, 185, Au, -31911, 233, 1463300, 233, 1
105, 80, 185, Hg, -26089, 275, 1456696, 275, 1
104, 81, 185, Tl, -19468, 401, 1449292, 401, 1
103, 82, 185, Pb, -11569, 307, 1440611, 307, 1
102, 83, 185, Bi, -1779, 427, 1430038, 427, 1
113, 73, 186, Ta, -38610.601, 60.071, 1482764.861, 60.071, 0
112, 74, 186, W, -42511.601, 2.910, 1485883.507, 2.922, 0
111, 75, 186, Re, -41930.012, 2.844, 1484519.564, 2.856, 0
110, 76, 186, Os, -42999.544, 2.887, 1484806.743, 2.899, 0
109, 77, 186, Ir, -39168.544, 20.207, 1480193.389, 20.209, 0
108, 78, 186, Pt, -37789.499, 32.386, 1478031.990, 32.387, 0
107, 79, 186, Au, -31748.935, 144.209, 1471209.072, 144.209, 0
106, 80, 186, Hg, -28448.610, 201.979, 1467126.393, 201.980, 0
105, 81, 186, Tl, -20912.514, 288.610, 1458807.943, 288.610, 0
104, 82, 186, Pb, -15383.626, 347.624, 1452496.701, 347.624, 0
103, 83, 186, Bi, -3279, 448, 1439610, 448, 1
114, 73, 187, Ta, -36878, 298, 1489103, 298, 1
113, 74, 187, W, -39906.994, 2.909, 1491350.224, 2.921, 0
112, 75, 187, Re, -41218.170, 2.789, 1491879.046, 2.801, 0
111, 76, 187, Os, -41220.833, 2.789, 1491099.355, 2.801, 0
110, 77, 187, Ir, -39718.424, 6.616, 1488814.592, 6.622, 0
109, 78, 187, Pt, -36610, 157, 1484924, 157, 1
108, 79, 187, Au, -33010, 152, 1480542, 152, 1
107, 80, 187, Hg, -28145, 239, 1474894, 239, 1
106, 81, 187, Tl, -22197, 401, 1468164, 401, 1
105, 82, 187, Pb, -15034, 298, 1460219, 298, 1
104, 83, 187, Bi, -6094, 404, 1450496, 404, 1
114, 74, 188, W, -38669.447, 4.107, 1498184.000, 4.116, 0
113, 75, 188, Re, -39018.447, 2.805, 1497750.646, 2.817, 0
112, 76, 188, Os, -41138.803, 2.789, 1499088.648, 2.802, 0
111, 77, 188, Ir, -38329.434, 7.393, 1495496.925, 7.397, 0
110, 78, 188, Pt, -37822.932, 5.927, 1494208.069, 5.933, 0
109, 79, 188, Au, -32523, 100, 1488126, 100, 1
108, 80, 188, Hg, -30225, 177, 1485046, 177, 1
107, 81, 188, Tl, -22430, 224, 1476468, 224, 1
106, 82, 188, Pb, -17642, 196, 1470898, 196, 1
105, 83, 188, Bi, -7291, 299, 1459764, 299, 1
115, 74, 189, W, -35478.878, 200.193, 1503064.754, 200.193, 0
114, 75, 189, Re, -37978.878, 8.789, 1504782.400, 8.793, 0
113, 76, 189, Os, -38988.111, 2.801, 1505009.279, 2.813, 0
112, 77, 189, Ir, -38455.739, 12.955, 1503694.553, 12.958, 0
111, 78, 189, Pt, -36485.202, 11.414, 1500941.662, 11.417, 0
110, 79, 189, Au, -33325.202, 300.217, 1496999.308, 300.217, 0
109, 80, 189, Hg, -29125.202, 360.736, 1492016.954, 360.736, 0
108, 81, 189, Tl, -23948.644, 412.514, 1486058.042, 412.514, 0
107, 82, 189, Pb, -17810, 270, 1479137, 270, 1
106, 83, 189, Bi, -9774, 401, 1470318, 401, 1
116, 74, 190, W, -34287.789, 161.507, 1509944.988, 161.507, 0
115, 75, 190, Re, -35557.789, 145.549, 1510432.634, 145.549, 0
114, 76, 190, Os, -38708.377, 2.831, 1512800.868, 2.843, 0
113, 77, 190, Ir, -36708.377, 200.020, 1510018.514, 200.020, 0
112, 78, 190, Pt, -37325.238, 6.161, 1509853.022, 6.166, 0
111, 79, 190, Au, -32883.238, 16.216, 1504628.668, 16.218, 0
110, 80, 190, Hg, -31409, 150, 1502373, 150, 1
109, 81, 190, Tl, -24409, 427, 1494590, 427, 1
108, 82, 190, Pb, -20325.996, 202.031, 1489724.363, 202.031, 0
107, 83, 190, Bi, -11625.403, 288.653, 1480241.416, 288.653, 0
106, 84, 190, Po, -5315.575, 348.223, 1473149.234, 348.223, 0
116, 75, 191, Re, -34350.504, 10.598, 1517296.672, 10.602, 0
115, 76, 191, Os, -36395.720, 2.832, 1518559.534, 2.845, 0
114, 77, 191, Ir, -36709.467, 2.887, 1518090.927, 2.900, 0
113, 78, 191, Pt, -35690.821, 4.708, 1516289.927, 4.715, 0
112, 79, 191, Au, -33860.821, 50.221, 1513677.573, 50.222, 0
111, 80, 191, Hg, -30680.821, 86.152, 1509715.219, 86.152, 0
110, 81, 191, Tl, -25838.132, 217.874, 1504090.176, 217.874, 0
109, 82, 191, Pb, -20307, 214, 1497776, 214, 1
108, 83, 191, Bi, -12991, 401, 1489679, 401, 1
107, 84, 191, Po, -5139, 299, 1481044, 299, 1
117, 75, 192, Re, -31708, 196, 1522726, 196, 1
116, 76, 192, Os, -35882.387, 3.511, 1526117.524, 3.521, 0
115, 77, 192, Ir, -34836.227, 2.888, 1524289.011, 2.901, 0
114, 78, 192, Pt, -36295.913, 3.414, 1524966.343, 3.424, 0
113, 79, 192, Au, -32779.572, 15.986, 1520667.647, 15.988, 0
112, 80, 192, Hg, -32328, 723, 1519434, 723, 1
111, 81, 192, Tl, -25948, 694, 1512271, 694, 1
110, 82, 192, Pb, -22579, 177, 1508120, 177, 1
109, 83, 192, Bi, -13629, 224, 1498388, 224, 1
108, 84, 192, Po, -7898, 196, 1491874, 196, 1
118, 75, 193, Re, -30301, 196, 1529390, 196, 1
117, 76, 193, Os, -33396.198, 3.580, 1531702.658, 3.590, 0
116, 77, 193, Ir, -34536.752, 2.889, 1532060.859, 2.902, 0
115, 78, 193, Pt, -34480.115, 2.900, 1531221.867, 2.912, 0
114, 79, 193, Au, -33411.603, 9.472, 1529371.002, 9.476, 0
113, 80, 193, Hg, -31071.295, 19.148, 1526248.340, 19.150, 0
112, 81, 193, Tl, -27432, 165, 1521827, 165, 1
111, 82, 193, Pb, -22281, 186, 1515894, 186, 1
110, 83, 193, Bi, -15218.891, 412.483, 1508048.874, 412.483, 0
109, 84, 193, Po, -8289, 275, 1500336, 275, 1
118, 76, 194, Os, -32435.665, 3.525, 1538813.449, 3.535, 0
117, 77, 194, Ir, -32532.265, 2.903, 1538127.695, 2.915, 0
116, 78, 194, Pt, -34779.168, 2.949, 1539592.243, 2.962, 0
115, 79, 194, Au, -32287.133, 11.525, 1536317.855, 11.529, 0
114, 80, 194, Hg, -32247.133, 23.083, 1535495.501, 23.085, 0
113, 81, 194, Tl, -26965, 172, 1529431, 172, 1
112, 82, 194, Pb, -24247, 149, 1525930, 149, 1
111, 83, 194, Bi, -16066, 427, 1516968, 427, 1
110, 84, 194, Po, -10914.090, 202.057, 1511033.042, 202.058, 0
109, 85, 194, At, -1700, 351, 1501037, 351, 1
119, 76, 195, Os, -29692.812, 500.008, 1544141.919, 500.009, 0
118, 77, 195, Ir, -31692.812, 2.905, 1545359.565, 2.917, 0
117, 78, 195, Pt, -32812.907, 2.950, 1545697.306, 2.962, 0
116, 79, 195, Au, -32586.107, 3.114, 1544688.152, 3.126, 0
115, 80, 195, Hg, -31076.107, 50.097, 1542395.798, 50.098, 0
114, 81, 195, Tl, -28274, 102, 1538812, 102, 1
113, 82, 195, Pb, -22430.422, 591.560, 1532185.405, 591.560, 0
112, 83, 195, Bi, -17580.422, 217.814, 1526553.051, 217.814, 0
111, 84, 195, Po, -11136, 220, 1519326, 220, 1
110, 85, 195, At, -3166, 448, 1510574, 448, 1
120, 76, 196, Os, -28296.936, 40.221, 1550817.365, 40.222, 0
119, 77, 196, Ir, -29454.447, 38.524, 1551192.522, 38.525, 0
118, 78, 196, Pt, -32663.463, 2.950, 1553619.185, 2.962, 0
117, 79, 196, Au, -31157.705, 4.062, 1551331.073, 4.070, 0
116, 80, 196, Hg, -31843.610, 4.127, 1551234.624, 4.135, 0
115, 81, 196, Tl, -27467, 133, 1546075, 133, 1
114, 82, 196, Pb, -25420, 140, 1543247, 140, 1
113, 83, 196, Bi, -18062.615, 692.516, 1535106.567, 692.516, 0
112, 84, 196, Po, -13498, 177, 1529759, 177, 1
111, 85, 196, At, -4002, 229, 1519481, 229, 1
120, 77, 197, Ir, -28283.945, 20.438, 1558093.343, 20.440, 0
119, 78, 197, Pt, -30438.579, 2.951, 1559465.624, 2.963, 0
118, 79, 197, Au, -31157.514, 2.953, 1559402.205, 2.965, 0
117, 80, 197, Hg, -30557.690, 4.317, 1558020.027, 4.326, 0
116, 81, 197, Tl, -28374.871, 28.056, 1555054.854, 28.057, 0
115, 82, 197, Pb, -24796, 102, 1550694, 102, 1
114, 83, 197, Bi, -19620.059, 156.805, 1544735.334, 156.806, 0
113, 84, 197, Po, -13445, 193, 1537778, 193, 1
112, 85, 197, At, -5690.580, 415.502, 1529241.147, 415.502, 0
121, 77, 198, Ir, -25821, 196, 1563702, 196, 1
120, 78, 198, Pt, -29923.828, 4.208, 1567022.196, 4.217, 0
119, 79, 198, Au, -29598.364, 2.953, 1565914.378, 2.965, 0
118, 80, 198, Hg, -30970.754, 2.967, 1566504.414, 2.979, 0
117, 81, 198, Tl, -27510.754, 80.055, 1562262.060, 80.055, 0
116, 82, 198, Pb, -26100, 93, 1560069, 93, 1
115, 83, 198, Bi, -19540.426, 139.552, 1552727.024, 139.552, 0
114, 84, 198, Po, -15513, 149, 1547917, 149, 1
113, 85, 198, At, -6748, 427, 1538370, 427, 1
112, 86, 198, Rn, -1144.600, 202.315, 1531984.136, 202.315, 0
121, 78, 199, Pt, -27408.605, 4.238, 1572578.296, 4.246, 0
120, 79, 199, Au, -29110.921, 2.957, 1573498.259, 2.969, 0
119, 80, 199, Hg, -29563.472, 2.957, 1573168.455, 2.969, 0
118, 81, 199, Tl, -28118.802, 98.315, 1570941.432, 98.315, 0
117, 82, 199, Pb, -25235.536, 65.139, 1567275.811, 65.139, 0
116, 83, 199, Bi, -20890.643, 89.184, 1562148.564, 89.185, 0
115, 84, 199, Po, -13931.260, 591.563, 1554406.828, 591.563, 0
114, 85, 199, At, -8375.626, 223.479, 1548068.840, 223.479, 0
113, 86, 199, Rn, -1575, 226, 1540486, 226, 1
122, 78, 200, Pt, -26619.003, 20.438, 1579860.017, 20.440, 0
121, 79, 200, Au, -27276.292, 51.535, 1579734.952, 51.535, 0
120, 80, 200, Hg, -29520.410, 2.960, 1581196.716, 2.972, 0
119, 81, 200, Tl, -27064.369, 6.453, 1577958.322, 6.459, 0
118, 82, 200, Pb, -26253.994, 13.333, 1576365.592, 13.336, 0
117, 83, 200, Bi, -20361.768, 87.138, 1569691.012, 87.138, 0
116, 84, 200, Po, -17014, 140, 1565561, 140, 1
115, 85, 200, At, -9041.211, 692.515, 1556805.748, 692.515, 0
114, 86, 200, Rn, -4029, 177, 1551012, 177, 1
123, 78, 201, Pt, -23744.389, 52.285, 1585056.726, 52.286, 0
122, 79, 201, Au, -26404.389, 15.288, 1586934.372, 15.290, 0
121, 80, 201, Hg, -27679.286, 2.957, 1587426.915, 2.970, 0
120, 81, 201, Tl, -27196.534, 15.292, 1586161.809, 15.294, 0
119, 82, 201, Pb, -25293.604, 31.134, 1583476.526, 31.135, 0
118, 83, 201, Bi, -21449.833, 27.375, 1578850.400, 27.377, 0
117, 84, 201, Po, -16572, 102, 1573191, 102, 1
116, 85, 201, At, -10721.787, 156.797, 1566557.647, 156.797, 0
115, 86, 201, Rn, -4159, 199, 1559213, 199, 1
114, 87, 201, Fr, 4272.331, 418.500, 1549998.821, 418.500, 0
123, 79, 202, Au, -24416.118, 166.436, 1593017.425, 166.436, 0
122, 80, 202, Hg, -27362.272, 2.953, 1595181.225, 2.966, 0
121, 81, 202, Tl, -25997.853, 15.196, 1593034.451, 15.198, 0
120, 82, 202, Pb, -25948.247, 9.865, 1592202.491, 9.868, 0
119, 83, 202, Bi, -20792.817, 50.888, 1586264.708, 50.889, 0
118, 84, 202, Po, -17975, 93, 1582664, 93, 1
117, 85, 202, At, -10762.133, 139.544, 1574669.316, 139.544, 0
116, 86, 202, Rn, -6314, 149, 1569439, 149, 1
115, 87, 202, Fr, 3065, 427, 1559277, 427, 1
124, 79, 203, Au, -23144.598, 15.309, 1599817.228, 15.312, 0
123, 80, 203, Hg, -25283.853, 3.192, 1601174.129, 3.204, 0
122, 81, 203, Tl, -25775.709, 2.973, 1600883.630, 2.986, 0
121, 82, 203, Pb, -24800.660, 6.988, 1599126.227, 6.993, 0
120, 83, 203, Bi, -21547.715, 20.119, 1595090.929, 20.121, 0
119, 84, 203, Po, -17314.597, 64.993, 1590075.457, 64.994, 0
118, 85, 203, At, -12255.554, 89.180, 1584234.060, 89.181, 0
117, 86, 203, Rn, -4876.502, 591.568, 1576072.654, 591.568, 0
116, 87, 203, Fr, 1326.125, 229.004, 1569087.673, 229.005, 0
125, 79, 204, Au, -20207.481, 300.016, 1604951.434, 300.016, 0
124, 80, 204, Hg, -24707.481, 3.062, 1608669.080, 3.074, 0
123, 81, 204, Tl, -24360.209, 2.964, 1607539.453, 2.977, 0
122, 82, 204, Pb, -25123.905, 2.962, 1607520.796, 2.975, 0
121, 83, 204, Bi, -20686.208, 21.645, 1602300.745, 21.647, 0
120, 84, 204, Po, -18344.165, 13.403, 1599176.348, 13.406, 0
119, 85, 204, At, -11867.357, 71.365, 1591917.186, 71.365, 0
118, 86, 204, Rn, -8043, 140, 1587310, 140, 1
117, 87, 204, Fr, 553.823, 692.508, 1577931.298, 692.509, 0
116, 88, 204, Ra, 6046, 267, 1571657, 267, 1
125, 80, 205, Hg, -22303.897, 4.692, 1614336.819, 4.701, 0
124, 81, 205, Tl, -23835.278, 2.981, 1615085.846, 2.994, 0
123, 82, 205, Pb, -23784.078, 2.961, 1614252.292, 2.974, 0
122, 83, 205, Bi, -21075.707, 7.583, 1610761.567, 7.588, 0
121, 84, 205, Po, -17544.686, 29.416, 1606448.193, 29.417, 0
120, 85, 205, At, -13005.253, 27.321, 1601126.405, 27.323, 0
119, 86, 205, Rn, -7761, 114, 1595100, 114, 1
118, 87, 205, Fr, -1241.576, 148.611, 1587798.021, 148.612, 0
117, 88, 205, Ra, 5772, 205, 1580002, 205, 1
126, 80, 206, Hg, -20959.487, 20.615, 1621063.733, 20.617, 0
125, 81, 206, Tl, -22267.630, 2.996, 1621589.521, 3.009, 0
124, 82, 206, Pb, -23800.828, 2.938, 1622340.365, 2.951, 0
123, 83, 206, Bi, -20043.320, 8.225, 1617800.503, 8.230, 0
122, 84, 206, Po, -18196.862, 9.949, 1615171.691, 9.953, 0
121, 85, 206, At, -12479.478, 50.854, 1608671.954, 50.855, 0
120, 86, 206, Rn, -9166, 93, 1604576, 93, 1
119, 87, 206, Fr, -1411.559, 139.472, 1596039.327, 139.472, 0
118, 88, 206, Ra, 3526, 149, 1590319, 149, 1
127, 80, 207, Hg, -16269.474, 150.114, 1624445.042, 150.114, 0
126, 81, 207, Tl, -21044.474, 5.843, 1628437.688, 5.850, 0
125, 82, 207, Pb, -22467.291, 2.938, 1629078.151, 2.952, 0
124, 83, 207, Bi, -20068.487, 3.601, 1625896.993, 3.612, 0
123, 84, 207, Po, -17159.857, 7.005, 1622206.009, 7.010, 0
122, 85, 207, At, -13250.208, 19.958, 1617514.007, 19.960, 0
121, 86, 207, Rn, -8638.698, 64.981, 1612120.143, 64.982, 0
120, 87, 207, Fr, -2929.469, 78.878, 1605628.560, 78.878, 0
119, 88, 207, Ra, 4821.189, 593.677, 1597095.547, 593.677, 0
127, 81, 208, Tl, -16762.839, 2.976, 1632227.377, 2.990, 0
126, 82, 208, Pb, -21763.783, 2.939, 1636445.966, 2.952, 0
125, 83, 208, Bi, -18884.091, 3.541, 1632783.921, 3.552, 0
124, 84, 208, Po, -17483.515, 3.236, 1630600.990, 3.249, 0
123, 85, 208, At, -12510.163, 21.537, 1624845.284, 21.538, 0
122, 86, 208, Rn, -9658.801, 13.507, 1621211.568, 13.509, 0
121, 87, 208, Fr, -2671.379, 50.921, 1613441.793, 50.922, 0
120, 88, 208, Ra, 1655, 140, 1608333, 140, 1
128, 81, 209, Tl, -13647.999, 9.729, 1637183.860, 9.734, 0
127, 82, 209, Pb, -17628.412, 3.196, 1640381.918, 3.209, 0
126, 83, 209, Bi, -18272.527, 3.015, 1640243.679, 3.028, 0
125, 84, 209, Po, -16379.936, 3.259, 1637568.734, 3.271, 0
124, 85, 209, At, -12893.475, 7.839, 1633299.920, 7.844, 0
123, 86, 209, Rn, -8964.475, 29.351, 1628588.566, 29.352, 0
122, 87, 209, Fr, -3802.961, 27.083, 1622644.697, 27.084, 0
121, 88, 209, Ra, 1811, 125, 1616249, 125, 1
120, 89, 209, Ac, 8916.635, 156.797, 1608360.394, 156.797, 0
129, 81, 210, Tl, -9258.328, 11.833, 1640865.511, 11.836, 0
128, 82, 210, Pb, -14742.272, 3.048, 1645567.102, 3.061, 0
127, 83, 210, Bi, -14805.781, 3.013, 1644848.257, 3.026, 0
126, 84, 210, Po, -15968.457, 2.939, 1645228.579, 2.952, 0
125, 85, 210, At, -11987.044, 8.286, 1640464.812, 8.290, 0
124, 86, 210, Rn, -9613.499, 10.181, 1637308.913, 10.185, 0
123, 87, 210, Fr, -3351.291, 20.315, 1630264.351, 20.317, 0
122, 88, 210, Ra, 416, 93, 1625715, 93, 1
121, 89, 210, Ac, 8620.552, 148.163, 1616727.800, 148.163, 0
129, 82, 211, Pb, -10496.388, 2.923, 1649392.540, 2.938, 0
128, 83, 211, Bi, -11869.043, 5.845, 1649982.842, 5.852, 0
127, 84, 211, Po, -12447.897, 2.982, 1649779.342, 2.996, 0
126, 85, 211, At, -11661.206, 3.830, 1648210.297, 3.841, 0
125, 86, 211, Rn, -8769.722, 7.152, 1644536.459, 7.157, 0
124, 87, 211, Fr, -4164.913, 19.516, 1639149.296, 19.518, 0
123, 88, 211, Ra, 831.959, 65.181, 1633370.070, 65.181, 0
122, 89, 211, Ac, 7120.242, 93.390, 1626299.433, 93.390, 0
130, 82, 212, Pb, -7557.086, 2.780, 1654524.561, 2.796, 0
129, 83, 212, Bi, -8130.789, 2.976, 1654315.911, 2.990, 0
128, 84, 212, Po, -10384.742, 2.939, 1655787.510, 2.953, 0
127, 85, 212, At, -8630.246, 4.086, 1653250.660, 4.096, 0
126, 86, 212, Rn, -8673.595, 4.165, 1652511.655, 4.175, 0
125, 87, 212, Fr, -3556.197, 21.465, 1646611.903, 21.467, 0
124, 88, 212, Ra, -202.037, 13.623, 1642475.389, 13.626, 0
123, 89, 212, Ac, 7274.732, 71.365, 1634216.266, 71.365, 0
122, 90, 212, Th, 12032, 140, 1628676, 140, 1
131, 82, 213, Pb, -3171, 100, 1658209, 100, 1
130, 83, 213, Bi, -5240.605, 7.567, 1659497.050, 7.573, 0
129, 84, 213, Po, -6666.922, 4.049, 1660141.013, 4.059, 0
128, 85, 213, At, -6593.542, 5.587, 1659285.279, 5.595, 0
127, 86, 213, Rn, -5711.941, 7.152, 1657621.324, 7.158, 0
126, 87, 213, Fr, -3563.478, 8.028, 1654690.507, 8.033, 0
125, 88, 213, Ra, 319.924, 29.567, 1650024.752, 29.568, 0
124, 89, 213, Ac, 6125.150, 56.864, 1643437.171, 56.864, 0
123, 90, 213, Th, 12074, 134, 1636706, 134, 1
132, 82, 214, Pb, -188.961, 2.565, 1663299.083, 2.583, 0
131, 83, 214, Bi, -1212.227, 11.431, 1663539.996, 11.435, 0
130, 84, 214, Po, -4483.897, 3.048, 1666029.311, 3.062, 0
129, 85, 214, At, -3393.614, 5.069, 1664156.674, 5.077, 0
128, 86, 214, Rn, -4335.144, 9.577, 1664315.850, 9.581, 0
127, 87, 214, Fr, -974.609, 9.191, 1660172.962, 9.196, 0
126, 88, 214, Ra, 84.544, 10.800, 1658331.455, 10.804, 0
125, 89, 214, Ac, 6424.500, 53.969, 1651209.145, 53.970, 0
124, 90, 214, Th, 10666, 94, 1646185, 94, 1
132, 83, 215, Bi, 1706.999, 96.111, 1668692.092, 96.112, 0
131, 84, 215, Po, -545.110, 2.817, 1670161.847, 2.833, 0
130, 85, 215, At, -1265.750, 7.126, 1670100.133, 7.132, 0
129, 86, 215, Rn, -1183.970, 8.135, 1669235.999, 8.140, 0
128, 87, 215, Fr, 304.040, 7.560, 1666965.635, 7.565, 0
127, 88, 215, Ra, 2518.852, 8.008, 1663968.469, 8.013, 0
126, 89, 215, Ac, 6008.398, 53.674, 1659696.570, 53.675, 0
125, 90, 215, Th, 10922.460, 65.491, 1654000.154, 65.491, 0
124, 91, 215, Pa, 17712.353, 105.932, 1646427.907, 105.933, 0
133, 83, 216, Bi, 5774, 100, 1672696, 100, 1
132, 84, 216, Po, 1774.341, 2.760, 1675913.720, 2.776, 0
131, 85, 216, At, 2243.452, 4.199, 1674662.255, 4.210, 0
130, 86, 216, Rn, 240.248, 7.781, 1675883.105, 7.786, 0
129, 87, 216, Fr, 2969.848, 12.891, 1672371.150, 12.895, 0
128, 88, 216, Ra, 3277.009, 9.154, 1671281.636, 9.158, 0
127, 89, 216, Ac, 8111.957, 22.961, 1665664.334, 22.962, 0
126, 90, 216, Th, 10293.543, 15.875, 1662700.394, 15.878, 0
125, 91, 216, Pa, 17713.343, 87.138, 1654498.240, 87.138, 0
133, 84, 217, Po, 5914, 100, 1679845, 100, 1
132, 85, 217, At, 4386.161, 7.559, 1680590.869, 7.565, 0
131, 86, 217, Rn, 3646.609, 4.970, 1680548.067, 4.978, 0
130, 87, 217, Fr, 4300.560, 7.062, 1679111.761, 7.069, 0
129, 88, 217, Ra, 5873.660, 9.574, 1676756.308, 9.578, 0
128, 89, 217, Ac, 8692.961, 12.971, 1673154.653, 12.974, 0
127, 90, 217, Th, 12168.825, 30.939, 1668896.435, 30.940, 0
126, 91, 217, Pa, 17037.715, 75.720, 1663245.191, 75.720, 0
134, 84, 218, Po, 8350.627, 2.563, 1685480.080, 2.582, 0
133, 85, 218, At, 8086.684, 11.818, 1684961.669, 11.822, 0
132, 86, 218, Rn, 5203.611, 3.556, 1687062.387, 3.568, 0
131, 87, 218, Fr, 7045.557, 5.463, 1684438.088, 5.471, 0
130, 88, 218, Ra, 6635.686, 11.499, 1684065.605, 11.502, 0
129, 89, 218, Ac, 10827.702, 50.838, 1679091.235, 50.839, 0
128, 90, 218, Th, 12358.468, 14.130, 1676778.115, 14.133, 0
127, 91, 218, Pa, 18643.511, 73.571, 1669710.718, 73.572, 0
126, 92, 218, U, 21878, 97, 1665694, 97, 1
134, 85, 219, At, 10522.777, 81.507, 1690596.898, 81.507, 0
133, 86, 219, Rn, 8825.925, 2.802, 1691511.397, 2.818, 0
132, 87, 219, Fr, 8607.710, 7.355, 1690947.258, 7.361, 0
131, 88, 219, Ra, 9371.321, 11.634, 1689401.293, 11.638, 0
130, 89, 219, Ac, 11555.451, 50.568, 1686434.809, 50.569, 0
