N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
52, 32, 84, Ge, -58246, 298, 8467, 4, 1
51, 33, 84, As, -66082, 300, 8551, 4, 1
50, 34, 84, Se, -75951.829, 14.541, 8658.841, 0.173, 0
49, 35, 84, Br, -77799.335, 14.651, 8671.522, 0.174, 0
48, 36, 84, Kr, -82430.991, 2.805, 8717.347, 0.033, 0
47, 37, 84, Rb, -79750.025, 2.805, 8676.117, 0.033, 0
46, 38, 84, Sr, -80643.837, 3.202, 8677.444, 0.038, 0
45, 39, 84, Y, -74157.855, 91.379, 8590.916, 1.088, 0
44, 40, 84, Zr, -71492, 196, 8550, 2, 1
43, 41, 84, Nb, -61879, 298, 8426, 4, 1
42, 42, 84, Mo, -55806, 401, 8344, 5, 1
54, 31, 85, Ga, -40054, 503, 8257, 6, 1
53, 32, 85, Ge, -53067, 401, 8401, 5, 1
52, 33, 85, As, -63323, 196, 8513, 2, 1
51, 34, 85, Se, -72428.267, 29.896, 8610.476, 0.352, 0
50, 35, 85, Br, -78610.267, 19.100, 8674.001, 0.225, 0
49, 36, 85, Kr, -81480.267, 1.947, 8698.562, 0.023, 0
48, 37, 85, Rb, -82167.331, 0.011, 8697.441, 0.000, 0
47, 38, 85, Sr, -81102.572, 2.837, 8675.710, 0.033, 0
46, 39, 85, Y, -77842.123, 18.965, 8628.148, 0.223, 0
45, 40, 85, Zr, -73149.123, 100.800, 8563.732, 1.186, 0
44, 41, 85, Nb, -67149.123, 223.966, 8483.940, 2.635, 0
43, 42, 85, Mo, -59103, 280, 8380, 3, 1
42, 43, 85, Tc, -47665, 401, 8236, 5, 1
55, 31, 86, Ga, -34353, 801, 8189, 9, 1
54, 32, 86, Ge, -49844, 503, 8360, 6, 1
53, 33, 86, As, -59150, 298, 8459, 3, 1
52, 34, 86, Se, -70540.570, 15.557, 8582.256, 0.181, 0
51, 35, 86, Br, -75639.570, 11.000, 8632.450, 0.128, 0
50, 36, 86, Kr, -83265.570, 0.102, 8712.027, 0.001, 0
49, 37, 86, Rb, -82747.017, 0.199, 8696.901, 0.002, 0
48, 38, 86, Sr, -84523.576, 1.074, 8708.461, 0.012, 0
47, 39, 86, Y, -79283.576, 14.183, 8638.434, 0.165, 0
46, 40, 86, Zr, -77804.350, 30.093, 8612.137, 0.350, 0
45, 41, 86, Nb, -69826.350, 85.473, 8510.272, 0.994, 0
44, 42, 86, Mo, -64556.350, 438.413, 8439.896, 5.098, 0
43, 43, 86, Tc, -53207, 298, 8299, 3, 1
55, 32, 87, Ge, -44237, 503, 8292, 6, 1
54, 33, 87, As, -55983, 298, 8418, 3, 1
53, 34, 87, Se, -66581.926, 39.212, 8530.882, 0.451, 0
52, 35, 87, Br, -73856.926, 17.680, 8605.510, 0.203, 0
51, 36, 87, Kr, -80709.426, 0.267, 8675.282, 0.003, 0
50, 37, 87, Rb, -84597.795, 0.012, 8710.983, 0.000, 0
49, 38, 87, Sr, -84880.413, 1.073, 8705.239, 0.012, 0
48, 39, 87, Y, -83018.723, 1.557, 8674.848, 0.018, 0
47, 40, 87, Zr, -79348.150, 8.343, 8623.665, 0.096, 0
46, 41, 87, Nb, -74183.150, 60.577, 8555.305, 0.696, 0
45, 42, 87, Mo, -67694.927, 223.279, 8471.735, 2.566, 0
44, 43, 87, Tc, -59122, 298, 8364, 3, 1
43, 44, 87, Ru, -47339, 596, 8220, 7, 1
56, 32, 88, Ge, -40138, 699, 8243, 8, 1
55, 33, 88, As, -51288, 503, 8361, 6, 1
54, 34, 88, Se, -63878.135, 49.366, 8494.935, 0.561, 0
53, 35, 88, Br, -70732.135, 38.419, 8563.931, 0.437, 0
52, 36, 88, Kr, -79692.135, 13.417, 8656.859, 0.152, 0
51, 37, 88, Rb, -82608.998, 0.160, 8681.115, 0.002, 0
50, 38, 88, Sr, -87921.740, 1.083, 8732.596, 0.012, 0
49, 39, 88, Y, -84299.140, 1.850, 8682.540, 0.021, 0
48, 40, 88, Zr, -83623.101, 10.277, 8665.968, 0.117, 0
47, 41, 88, Nb, -76073.101, 100.527, 8571.282, 1.142, 0
46, 42, 88, Mo, -72700.088, 20.359, 8524.062, 0.231, 0
45, 43, 88, Tc, -62710, 201, 8402, 2, 1
44, 44, 88, Ru, -55647, 401, 8313, 5, 1
57, 32, 89, Ge, -33692, 904, 8169, 10, 1
56, 33, 89, As, -47143, 503, 8311, 6, 1
55, 34, 89, Se, -59196, 298, 8438, 3, 1
54, 35, 89, Br, -68571.620, 59.807, 8534.120, 0.672, 0
53, 36, 89, Kr, -76726.620, 51.739, 8616.959, 0.581, 0
52, 37, 89, Rb, -81712.502, 5.462, 8664.190, 0.061, 0
51, 38, 89, Sr, -86209.141, 1.087, 8705.924, 0.012, 0
50, 39, 89, Y, -87701.749, 2.552, 8713.904, 0.029, 0
49, 40, 89, Zr, -84868.884, 3.698, 8673.284, 0.042, 0
48, 41, 89, Nb, -80650.386, 26.801, 8617.094, 0.301, 0
47, 42, 89, Mo, -75003.889, 15.475, 8544.860, 0.174, 0
46, 43, 89, Tc, -67844, 201, 8456, 2, 1
45, 44, 89, Ru, -59513, 503, 8353, 6, 1
44, 45, 89, Rh, -47658, 448, 8211, 5, 1
57, 33, 90, As, -41451, 801, 8245, 9, 1
56, 34, 90, Se, -55927, 401, 8397, 4, 1
55, 35, 90, Br, -64619.846, 77.249, 8485.069, 0.858, 0
54, 36, 90, Kr, -74969.846, 18.505, 8591.377, 0.206, 0
53, 37, 90, Rb, -79361.712, 6.534, 8631.483, 0.073, 0
52, 38, 90, Sr, -85941.604, 2.887, 8695.900, 0.032, 0
51, 39, 90, Y, -86487.462, 2.552, 8693.272, 0.028, 0
50, 40, 90, Zr, -88767.265, 2.368, 8709.910, 0.026, 0
49, 41, 90, Nb, -82656.265, 4.648, 8633.318, 0.052, 0
48, 42, 90, Mo, -80167.265, 6.133, 8596.969, 0.068, 0
47, 43, 90, Tc, -71206.603, 242.187, 8488.714, 2.691, 0
46, 44, 90, Ru, -65307, 298, 8414, 3, 1
45, 45, 90, Rh, -53216, 503, 8271, 6, 1
58, 33, 91, As, -36859, 904, 8193, 10, 1
57, 34, 91, Se, -50338, 503, 8332, 6, 1
56, 35, 91, Br, -61508.323, 72.560, 8446.330, 0.797, 0
55, 36, 91, Kr, -71310.323, 57.139, 8545.447, 0.628, 0
54, 37, 91, Rb, -77745.323, 8.055, 8607.564, 0.089, 0
53, 38, 91, Sr, -83645.279, 4.523, 8663.802, 0.050, 0
52, 39, 91, Y, -86345.031, 2.887, 8684.872, 0.032, 0
51, 40, 91, Zr, -87890.402, 2.346, 8693.257, 0.026, 0
50, 41, 91, Nb, -86632.442, 3.776, 8670.836, 0.041, 0
49, 42, 91, Mo, -82204.165, 11.181, 8613.577, 0.123, 0
48, 43, 91, Tc, -75984.165, 200.312, 8536.628, 2.201, 0
47, 44, 91, Ru, -68658, 583, 8448, 6, 1
46, 45, 91, Rh, -59103, 401, 8334, 4, 1
45, 46, 91, Pd, -47403, 566, 8197, 6, 1
59, 33, 92, As, -30926, 904, 8127, 10, 1
58, 34, 92, Se, -46649, 596, 8289, 6, 1
57, 35, 92, Br, -56580.144, 49.595, 8388.687, 0.539, 0
56, 36, 92, Kr, -68785.048, 11.715, 8512.845, 0.127, 0
55, 37, 92, Rb, -74772.048, 6.102, 8569.417, 0.066, 0
54, 38, 92, Sr, -82867.702, 3.403, 8648.910, 0.037, 0
53, 39, 92, Y, -84813.327, 9.264, 8661.554, 0.101, 0
52, 40, 92, Zr, -88453.882, 2.345, 8692.622, 0.025, 0
51, 41, 92, Nb, -86448.337, 2.828, 8662.318, 0.031, 0
50, 42, 92, Mo, -86805.003, 3.804, 8657.692, 0.041, 0
49, 43, 92, Tc, -78934.648, 26.004, 8563.640, 0.283, 0
48, 44, 92, Ru, -74408, 298, 8506, 3, 1
47, 45, 92, Rh, -63360, 401, 8377, 4, 1
46, 46, 92, Pd, -55498, 503, 8283, 5, 1
59, 34, 93, Se, -40716, 801, 8223, 9, 1
58, 35, 93, Br, -53049, 298, 8347, 3, 1
57, 36, 93, Kr, -64017.525, 100.287, 8456.834, 1.078, 0
56, 37, 93, Rb, -72617.525, 7.579, 8540.895, 0.081, 0
55, 38, 93, Sr, -80084.606, 7.531, 8612.773, 0.081, 0
54, 39, 93, Y, -84223.160, 10.632, 8648.862, 0.114, 0
53, 40, 93, Zr, -87117.040, 2.341, 8671.566, 0.025, 0
52, 41, 93, Nb, -87208.278, 2.429, 8664.135, 0.026, 0
51, 42, 93, Mo, -86803.495, 3.804, 8651.370, 0.041, 0
50, 43, 93, Tc, -83602.533, 3.933, 8608.539, 0.042, 0
49, 44, 93, Ru, -77265.533, 85.091, 8531.987, 0.915, 0
48, 45, 93, Rh, -69173, 401, 8437, 4, 1
47, 46, 93, Pd, -59699, 401, 8326, 4, 1
46, 47, 93, Ag, -46780, 596, 8179, 6, 1
60, 34, 94, Se, -36803, 801, 8180, 9, 1
59, 35, 94, Br, -47804, 401, 8289, 4, 1
58, 36, 94, Kr, -61143, 300, 8422, 3, 1
57, 37, 94, Rb, -68553.352, 8.357, 8492.663, 0.089, 0
56, 38, 94, Sr, -78840.430, 7.184, 8593.777, 0.076, 0
55, 39, 94, Y, -82348.499, 7.166, 8622.774, 0.076, 0
54, 40, 94, Zr, -87266.837, 2.420, 8666.774, 0.026, 0
53, 41, 94, Nb, -86364.502, 2.429, 8648.852, 0.026, 0
52, 42, 94, Mo, -88409.708, 1.918, 8662.287, 0.020, 0
51, 43, 94, Tc, -84153.961, 4.498, 8608.690, 0.048, 0
50, 44, 94, Ru, -82567.898, 12.733, 8583.494, 0.135, 0
49, 45, 94, Rh, -72938, 447, 8473, 5, 1
48, 46, 94, Pd, -66350, 401, 8394, 4, 1
47, 47, 94, Ag, -53300, 503, 8247, 5, 1
60, 35, 95, Br, -43901, 503, 8245, 5, 1
59, 36, 95, Kr, -56039, 401, 8365, 4, 1
58, 37, 95, Rb, -65853.935, 21.112, 8459.813, 0.222, 0
57, 38, 95, Sr, -75116.826, 7.481, 8549.082, 0.079, 0
56, 39, 95, Y, -81207.068, 7.222, 8604.954, 0.076, 0
55, 40, 95, Zr, -85657.766, 2.399, 8643.569, 0.025, 0
54, 41, 95, Nb, -86781.901, 1.968, 8647.166, 0.021, 0
53, 42, 95, Mo, -87707.492, 1.916, 8648.674, 0.020, 0
52, 43, 95, Tc, -86016.873, 5.417, 8622.643, 0.057, 0
51, 44, 95, Ru, -83449.819, 11.874, 8587.386, 0.125, 0
50, 45, 95, Rh, -78339.819, 150.469, 8525.362, 1.584, 0
49, 46, 95, Pd, -70151, 401, 8431, 4, 1
48, 47, 95, Ag, -60100, 401, 8317, 4, 1
47, 48, 95, Cd, -46696, 596, 8168, 6, 1
61, 35, 96, Br, -38629, 699, 8188, 7, 1
60, 36, 96, Kr, -53030, 503, 8330, 5, 1
59, 37, 96, Rb, -61224.644, 29.434, 8407.544, 0.307, 0
58, 38, 96, Sr, -72938.959, 27.380, 8521.419, 0.285, 0
57, 39, 96, Y, -78346.709, 23.442, 8569.600, 0.244, 0
56, 40, 96, Zr, -85442.791, 2.788, 8635.368, 0.029, 0
55, 41, 96, Nb, -85603.696, 3.730, 8628.895, 0.039, 0
54, 42, 96, Mo, -88790.496, 1.916, 8653.941, 0.020, 0
53, 43, 96, Tc, -85817.254, 5.490, 8614.821, 0.057, 0
52, 44, 96, Ru, -86072.062, 7.882, 8609.326, 0.082, 0
51, 45, 96, Rh, -79679.409, 12.733, 8534.586, 0.133, 0
50, 46, 96, Pd, -76229.409, 150.539, 8490.499, 1.568, 0
49, 47, 96, Ag, -64571, 401, 8361, 4, 1
48, 48, 96, Cd, -56104, 503, 8265, 5, 1
62, 35, 97, Br, -34652, 801, 8146, 8, 1
61, 36, 97, Kr, -47916, 503, 8275, 5, 1
60, 37, 97, Rb, -58356.314, 30.512, 8374.508, 0.315, 0
59, 38, 97, Sr, -68788.109, 19.190, 8473.987, 0.198, 0
58, 39, 97, Y, -76257.693, 11.667, 8542.927, 0.120, 0
57, 40, 97, Zr, -82946.645, 2.785, 8603.820, 0.029, 0
56, 41, 97, Nb, -85605.644, 2.552, 8623.167, 0.026, 0
55, 42, 97, Mo, -87540.442, 1.913, 8635.048, 0.020, 0
54, 43, 97, Tc, -87220.108, 4.538, 8623.680, 0.047, 0
53, 44, 97, Ru, -86112.242, 8.350, 8604.193, 0.086, 0
52, 45, 97, Rh, -82589.242, 36.328, 8559.808, 0.375, 0
51, 46, 97, Pd, -77799.242, 302.192, 8502.361, 3.115, 0
50, 47, 97, Ag, -70819.242, 321.589, 8422.337, 3.315, 0
49, 48, 97, Cd, -60603, 401, 8309, 4, 1
48, 49, 97, In, -47003, 596, 8161, 6, 1
62, 36, 98, Kr, -44796, 596, 8241, 6, 1
61, 37, 98, Rb, -54221.644, 50.247, 8329.223, 0.513, 0
60, 38, 98, Sr, -66645.662, 26.349, 8448.016, 0.269, 0
59, 39, 98, Y, -72467.420, 24.549, 8499.439, 0.250, 0
58, 40, 98, Zr, -81286.925, 19.946, 8581.450, 0.204, 0
57, 41, 98, Nb, -83528.547, 5.725, 8596.341, 0.058, 0
56, 42, 98, Mo, -88111.723, 1.913, 8635.125, 0.020, 0
55, 43, 98, Tc, -86427.771, 3.817, 8609.959, 0.039, 0
54, 44, 98, Ru, -88224.469, 6.271, 8620.309, 0.064, 0
53, 45, 98, Rh, -83174.815, 11.804, 8560.799, 0.120, 0
52, 46, 98, Pd, -81299.957, 21.497, 8533.685, 0.219, 0
51, 47, 98, Ag, -73060.614, 66.976, 8441.627, 0.683, 0
50, 48, 98, Cd, -67630.614, 78.012, 8378.235, 0.796, 0
49, 49, 98, In, -53896, 196, 8230, 2, 1
63, 36, 99, Kr, -39495, 596, 8186, 6, 1
62, 37, 99, Rb, -50878.870, 125.670, 8292.853, 1.269, 0
61, 38, 99, Sr, -62185.677, 79.999, 8399.161, 0.808, 0
60, 39, 99, Y, -70200.924, 24.391, 8472.220, 0.246, 0
59, 40, 99, Zr, -77768.473, 20.033, 8540.758, 0.202, 0
58, 41, 99, Nb, -82326.954, 13.339, 8578.900, 0.135, 0
57, 42, 99, Mo, -85965.840, 1.915, 8607.754, 0.019, 0
56, 43, 99, Tc, -87323.141, 1.979, 8613.562, 0.020, 0
55, 44, 99, Ru, -87616.977, 2.011, 8608.627, 0.020, 0
54, 45, 99, Rh, -85574.394, 7.137, 8580.093, 0.072, 0
53, 46, 99, Pd, -82187.735, 15.180, 8537.982, 0.153, 0
52, 47, 99, Ag, -76757.735, 150.766, 8475.231, 1.523, 0
51, 48, 99, Cd, -69853, 205, 8398, 2, 1
50, 49, 99, In, -61274, 401, 8303, 4, 1
49, 50, 99, Sn, -47199, 596, 8153, 6, 1
64, 36, 100, Kr, -36198, 503, 8152, 5, 1
63, 37, 100, Rb, -46696, 298, 8249, 3, 1
62, 38, 100, Sr, -60219.307, 127.217, 8376.218, 1.272, 0
61, 39, 100, Y, -67294.307, 78.640, 8439.145, 0.786, 0
60, 40, 100, Zr, -76604.307, 35.837, 8524.422, 0.358, 0
59, 41, 100, Nb, -79939.307, 25.677, 8549.948, 0.257, 0
58, 42, 100, Mo, -86184.307, 5.855, 8604.575, 0.059, 0
57, 43, 100, Tc, -86016.224, 2.217, 8595.070, 0.022, 0
56, 44, 100, Ru, -89218.984, 2.011, 8619.274, 0.020, 0
55, 45, 100, Rh, -85584.225, 18.198, 8575.103, 0.182, 0
54, 46, 100, Pd, -85226.218, 11.256, 8563.700, 0.113, 0
53, 47, 100, Ag, -78148.384, 77.126, 8485.098, 0.771, 0
52, 48, 100, Cd, -74249.829, 95.269, 8438.289, 0.953, 0
51, 49, 100, In, -64169.829, 248.950, 8329.666, 2.490, 0
50, 50, 100, Sn, -56779.829, 705.391, 8247.942, 7.054, 0
64, 37, 101, Rb, -43597.231, 166.082, 8216.371, 1.644, 0
63, 38, 101, Sr, -55407.231, 124.432, 8325.555, 1.232, 0
62, 39, 101, Y, -64912.231, 95.306, 8411.918, 0.944, 0
61, 40, 101, Zr, -73457.231, 31.357, 8488.776, 0.310, 0
60, 41, 101, Nb, -78942.231, 18.928, 8535.337, 0.187, 0
59, 42, 101, Mo, -83511.231, 5.856, 8572.829, 0.058, 0
58, 43, 101, Tc, -86335.840, 24.084, 8593.049, 0.238, 0
57, 44, 101, Ru, -87949.720, 2.014, 8601.282, 0.020, 0
56, 45, 101, Rh, -87408.021, 17.230, 8588.173, 0.171, 0
55, 46, 101, Pd, -85428.021, 17.688, 8560.823, 0.175, 0
54, 47, 101, Ag, -81224.197, 104.408, 8511.455, 1.034, 0
53, 48, 101, Cd, -75747.660, 150.936, 8449.486, 1.494, 0
52, 49, 101, In, -68614, 298, 8371, 3, 1
51, 50, 101, Sn, -59560, 298, 8274, 3, 1
65, 37, 102, Rb, -38312, 503, 8163, 5, 1
64, 38, 102, Sr, -53077.471, 111.172, 8300.222, 1.090, 0
63, 39, 102, Y, -61892.471, 86.367, 8378.974, 0.847, 0
62, 40, 102, Zr, -71742.471, 50.589, 8467.872, 0.496, 0
61, 41, 102, Nb, -76347.471, 40.734, 8505.349, 0.399, 0
60, 42, 102, Mo, -83557.471, 20.839, 8568.365, 0.204, 0
59, 43, 102, Tc, -84565.665, 9.393, 8570.579, 0.092, 0
58, 44, 102, Ru, -89098.043, 2.014, 8607.344, 0.020, 0
57, 45, 102, Rh, -86775.004, 4.941, 8576.900, 0.048, 0
56, 46, 102, Pd, -87925.075, 2.988, 8580.505, 0.029, 0
55, 47, 102, Ag, -82264.893, 27.945, 8517.343, 0.274, 0
54, 48, 102, Cd, -79677.893, 29.067, 8484.310, 0.285, 0
53, 49, 102, In, -70709.488, 111.699, 8388.714, 1.095, 0
52, 50, 102, Sn, -64929.488, 131.820, 8324.377, 1.292, 0
65, 38, 103, Sr, -47553, 503, 8244, 5, 1
64, 39, 103, Y, -58936, 298, 8347, 3, 1
63, 40, 103, Zr, -68372.027, 108.742, 8431.299, 1.056, 0
62, 41, 103, Nb, -75317.027, 67.822, 8491.131, 0.658, 0
61, 42, 103, Mo, -80847.027, 60.826, 8537.225, 0.591, 0
60, 43, 103, Tc, -84597.027, 9.992, 8566.037, 0.097, 0
59, 44, 103, Ru, -87258.775, 2.018, 8584.283, 0.020, 0
58, 45, 103, Rh, -88022.185, 2.806, 8584.100, 0.027, 0
57, 46, 103, Pd, -87479.110, 2.902, 8571.231, 0.028, 0
56, 47, 103, Ag, -84791.366, 16.682, 8537.541, 0.162, 0
55, 48, 103, Cd, -80649.453, 15.370, 8489.733, 0.149, 0
54, 49, 103, In, -74599.453, 25.224, 8423.399, 0.245, 0
53, 50, 103, Sn, -66974, 298, 8342, 3, 1
52, 51, 103, Sb, -56178, 298, 8229, 3, 1
66, 38, 104, Sr, -44404, 699, 8212, 7, 1
65, 39, 104, Y, -54912, 401, 8306, 4, 1
64, 40, 104, Zr, -66341, 401, 8408, 4, 1
63, 41, 104, Nb, -72223.666, 104.810, 8457.350, 1.008, 0
62, 42, 104, Mo, -80328.666, 53.713, 8527.760, 0.516, 0
61, 43, 104, Tc, -82486.166, 45.663, 8540.983, 0.439, 0
60, 44, 104, Ru, -88088.872, 3.137, 8587.333, 0.030, 0
59, 45, 104, Rh, -86949.825, 2.807, 8568.858, 0.027, 0
58, 46, 104, Pd, -89390.045, 4.133, 8584.799, 0.040, 0
57, 47, 104, Ag, -85111.392, 5.751, 8536.135, 0.055, 0
56, 48, 104, Cd, -83974.674, 9.466, 8517.683, 0.091, 0
55, 49, 104, In, -76106.627, 84.733, 8434.506, 0.815, 0
54, 50, 104, Sn, -71591.627, 103.825, 8383.570, 0.998, 0
53, 51, 104, Sb, -59176, 362, 8257, 3, 1
67, 38, 105, Sr, -38582, 699, 8156, 7, 1
66, 39, 105, Y, -51353, 503, 8270, 5, 1
65, 40, 105, Zr, -62364, 401, 8367, 4, 1
64, 41, 105, Nb, -70852.653, 99.799, 8440.617, 0.950, 0
63, 42, 105, Mo, -77337.653, 71.133, 8494.928, 0.677, 0
62, 43, 105, Tc, -82287.653, 55.089, 8534.619, 0.525, 0
61, 44, 105, Ru, -85927.653, 3.138, 8561.835, 0.030, 0
60, 45, 105, Rh, -87845.641, 4.027, 8572.651, 0.038, 0
59, 46, 105, Pd, -88412.828, 4.073, 8570.602, 0.039, 0
58, 47, 105, Ag, -87067.992, 10.982, 8550.343, 0.105, 0
57, 48, 105, Cd, -84330.103, 11.549, 8516.817, 0.110, 0
56, 49, 105, In, -79481.085, 17.348, 8463.185, 0.165, 0
55, 50, 105, Sn, -73262.528, 80.586, 8396.509, 0.767, 0
54, 51, 105, Sb, -63820.056, 104.903, 8299.130, 0.999, 0
53, 52, 105, Te, -52499, 503, 8184, 5, 1
67, 39, 106, Y, -46770, 699, 8225, 7, 1
66, 40, 106, Zr, -59699, 503, 8339, 5, 1
65, 41, 106, Nb, -67096, 196, 8402, 2, 1
64, 42, 106, Mo, -76255.078, 17.948, 8480.718, 0.169, 0
63, 43, 106, Tc, -79775.078, 13.328, 8506.545, 0.126, 0
62, 44, 106, Ru, -86322.078, 7.525, 8560.929, 0.071, 0
61, 45, 106, Rh, -86361.478, 7.522, 8553.920, 0.071, 0
60, 46, 106, Pd, -89902.478, 4.073, 8579.945, 0.038, 0
59, 47, 106, Ag, -86937.340, 4.913, 8544.591, 0.046, 0
58, 48, 106, Cd, -87132.499, 5.931, 8539.052, 0.056, 0
57, 49, 106, In, -80606.451, 12.333, 8470.105, 0.116, 0
56, 50, 106, Sn, -77425.204, 50.288, 8432.712, 0.474, 0
55, 51, 106, Sb, -66330, 313, 8321, 3, 1
54, 52, 106, Te, -58214.429, 132.152, 8236.717, 1.247, 0
68, 39, 107, Y, -42718, 503, 8185, 5, 1
67, 40, 107, Zr, -55191, 298, 8295, 3, 1
66, 41, 107, Nb, -64916, 401, 8378, 4, 1
65, 42, 107, Mo, -72942.869, 161.627, 8445.937, 1.511, 0
64, 43, 107, Tc, -79102.869, 150.077, 8496.195, 1.403, 0
63, 44, 107, Ru, -83922.869, 123.686, 8533.930, 1.156, 0
62, 45, 107, Rh, -86863.285, 11.929, 8554.099, 0.111, 0
61, 46, 107, Pd, -88367.594, 4.083, 8560.847, 0.038, 0
60, 47, 107, Ag, -88401.743, 4.271, 8553.854, 0.040, 0
59, 48, 107, Cd, -86984.841, 5.773, 8533.300, 0.054, 0
58, 49, 107, In, -83559.577, 11.391, 8493.977, 0.106, 0
57, 50, 107, Sn, -78576.801, 83.434, 8440.097, 0.780, 0
56, 51, 107, Sb, -70654, 298, 8359, 3, 1
55, 52, 107, Te, -60541, 298, 8257, 3, 1
69, 39, 108, Y, -37744, 801, 8138, 7, 1
68, 40, 108, Zr, -52201, 596, 8265, 6, 1
67, 41, 108, Nb, -60696, 298, 8336, 3, 1
66, 42, 108, Mo, -71303, 196, 8427, 2, 1
65, 43, 108, Tc, -75952.879, 126.467, 8463.095, 1.171, 0
64, 44, 108, Ru, -83672.879, 116.163, 8527.332, 1.076, 0
63, 45, 108, Rh, -85019.304, 105.056, 8532.555, 0.973, 0
62, 46, 108, Pd, -89524.304, 3.442, 8567.024, 0.032, 0
61, 47, 108, Ag, -87601.836, 4.274, 8541.980, 0.040, 0
60, 48, 108, Cd, -89252.325, 5.566, 8550.018, 0.052, 0
59, 49, 108, In, -84115.603, 9.749, 8495.212, 0.090, 0
58, 50, 108, Sn, -82040.983, 19.854, 8468.758, 0.184, 0
57, 51, 108, Sb, -72507, 205, 8373, 2, 1
56, 52, 108, Te, -65721.935, 103.908, 8303.168, 0.962, 0
55, 53, 108, I, -52652, 359, 8175, 3, 1
69, 40, 109, Zr, -47283, 503, 8218, 5, 1
68, 41, 109, Nb, -58097, 503, 8310, 5, 1
67, 42, 109, Mo, -67245, 298, 8387, 3, 1
66, 43, 109, Tc, -74535.668, 96.272, 8446.498, 0.883, 0
65, 44, 109, Ru, -80850.668, 66.093, 8497.257, 0.606, 0
64, 45, 109, Rh, -85010.668, 11.968, 8528.244, 0.110, 0
63, 46, 109, Pd, -87606.591, 3.440, 8544.883, 0.032, 0
62, 47, 109, Ag, -88722.669, 2.900, 8547.944, 0.027, 0
61, 48, 109, Cd, -88508.424, 3.896, 8538.801, 0.036, 0
60, 49, 109, In, -86488.746, 5.828, 8513.095, 0.053, 0
59, 50, 109, Sn, -82639.154, 9.967, 8470.600, 0.091, 0
58, 51, 109, Sb, -76259.154, 18.851, 8404.890, 0.173, 0
57, 52, 109, Te, -67612.012, 63.199, 8318.381, 0.580, 0
56, 53, 109, I, -57613.447, 103.925, 8219.474, 0.953, 0
70, 40, 110, Zr, -43901, 801, 8186, 7, 1
69, 41, 110, Nb, -53617, 503, 8267, 5, 1
68, 42, 110, Mo, -65456, 401, 8368, 4, 1
67, 43, 110, Tc, -70960.763, 76.550, 8410.589, 0.696, 0
66, 44, 110, Ru, -79981.763, 53.244, 8485.485, 0.484, 0
65, 45, 110, Rh, -82775.901, 50.445, 8503.774, 0.459, 0
64, 46, 110, Pd, -88349.175, 10.873, 8547.328, 0.099, 0
63, 47, 110, Ag, -87460.552, 2.899, 8532.138, 0.026, 0
62, 48, 110, Cd, -90352.990, 2.665, 8551.320, 0.024, 0
61, 49, 110, In, -86474.990, 11.850, 8508.954, 0.108, 0
60, 50, 110, Sn, -85843.888, 13.777, 8496.104, 0.125, 0
59, 51, 110, Sb, -77544, 200, 8414, 2, 1
58, 52, 110, Te, -72277.120, 52.642, 8358.545, 0.479, 0
57, 53, 110, I, -60321, 309, 8243, 3, 1
56, 54, 110, Xe, -51904.646, 132.883, 8159.116, 1.208, 0
70, 41, 111, Nb, -50627, 503, 8238, 5, 1
69, 42, 111, Mo, -61097, 401, 8326, 4, 1
68, 43, 111, Tc, -69216.683, 108.698, 8391.820, 0.979, 0
67, 44, 111, Ru, -76665.683, 73.588, 8451.880, 0.663, 0
66, 45, 111, Rh, -82357.192, 29.613, 8496.106, 0.267, 0
65, 46, 111, Pd, -86004.158, 10.880, 8521.914, 0.098, 0
64, 47, 111, Ag, -88220.719, 3.015, 8534.834, 0.027, 0
63, 48, 111, Cd, -89257.519, 2.662, 8537.127, 0.024, 0
62, 49, 111, In, -88395.728, 4.828, 8522.315, 0.043, 0
61, 50, 111, Sn, -85944.797, 6.836, 8493.186, 0.062, 0
60, 51, 111, Sb, -80888.145, 27.945, 8440.583, 0.252, 0
59, 52, 111, Te, -73484.917, 71.343, 8366.839, 0.643, 0
58, 53, 111, I, -64947, 302, 8283, 3, 1
57, 54, 111, Xe, -54397, 302, 8181, 3, 1
71, 41, 112, Nb, -45802, 699, 8194, 6, 1
70, 42, 112, Mo, -58833, 596, 8303, 5, 1
69, 43, 112, Tc, -65999.617, 124.158, 8360.234, 1.109, 0
68, 44, 112, Ru, -75483.617, 73.588, 8437.928, 0.657, 0
67, 45, 112, Rh, -79741.327, 51.609, 8468.958, 0.461, 0
66, 46, 112, Pd, -86336.399, 17.947, 8520.857, 0.160, 0
65, 47, 112, Ag, -86624.458, 16.884, 8516.444, 0.151, 0
64, 48, 112, Cd, -90580.518, 2.659, 8544.780, 0.024, 0
63, 49, 112, In, -87996.067, 5.126, 8514.720, 0.046, 0
62, 50, 112, Sn, -88661.269, 4.283, 8513.674, 0.038, 0
61, 51, 112, Sb, -81600.729, 17.829, 8443.648, 0.159, 0
60, 52, 112, Te, -77301.267, 170.277, 8398.275, 1.520, 0
59, 53, 112, I, -67096, 211, 8300, 2, 1
58, 54, 112, Xe, -59966.685, 104.097, 8229.531, 0.929, 0
57, 55, 112, Cs, -46294, 302, 8100, 3, 1
72, 41, 113, Nb, -42197, 801, 8161, 7, 1
