N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
21, 27, 48, Co, 1730, 500, 7595, 10, 0
20, 28, 48, Ni, 18178, 424, 7236, 9, 0
33, 16, 49, S, 20391, 583, 7400, 12, 0
32, 17, 49, Cl, 740, 400, 7785, 8, 0
31, 18, 49, Ar, -17060, 400, 8132, 8, 0
30, 19, 49, K, -29611.496, 0.801, 8372.2, 7530, 0
29, 20, 49, Ca, -41300.003, 0.178, 8594.8, 5000, 0
28, 21, 49, Sc, -46562.447, 2.268, 8686.2, 8050, 0
27, 22, 49, Ti, -48564.012, 0.078, 8711.1, 6250, 0
26, 23, 49, V, -47962.157, 0.824, 8682.9, 1350, 0
25, 24, 49, Cr, -45332.352, 2.202, 8613.2, 7770, 0
24, 25, 49, Mn, -37619.925, 2.214, 8439.9, 1500, 0
23, 26, 49, Fe, -24750.730, 24.219, 8161.3, 1210, 0
22, 27, 49, Co, -9780, 500, 7840, 10, 0
21, 28, 49, Ni, 8530, 600, 7450, 12, 0
33, 17, 50, Cl, 7700, 400, 7651, 8, 0
32, 18, 50, Ar, -13230, 500, 8054, 10, 0
31, 19, 50, K, -25727.853, 7.731, 8288.5, 8330, 0
30, 20, 50, Ca, -39589.230, 1.584, 8550.1, 6390, 0
29, 21, 50, Sc, -44537.120, 2.515, 8633.4, 7470, 0
28, 22, 50, Ti, -51431.867, 0.082, 8755.7, 2270, 0
27, 23, 50, V, -49223.240, 0.093, 8695.9, 0320, 0
26, 24, 50, Cr, -50261.364, 0.094, 8701.0, 1880, 0
25, 25, 50, Mn, -42626.886, 0.115, 8532.6, 8230, 0
24, 26, 50, Fe, -34476.460, 8.383, 8354.0, 2680, 0
23, 27, 50, Co, -17589.403, 125.752, 8000.6, 3872, 0
22, 28, 50, Ni, -3460, 500, 7702, 10, 0
34, 17, 51, Cl, 14290, 700, 7530, 14, 0
33, 18, 51, Ar, -6490, 400, 7922, 8, 0
32, 19, 51, K, -22515.457, 13.041, 8221.3, 3500, 0
31, 20, 51, Ca, -36332.310, 0.522, 8476.9, 1350, 0
30, 21, 51, Sc, -43250.353, 2.515, 8597.2, 2130, 0
29, 22, 51, Ti, -49732.965, 0.484, 8708.9, 9120, 0
28, 23, 51, V, -52203.105, 0.097, 8742.0, 8520, 0
27, 24, 51, Cr, -51450.715, 0.167, 8711.9, 9230, 0
26, 25, 51, Mn, -48243.225, 0.304, 8633.7, 6020, 0
25, 26, 51, Fe, -40189.185, 1.398, 8460.4, 9770, 0
24, 27, 51, Co, -27342.146, 48.438, 8193.2, 5490, 0
23, 28, 51, Ni, -11650, 500, 7870, 10, 0
35, 17, 52, Cl, 22360, 700, 7386, 13, 0
34, 18, 52, Ar, -1380, 600, 7827, 12, 0
33, 19, 52, K, -17137.628, 33.534, 8115.0, 3030, 0
32, 20, 52, Ca, -34266.272, 0.671, 8429.3, 8210, 0
31, 21, 52, Sc, -40523.560, 3.074, 8534.6, 6950, 0
30, 22, 52, Ti, -49477.698, 2.747, 8691.8, 1930, 0
29, 23, 52, V, -51443.032, 0.159, 8714.5, 6900, 0
28, 24, 52, Cr, -55419.508, 0.112, 8775.9, 9460, 0
27, 25, 52, Mn, -50711.387, 0.129, 8670.4, 0870, 0
26, 26, 52, Fe, -48332.095, 0.179, 8609.6, 0790, 0
25, 27, 52, Co, -34343.979, 5.282, 8325.5, 6060, 0
24, 28, 52, Ni, -22559.856, 82.903, 8083.8, 9771, 0
23, 29, 52, Cu, -1880, 600, 7671, 12, 0
35, 18, 53, Ar, 6791, 699, 7677, 13, 0
34, 19, 53, K, -12295.722, 111.779, 8022.8, 4882, 0
33, 20, 53, Ca, -29387.707, 43.780, 8330.5, 7780, 0
32, 21, 53, Sc, -38769.555, 17.698, 8492.8, 3250, 0
31, 22, 53, Ti, -46881.433, 2.888, 8631.1, 2560, 0
30, 23, 53, V, -51851.675, 3.103, 8710.1, 4250, 0
29, 24, 53, Cr, -55287.618, 0.116, 8760.2, 1030, 0
28, 25, 53, Mn, -54690.350, 0.346, 8734.1, 7980, 0
27, 26, 53, Fe, -50947.483, 1.669, 8648.7, 9850, 0
26, 27, 53, Co, -42659.376, 1.727, 8477.6, 5780, 0
25, 28, 53, Ni, -29630.827, 25.150, 8217.0, 7490, 0
24, 29, 53, Cu, -13140, 500, 7891, 9, 0
36, 18, 54, Ar, 12560, 800, 7578, 15, 0
35, 19, 54, K, -5150, 400, 7891, 7, 0
34, 20, 54, Ca, -25160.587, 48.438, 8247.4, 9670, 0
33, 21, 54, Sc, -34437.934, 13.973, 8404.8, 1150, 0
32, 22, 54, Ti, -45743.812, 15.835, 8599.6, 9170, 0
31, 23, 54, V, -49898.267, 11.180, 8662.1, 3820, 0
30, 24, 54, Cr, -56935.379, 0.132, 8777.9, 6720, 0
29, 25, 54, Mn, -55558.247, 1.007, 8737.9, 7680, 0
28, 26, 54, Fe, -56254.615, 0.343, 8736.3, 8460, 0
27, 27, 54, Co, -48010.068, 0.355, 8569.2, 1990, 0
26, 28, 54, Ni, -39278.312, 4.657, 8393.0, 3280, 0
25, 29, 54, Cu, -21240, 400, 8045, 7, 0
24, 30, 54, Zn, -5702, 217, 7742, 4, 0
36, 19, 55, K, 470, 500, 7792, 9, 0
35, 20, 55, Ca, -18650.375, 160.217, 8125.9, 2602, 0
34, 21, 55, Sc, -30842.108, 62.411, 8333.3, 6941, 0
33, 22, 55, Ti, -41832.469, 28.876, 8518.9, 6960, 0
32, 23, 55, V, -49125.136, 27.013, 8637.3, 3910, 0
31, 24, 55, Cr, -55110.324, 0.228, 8731.9, 3620, 0
30, 25, 55, Mn, -57712.542, 0.260, 8765.0, 2470, 0
29, 26, 55, Fe, -57481.422, 0.308, 8746.5, 9810, 0
28, 27, 55, Co, -54029.996, 0.405, 8669.6, 2040, 0
27, 28, 55, Ni, -45335.961, 0.705, 8497.3, 2250, 0
26, 29, 55, Cu, -31635.403, 155.560, 8233.9, 9702, 0
25, 30, 55, Zn, -14270, 400, 7904, 7, 0
37, 19, 56, K, 7980, 600, 7663, 11, 0
36, 20, 56, Ca, -13510.390, 249.640, 8033.1, 6544, 0
35, 21, 56, Sc, -25515.848, 259.665, 8233.5, 7814, 0
34, 22, 56, Ti, -39422.995, 100.201, 8467.9, 4951, 0
33, 23, 56, V, -46183.401, 175.884, 8574.7, 0063, 0
32, 24, 56, Cr, -55285.128, 0.578, 8723.2, 6090, 0
31, 25, 56, Mn, -56911.666, 0.293, 8738.3, 3580, 0
30, 26, 56, Fe, -60607.163, 0.268, 8790.3, 5630, 0
29, 27, 56, Co, -56040.518, 0.475, 8694.8, 3860, 0
28, 28, 56, Ni, -53907.649, 0.399, 8642.7, 8110, 0
27, 29, 56, Cu, -38629.733, 6.395, 8355.9, 9070, 0
26, 30, 56, Zn, -25390, 400, 8106, 7, 0
25, 31, 56, Ga, -3840, 500, 7707, 9, 0
38, 19, 57, K, 14130, 600, 7563, 11, 0
37, 20, 57, Ca, -6560, 400, 7912, 7, 0
36, 21, 57, Sc, -21379.653, 179.778, 8158.1, 6663, 0
35, 22, 57, Ti, -34401.848, 205.879, 8372.9, 0083, 0
34, 23, 57, V, -44435.063, 84.766, 8535.1, 9671, 0
33, 24, 57, Cr, -52524.985, 1.863, 8663.3, 9980, 0
32, 25, 57, Mn, -57486.279, 1.505, 8736.7, 1460, 0
31, 26, 57, Fe, -60182.017, 0.268, 8770.2, 8290, 0
30, 27, 57, Co, -59345.658, 0.516, 8741.8, 8450, 0
29, 28, 57, Ni, -56083.961, 0.566, 8670.9, 3640, 0
28, 29, 57, Cu, -47309.014, 0.501, 8503.2, 6460, 0
27, 30, 57, Zn, -32550, 200, 8231, 4, 0
26, 31, 57, Ga, -15410, 400, 7916, 7, 0
39, 19, 58, K, 21930, 700, 7437, 12, 0
38, 20, 58, Ca, -1530, 500, 7828, 9, 0
37, 21, 58, Sc, -15479.569, 190.025, 8054.9, 4363, 0
36, 22, 58, Ti, -30917.668, 183.340, 8307.6, 2903, 0
35, 23, 58, V, -40430.584, 95.816, 8458.1, 5601, 0
34, 24, 58, Cr, -51991.808, 2.981, 8643.9, 9870, 0
33, 25, 58, Mn, -55827.568, 2.701, 8696.6, 4380, 0
32, 26, 58, Fe, -62155.271, 0.316, 8792.2, 5340, 0
31, 27, 58, Co, -59847.292, 1.153, 8738.9, 7190, 0
30, 28, 58, Ni, -60228.871, 0.349, 8732.0, 6210, 0
29, 29, 58, Cu, -51667.851, 0.564, 8570.9, 6960, 0
28, 30, 58, Zn, -42298.871, 50.001, 8395.9, 4670, 0
27, 31, 58, Ga, -23540, 300, 8059, 5, 0
26, 32, 58, Ge, -7580, 500, 7770, 9, 0
40, 19, 59, K, 28750, 800, 7332, 14, 0
39, 20, 59, Ca, 5810, 600, 7708, 10, 0
38, 21, 59, Sc, -10829.550, 249.640, 7976.4, 0734, 0
37, 22, 59, Ti, -25880, 300, 8218, 5, 0
36, 23, 59, V, -37610.617, 137.400, 8403.8, 0342, 0
35, 24, 59, Cr, -48115.931, 0.671, 8568.5, 9950, 0
34, 25, 59, Mn, -55525.328, 2.329, 8680.9, 2240, 0
33, 26, 59, Fe, -60664.957, 0.330, 8754.7, 7460, 0
32, 27, 59, Co, -62229.838, 0.397, 8768.0, 3790, 0
31, 28, 59, Ni, -61156.833, 0.351, 8736.5, 9120, 0
30, 29, 59, Cu, -56358.454, 0.528, 8642.0, 0270, 0
29, 30, 59, Zn, -47215.678, 0.759, 8473.7, 8020, 0
28, 31, 59, Ga, -33760, 170, 8232, 3, 0
27, 32, 59, Ge, -16370, 400, 7924, 7, 0
40, 20, 60, Ca, 11000, 700, 7627, 12, 0
39, 21, 60, Sc, -4550, 500, 7873, 8, 0
38, 22, 60, Ti, -22099.698, 240.325, 8152.7, 8584, 0
37, 23, 60, V, -33087.402, 181.946, 8322.8, 7513, 0
36, 24, 60, Cr, -46908.500, 1.118, 8540.1, 8760, 0
35, 25, 60, Mn, -52967.946, 2.329, 8628.1, 3920, 0
34, 26, 60, Fe, -61413.174, 3.406, 8755.8, 5390, 0
33, 27, 60, Co, -61650.437, 0.403, 8746.7, 6920, 0
32, 28, 60, Ni, -64473.243, 0.353, 8780.7, 7690, 0
31, 29, 60, Cu, -58345.262, 1.613, 8665.6, 0470, 0
30, 30, 60, Zn, -54174.470, 0.548, 8583.0, 5240, 0
29, 31, 60, Ga, -39590, 200, 8327, 3, 0
28, 32, 60, Ge, -27530, 300, 8113, 5, 0
27, 33, 60, As, -5640, 400, 7735, 7, 0
41, 20, 61, Ca, 19010, 800, 7503, 13, 0
40, 21, 61, Sc, 500, 600, 7794, 10, 0
39, 22, 61, Ti, -16370, 300, 8058, 5, 0
38, 23, 61, V, -30177.121, 234.920, 8271.0, 4173, 0
37, 24, 61, Cr, -42496.502, 1.863, 8460.1, 7340, 0
36, 25, 61, Mn, -51742.130, 2.329, 8598.9, 1570, 0
35, 26, 61, Fe, -58920.503, 2.608, 8703.7, 6860, 0
34, 27, 61, Co, -62898.179, 0.839, 8756.1, 5100, 0
33, 28, 61, Ni, -64222.029, 0.355, 8765.0, 2810, 0
32, 29, 61, Cu, -61984.063, 0.951, 8715.5, 1480, 0
31, 30, 61, Zn, -56348.906, 15.899, 8610.3, 0980, 0
30, 31, 61, Ga, -47134.662, 37.994, 8446.4, 3130, 0
29, 32, 61, Ge, -33790, 300, 8215, 5, 0
28, 33, 61, As, -17200, 300, 7930, 5, 0
41, 21, 62, Sc, 7310, 600, 7688, 10, 0
40, 22, 62, Ti, -12200, 400, 7990, 6, 0
39, 23, 62, V, -25213.164, 264.287, 8187.7, 5654, 0
38, 24, 62, Cr, -40852.611, 3.447, 8427.3, 8710, 0
37, 25, 62, Mn, -48523.965, 6.542, 8538.5, 0020, 0
36, 26, 62, Fe, -58878.057, 2.794, 8692.8, 8310, 0
35, 27, 62, Co, -61424.399, 18.574, 8721.3, 3470, 0
34, 28, 62, Ni, -66746.440, 0.425, 8794.5, 5550, 0
33, 29, 62, Cu, -62787.543, 0.637, 8718.0, 8390, 0
32, 30, 62, Zn, -61168.088, 0.615, 8679.3, 4510, 0
31, 31, 62, Ga, -51987.022, 0.637, 8518.6, 4490, 0
30, 32, 62, Ge, -42140, 140, 8347, 2, 0
29, 33, 62, As, -24420, 300, 8049, 5, 0
42, 21, 63, Sc, 13070, 700, 7603, 11, 0
41, 22, 63, Ti, -5860, 500, 7891, 8, 0
40, 23, 63, V, -21740.141, 339.995, 8130.7, 8095, 0
39, 24, 63, Cr, -36178.299, 72.657, 8347.5, 3981, 0
38, 25, 63, Mn, -46887.061, 3.726, 8505.1, 0200, 0
37, 26, 63, Fe, -55635.629, 4.302, 8631.5, 4990, 0
36, 27, 63, Co, -61851.553, 18.575, 8717.7, 9720, 0
35, 28, 63, Ni, -65512.891, 0.426, 8763.4, 9550, 0
34, 29, 63, Cu, -65579.868, 0.426, 8752.1, 4040, 0
33, 30, 63, Zn, -62213.429, 1.560, 8686.2, 8660, 0
32, 31, 63, Ga, -56547.100, 1.304, 8583.9, 2670, 0
31, 32, 63, Ge, -46921.221, 37.260, 8418.7, 1670, 0
30, 33, 63, As, -33500, 200, 8193, 3, 0
29, 34, 63, Se, -16850, 500, 7917, 8, 0
42, 22, 64, Ti, -1480, 600, 7826, 9, 0
41, 23, 64, V, -16320, 400, 8045, 6, 0
40, 24, 64, Cr, -33639.978, 299.941, 8303.5, 6264, 0
39, 25, 64, Mn, -42989.040, 3.540, 8437.4, 1750, 0
38, 26, 64, Fe, -54969.552, 5.017, 8612.3, 8880, 0
37, 27, 64, Co, -59792.442, 20.005, 8675.5, 2230, 0
36, 28, 64, Ni, -67099.034, 0.463, 8777.4, 6370, 0
35, 29, 64, Cu, -65424.418, 0.427, 8739.0, 7360, 0
34, 30, 64, Zn, -66004.018, 0.644, 8735.9, 0570, 0
33, 31, 64, Ga, -58832.827, 1.429, 8611.6, 3170, 0
32, 32, 64, Ge, -54315.503, 3.726, 8528.8, 2430, 0
31, 33, 64, As, -39532, 203, 8286, 3, 0
30, 34, 64, Se, -26860, 500, 8075, 8, 0
43, 22, 65, Ti, 5210, 700, 7726, 11, 0
42, 23, 65, V, -12110, 500, 7981, 8, 0
41, 24, 65, Cr, -28310, 200, 8218, 3, 0
40, 25, 65, Mn, -40967.344, 3.726, 8400.6, 8220, 0
39, 26, 65, Fe, -51217.902, 5.112, 8546.3, 4700, 0
38, 27, 65, Co, -59185.205, 2.083, 8656.8, 8480, 0
37, 28, 65, Ni, -65125.796, 0.483, 8736.2, 4240, 0
36, 29, 65, Cu, -67263.677, 0.643, 8757.0, 9670, 0
35, 30, 65, Zn, -65912.024, 0.646, 8724.2, 6600, 0
34, 31, 65, Ga, -62657.486, 0.791, 8662.1, 6010, 0
33, 32, 65, Ge, -56478.223, 2.165, 8555.0, 5840, 0
32, 33, 65, As, -46937.056, 84.766, 8396.2, 3511, 0
31, 34, 65, Se, -33020, 300, 8170, 5, 0
30, 35, 65, Br, -16490, 500, 7904, 8, 0
43, 23, 66, V, -6300, 500, 7894, 8, 0
42, 24, 66, Cr, -25140, 300, 8168, 5, 0
41, 25, 66, Mn, -36750.392, 11.178, 8331.7, 9860, 0
40, 26, 66, Fe, -50067.847, 4.099, 8521.7, 2450, 0
39, 27, 66, Co, -56408.541, 13.972, 8605.9, 4190, 0
38, 28, 66, Ni, -66006.293, 1.397, 8739.5, 0860, 0
37, 29, 66, Cu, -66258.289, 0.649, 8731.4, 7300, 0
36, 30, 66, Zn, -68899.229, 0.744, 8759.6, 3350, 0
35, 31, 66, Ga, -63723.729, 1.092, 8669.3, 6310, 0
34, 32, 66, Ge, -61607.041, 2.401, 8625.4, 3830, 0
33, 33, 66, As, -52025.084, 5.682, 8468.4, 0340, 0
32, 34, 66, Se, -41660, 200, 8300, 3, 0
31, 35, 66, Br, -23570, 400, 8014, 6, 0
44, 23, 67, V, -1744, 600, 7829, 9, 0
43, 24, 67, Cr, -19270, 400, 8079, 6, 0
42, 25, 67, Mn, -33580, 200, 8281, 3, 0
41, 26, 67, Fe, -45708.416, 3.819, 8449.9, 3590, 0
40, 27, 67, Co, -55321.783, 6.443, 8581.7, 4220, 0
39, 28, 67, Ni, -63742.688, 2.888, 8695.7, 5050, 0
38, 29, 67, Cu, -67319.553, 0.892, 8737.4, 5970, 0
37, 30, 67, Zn, -67880.376, 0.755, 8734.1, 5340, 0
36, 31, 67, Ga, -66879.156, 1.176, 8707.5, 3300, 0
35, 32, 67, Ge, -62673.718, 4.319, 8633.0, 8840, 0
34, 33, 67, As, -56587.232, 0.443, 8530.5, 6850, 0
33, 34, 67, Se, -46580.294, 67.068, 8369.5, 3441, 0
32, 35, 67, Br, -32530, 300, 8148, 4, 0
31, 36, 67, Kr, -15552, 424, 7883, 6, 0
44, 24, 68, Cr, -15690, 500, 8026, 7, 0
43, 25, 68, Mn, -28920, 300, 8209, 4, 0
42, 26, 68, Fe, -43897, 193, 8418, 3, 0
41, 27, 68, Co, -51642.591, 3.859, 8520.1, 3010, 0
40, 28, 68, Ni, -63463.822, 2.981, 8682.4, 6670, 0
39, 29, 68, Cu, -65567.043, 1.584, 8701.8, 9130, 0
38, 30, 68, Zn, -70007.154, 0.778, 8755.6, 8200, 0
37, 31, 68, Ga, -67086.054, 1.430, 8701.2, 1950, 0
36, 32, 68, Ge, -66978.799, 1.876, 8688.1, 3710, 0
35, 33, 68, As, -58894.527, 1.846, 8557.7, 4570, 0
34, 34, 68, Se, -54189.449, 0.496, 8477.0, 4820, 0
33, 35, 68, Br, -38791, 259, 8239, 4, 0
32, 36, 68, Kr, -25626, 500, 8034, 7, 0
45, 24, 69, Cr, -9630, 500, 7939, 7, 0
44, 25, 69, Mn, -25360, 400, 8155, 6, 0
43, 26, 69, Fe, -39199, 200, 8345, 3, 0
42, 27, 69, Co, -50385.447, 85.697, 8495.4, 0621, 0
41, 28, 69, Ni, -59978.656, 3.726, 8623.0, 9980, 0
40, 29, 69, Cu, -65736.221, 1.397, 8695.2, 0440, 0
39, 30, 69, Zn, -68417.906, 0.795, 8722.7, 3110, 0
38, 31, 69, Ga, -69327.820, 1.197, 8724.5, 7980, 0
37, 32, 69, Ge, -67100.674, 1.318, 8680.9, 6400, 0
36, 33, 69, As, -63112.181, 31.999, 8611.8, 2140, 0
35, 34, 69, Se, -56434.714, 1.490, 8503.7, 0820, 0
34, 35, 69, Br, -46259.478, 42.003, 8344.9, 0260, 0
33, 36, 69, Kr, -32140, 300, 8129, 4, 0
46, 24, 70, Cr, -5640, 600, 7884, 9, 0
45, 25, 70, Mn, -20450, 500, 8084, 7, 0
44, 26, 70, Fe, -36890, 300, 8308, 4, 0
43, 27, 70, Co, -46524.963, 10.992, 8434.1, 9800, 0
42, 28, 70, Ni, -59213.868, 2.144, 8604.2, 9170, 0
41, 29, 70, Cu, -62976.381, 1.082, 8646.8, 6550, 0
40, 30, 70, Zn, -69564.748, 1.918, 8729.8, 0860, 0
39, 31, 70, Ga, -68910.150, 1.201, 8709.2, 8080, 0
38, 32, 70, Ge, -70562.036, 0.820, 8721.7, 0280, 0
37, 33, 70, As, -64333.973, 1.397, 8621.5, 5410, 0
36, 34, 70, Se, -61929.900, 1.584, 8576.0, 3380, 0
35, 35, 70, Br, -51425.627, 14.904, 8414.7, 9640, 0
34, 36, 70, Kr, -41100, 200, 8256, 3, 0
46, 25, 71, Mn, -16620, 500, 8030, 7, 0
45, 26, 71, Fe, -31930, 400, 8235, 6, 0
44, 27, 71, Co, -44369.930, 465.030, 8398.7, 3446, 0
43, 28, 71, Ni, -55406.236, 2.237, 8543.1, 5640, 0
42, 29, 71, Cu, -62711.134, 1.490, 8635.0, 2330, 0
41, 30, 71, Zn, -67328.786, 2.654, 8689.0, 4170, 0
40, 31, 71, Ga, -70139.127, 0.811, 8717.6, 0500, 0
39, 32, 71, Ge, -69906.657, 0.815, 8703.3, 1180, 0
38, 33, 71, As, -67893.257, 4.163, 8663.9, 3500, 0
37, 34, 71, Se, -63146.515, 2.794, 8586.0, 6060, 0
36, 35, 71, Br, -56502.426, 5.402, 8481.4, 6290, 0
35, 36, 71, Kr, -46327.211, 128.769, 8327.1, 3101, 0
34, 37, 71, Rb, -32290, 400, 8118, 6, 0
47, 25, 72, Mn, -11170, 600, 7955, 8, 0
46, 26, 72, Fe, -29250, 500, 8195, 7, 0
45, 27, 72, Co, -40300, 300, 8338, 4, 0
44, 28, 72, Ni, -54226.068, 2.237, 8520.2, 1180, 0
43, 29, 72, Cu, -59783.006, 1.397, 8586.5, 2560, 0
42, 30, 72, Zn, -68145.495, 2.142, 8691.8, 0530, 0
41, 31, 72, Ga, -68588.284, 0.818, 8687.0, 8930, 0
40, 32, 72, Ge, -72585.910, 0.076, 8731.7, 4590, 0
39, 33, 72, As, -68229.808, 4.083, 8660.3, 7860, 0
38, 34, 72, Se, -67868.189, 1.956, 8644.4, 9020, 0
37, 35, 72, Br, -59061.750, 1.025, 8511.3, 1260, 0
36, 36, 72, Kr, -53940.582, 8.011, 8429.3, 1930, 0
35, 37, 72, Rb, -38330, 500, 8202, 7, 0
48, 25, 73, Mn, -6700, 600, 7895, 8, 0
47, 26, 73, Fe, -23990, 500, 8121, 7, 0
46, 27, 73, Co, -37970, 300, 8302, 4, 0
45, 28, 73, Ni, -50108.159, 2.423, 8457.6, 5290, 0
44, 29, 73, Cu, -58987.445, 1.942, 8568.5, 6990, 0
43, 30, 73, Zn, -65593.411, 1.863, 8648.3, 4550, 0
42, 31, 73, Ga, -69699.343, 1.677, 8693.8, 7400, 0
41, 32, 73, Ge, -71297.532, 0.057, 8705.0, 5000, 0
40, 33, 73, As, -70952.757, 3.853, 8689.6, 0990, 0
39, 34, 73, Se, -68227.396, 7.424, 8641.5, 5910, 0
38, 35, 73, Br, -63645.787, 6.741, 8568.0, 8030, 0
37, 36, 73, Kr, -56551.758, 6.578, 8460.1, 8470, 0
36, 37, 73, Rb, -46011.611, 40.794, 8305.0, 8210, 0
35, 38, 73, Sr, -31950, 401, 8102, 5, 0
48, 26, 74, Fe, -20660, 500, 8076, 7, 0
47, 27, 74, Co, -33540, 400, 8239, 5, 0
46, 28, 74, Ni, -48700, 200, 8433, 3, 0
45, 29, 74, Cu, -56006.213, 6.148, 8521.5, 6330, 0
44, 30, 74, Zn, -65756.720, 2.515, 8642.7, 5470, 0
43, 31, 74, Ga, -68049.626, 2.994, 8663.1, 6760, 0
42, 32, 74, Ge, -73422.451, 0.013, 8725.2, 0110, 0
41, 33, 74, As, -70860.064, 1.693, 8680.0, 0200, 0
40, 34, 74, Se, -72213.210, 0.015, 8687.7, 1550, 0
39, 35, 74, Br, -65288.161, 5.835, 8583.5, 6150, 0
38, 36, 74, Kr, -62331.844, 2.013, 8533.0, 3900, 0
37, 37, 74, Rb, -51916.016, 3.027, 8381.7, 1230, 0
36, 38, 74, Sr, -40827, 100, 8221, 1, 0
49, 26, 75, Fe, -14700, 600, 7996, 8, 0
48, 27, 75, Co, -30560, 400, 8197, 5, 0
47, 28, 75, Ni, -44240, 200, 8369, 3, 0
46, 29, 75, Cu, -54470.219, 0.718, 8495.0, 8010, 0
45, 30, 75, Zn, -62558.916, 1.956, 8592.4, 9810, 0
44, 31, 75, Ga, -68460.639, 0.671, 8660.7, 5650, 0
43, 32, 75, Ge, -71856.973, 0.052, 8695.6, 0960, 0
42, 33, 75, As, -73034.203, 0.884, 8700.8, 7480, 0
41, 34, 75, Se, -72169.489, 0.073, 8678.9, 1390, 0
40, 35, 75, Br, -69107.020, 4.285, 8627.6, 4970, 0
39, 36, 75, Kr, -64323.632, 8.104, 8553.4, 3990, 0
38, 37, 75, Rb, -57218.702, 1.180, 8448.2, 7620, 0
37, 38, 75, Sr, -46618.702, 220.003, 8296.5, 1162, 0
36, 39, 75, Y, -31820, 300, 8089, 4, 0
50, 26, 76, Fe, -10590, 600, 7943, 8, 0
49, 27, 76, Co, -25660, 500, 8131, 7, 0
48, 28, 76, Ni, -42190, 300, 8338, 4, 0
47, 29, 76, Cu, -50981.627, 0.913, 8443.6, 0180, 0
46, 30, 76, Zn, -62303.024, 1.456, 8582.2, 7350, 0
45, 31, 76, Ga, -66296.648, 1.956, 8624.5, 2720, 0
44, 32, 76, Ge, -73212.898, 0.018, 8705.2, 3640, 0
43, 33, 76, As, -72291.384, 0.886, 8682.8, 1720, 0
42, 34, 76, Se, -75251.959, 0.016, 8711.4, 7810, 0
41, 35, 76, Br, -70289.078, 9.322, 8635.8, 8300, 0
40, 36, 76, Kr, -69013.706, 4.013, 8608.8, 0770, 0
39, 37, 76, Rb, -60479.089, 0.938, 8486.2, 1610, 0
38, 38, 76, Sr, -54247.645, 34.465, 8393.9, 2940, 0
37, 39, 76, Y, -38250, 300, 8173, 4, 0
50, 27, 77, Co, -21910, 600, 8082, 8, 0
49, 28, 77, Ni, -37350, 400, 8272, 5, 0
48, 29, 77, Cu, -48862.828, 1.211, 8411.2, 5010, 0
47, 30, 77, Zn, -58789.203, 1.973, 8530.0, 0370, 0
46, 31, 77, Ga, -65992.352, 2.422, 8613.3, 9070, 0
45, 32, 77, Ge, -71212.870, 0.053, 8671.0, 2930, 0
44, 33, 77, As, -73916.334, 1.692, 8695.9, 7890, 0
43, 34, 77, Se, -74599.497, 0.062, 8694.6, 9080, 0
42, 35, 77, Br, -73234.818, 2.811, 8666.8, 0730, 0
41, 36, 77, Kr, -70169.451, 1.956, 8616.8, 3700, 0
40, 37, 77, Rb, -64830.500, 1.304, 8537.3, 3960, 0
39, 38, 77, Sr, -57803.443, 7.918, 8435.9, 1880, 0
38, 39, 77, Y, -46439, 203, 8278, 3, 0
37, 40, 77, Zr, -31600, 400, 8075, 5, 0
51, 27, 78, Co, -15320, 700, 7997, 9, 0
50, 28, 78, Ni, -34880, 400, 8238, 5, 0
49, 29, 78, Cu, -44789.474, 13.332, 8354.6, 6950, 0
48, 30, 78, Zn, -57483.242, 1.944, 8507.3, 8000, 0
47, 31, 78, Ga, -63704.085, 1.051, 8577.1, 0430, 0
46, 32, 78, Ge, -71862.058, 3.536, 8671.6, 6360, 0
45, 33, 78, As, -72816.970, 9.779, 8673.8, 7600, 0
44, 34, 78, Se, -77025.952, 0.179, 8717.8, 0720, 0
43, 35, 78, Br, -73452.168, 3.580, 8661.9, 5940, 0
42, 36, 78, Kr, -74178.283, 0.307, 8661.2, 3850, 0
41, 37, 78, Rb, -66935.427, 3.237, 8558.3, 5120, 0
40, 38, 78, Sr, -63173.949, 7.452, 8500.0, 9710, 0
39, 39, 78, Y, -52173, 298, 8349, 4, 0
38, 40, 78, Zr, -40850, 400, 8194, 5, 0
51, 28, 79, Ni, -28160, 500, 8150, 6, 0
50, 29, 79, Cu, -42408.039, 104.979, 8320.9, 3801, 0
49, 30, 79, Zn, -53432.302, 2.225, 8450.5, 8250, 0
48, 31, 79, Ga, -62548.355, 1.208, 8556.0, 7250, 0
47, 32, 79, Ge, -69527.180, 37.161, 8634.5, 0890, 0
46, 33, 79, As, -73636.081, 5.325, 8676.6, 1720, 0
45, 34, 79, Se, -75917.466, 0.223, 8695.5, 9230, 0
44, 35, 79, Br, -76068.067, 1.001, 8687.5, 9560, 0
43, 36, 79, Kr, -74442.290, 3.480, 8657.1, 1300, 0
42, 37, 79, Rb, -70802.778, 1.943, 8601.1, 4010, 0
41, 38, 79, Sr, -65479.664, 7.421, 8523.8, 5580, 0
40, 39, 79, Y, -57802.935, 80.108, 8416.7, 7881, 0
39, 40, 79, Zr, -46770, 300, 8267, 4, 0
38, 41, 79, Nb, -31650, 500, 8066, 6, 0
52, 28, 80, Ni, -23240, 600, 8088, 7, 0
51, 29, 80, Cu, -36679, 300, 8246, 4, 0
