N,Z,A,EL,MASSEXCESS,dMASSEXCESS,BINDINGENERGY_A,dBINDINGENERGY_A,IsCalculated
8, 2, 10, He, 49197.147, 92.848, 2995.1, 3409, 0
7, 3, 10, Li, 33052.628, 12.721, 4531.3, 5121, 0
6, 4, 10, Be, 12607.487, 0.081, 6497.6, 3060, 0
5, 5, 10, B, 12050.611, 0.015, 6475.0, 8350, 0
4, 6, 10, C, 15698.673, 0.070, 6032.0, 4260, 0
3, 7, 10, N, 38800.027, 400.000, 3643.6, 72440, 0
8, 3, 11, Li, 40728.259, 0.615, 4155.3, 8170, 0
7, 4, 11, Be, 20177.169, 0.238, 5952.5, 4020, 0
6, 5, 11, B, 8667.708, 0.012, 6927.7, 3230, 0
5, 6, 11, C, 10649.397, 0.060, 6676.4, 5630, 0
4, 7, 11, N, 24365.644, 5.000, 5358.4, 0230, 0
3, 8, 11, O, 47738.913, 60.038, 3162.4, 3725, 0
9, 3, 12, Li, 49009.577, 30.006, 3791.5, 9992, 0
8, 4, 12, Be, 25077.761, 1.909, 5720.7, 2230, 0
7, 5, 12, B, 13369.398, 1.321, 6631.2, 2370, 0
6, 6, 12, C, 0.0, 0.0, 7680.1, 4460, 0
5, 7, 12, N, 17338.068, 1.000, 6170.1, 1000, 0
4, 8, 12, O, 32013.335, 12.000, 4881.9, 7551, 0
10, 3, 13, Li, 56980.895, 70.003, 3507.6, 3075, 0
9, 4, 13, Be, 33659.080, 10.180, 5241.4, 3590, 0
8, 5, 13, B, 16561.948, 1.000, 6496.4, 1940, 0
7, 6, 13, C, 3125.00933, 0.0002, 37469.8, 4950, 0
6, 7, 13, N, 5345.481, 0.270, 7238.8, 6340, 0
5, 8, 13, O, 23115.432, 9.526, 5811.7, 6360, 0
4, 9, 13, F, 42030, 500, 4297, 38, 0
10, 4, 14, Be, 39954.502, 132.245, 4993.8, 9739, 0
9, 5, 14, B, 23663.686, 21.213, 6101.6, 4511, 0
8, 6, 14, C, 3019.89328, 0.0037, 57520.3, 1980, 0
7, 7, 14, N, 2863.41683, 0.0002, 27475.6, 1480, 0
6, 8, 14, O, 8007.781, 0.025, 7052.2, 7830, 0
5, 9, 14, F, 31964.403, 41.119, 5285.2, 0912, 0
11, 4, 15, Be, 49825.821, 165.797, 4540.9, 70811, 0
10, 5, 15, B, 28957.379, 21.029, 5880.0, 4381, 0
9, 6, 15, C, 9873.145, 0.800, 7100.1, 6960, 0
8, 7, 15, N, 101.43809, 0.0005, 87699.4, 6030, 0
7, 8, 15, O, 2855.622, 0.490, 7463.6, 9150, 0
6, 9, 15, F, 16566.752, 14.000, 6497.4, 5970, 0
5, 10, 15, Ne, 40215.374, 66.684, 4868.7, 2854, 0
12, 4, 16, Be, 57447.139, 165.797, 4285.2, 85110, 0
11, 5, 16, B, 37111.699, 24.566, 5507.3, 5351, 0
10, 6, 16, C, 13694.133, 3.578, 6922.0, 5460, 0
9, 7, 16, N, 5683.907, 2.301, 7373.7, 9710, 0
8, 8, 16, O, -4737.00217, 0.0003, 07976.2, 0720, 0
7, 9, 16, F, 10675.182, 5.364, 6964.0, 4900, 0
6, 10, 16, Ne, 23986.775, 20.480, 6083.1, 7771, 0
12, 5, 17, B, 43716.322, 204.104, 5269.6, 67712, 0
11, 6, 17, C, 21031.880, 17.365, 6558.0, 2621, 0
10, 7, 17, N, 7870.079, 15.000, 7286.2, 2940, 0
9, 8, 17, O, -808.76421, 0.0006, 47750.7, 2910, 0
8, 9, 17, F, 1951.701, 0.248, 7542.3, 2840, 0
7, 10, 17, Ne, 16500.452, 0.354, 6640.4, 9910, 0
6, 11, 17, Na, 34719.580, 59.616, 5522.7, 6533, 0
13, 5, 18, B, 51792.640, 204.165, 4976.6, 30611, 0
12, 6, 18, C, 24919.266, 30.000, 6426.1, 3211, 0
11, 7, 18, N, 13113.167, 18.570, 7038.5, 6271, 0
10, 8, 18, O, -782.81634, 0.0006, 47767.0, 9810, 0
9, 9, 18, F, 873.112, 0.463, 7631.6, 3830, 0
8, 10, 18, Ne, 5317.617, 0.363, 7341.2, 5770, 0
7, 11, 18, Na, 25037.992, 93.881, 6202.2, 1765, 0
14, 5, 19, B, 59770.251, 525.363, 4719.6, 34627, 0
13, 6, 19, C, 32413.754, 98.389, 6118.2, 7405, 0
12, 7, 19, N, 15856.255, 16.404, 6948.5, 4520, 0
11, 8, 19, O, 3332.858, 2.637, 7566.4, 9520, 0
10, 9, 19, F, -1487.44512, 0.0008, 27779.0, 1920, 0
9, 10, 19, Ne, 1752.054, 0.160, 7567.3, 4310, 0
8, 11, 19, Na, 12929.384, 10.535, 6937.8, 8640, 0
7, 12, 19, Mg, 31838.394, 60.001, 5901.4, 9923, 0
15, 5, 20, B, 69401.569, 546.357, 4405.6, 52927, 0
14, 6, 20, C, 37503.567, 230.625, 5961.4, 35611, 0
13, 7, 20, N, 21766.498, 78.894, 6709.1, 7173, 0
12, 8, 20, O, 3796.172, 0.885, 7568.5, 7070, 0
11, 9, 20, F, -17.463, 0.030, 7720.1, 3510, 0
10, 10, 20, Ne, -7041.93217, 0.0015, 48032.2, 4120, 0
9, 11, 20, Na, 6850.489, 1.109, 7298.5, 0280, 0
8, 12, 20, Mg, 17477.694, 1.863, 6728.0, 2520, 0
16, 5, 21, B, 78382.887, 558.664, 4152.5, 26526, 0
15, 6, 21, C, 45643, 596, 5674, 28, 0
14, 7, 21, N, 25231.915, 134.048, 6609.0, 1596, 0
13, 8, 21, O, 8062.034, 12.000, 7389.3, 7470, 0
12, 9, 21, F, -47.605, 1.800, 7738.2, 9340, 0
11, 10, 21, Ne, -5731.776, 0.038, 7971.7, 1360, 0
10, 11, 21, Na, -2184.857, 0.042, 7765.5, 5810, 0
9, 12, 21, Mg, 10903.851, 0.755, 7105.0, 3170, 0
8, 13, 21, Al, 27090, 600, 6297, 29, 0
16, 6, 22, C, 53611.203, 231.490, 5421.0, 77810, 0
15, 7, 22, N, 31764.805, 207.779, 6378.5, 3479, 0
14, 8, 22, O, 9283.032, 56.921, 7364.8, 7222, 0
13, 9, 22, F, 2793.376, 12.399, 7624.2, 9540, 0
12, 10, 22, Ne, -8024.716, 0.018, 8080.4, 6560, 0
11, 11, 22, Na, -5181.391, 0.132, 7915.6, 6240, 0
10, 12, 22, Mg, -399.986, 0.159, 7662.7, 6450, 0
9, 13, 22, Al, 18201, 401, 6782, 18, 0
8, 14, 22, Si, 33640, 500, 6044, 23, 0
17, 6, 23, C, 64171, 997, 5077, 43, 0
16, 7, 23, N, 36720.429, 420.570, 6236.6, 72118, 0
15, 8, 23, O, 14621.371, 121.712, 7163.4, 8565, 0
14, 9, 23, F, 3285.263, 33.320, 7622.3, 4471, 0
13, 10, 23, Ne, -5154.045, 0.104, 7955.2, 5610, 0
12, 11, 23, Na, -9529.85352, 0.0018, 18111.4, 9360, 0
11, 12, 23, Mg, -5473.675, 0.032, 7901.1, 2290, 0
10, 13, 23, Al, 6748.071, 0.345, 7335.7, 2750, 0
9, 14, 23, Si, 23950, 500, 6554, 22, 0
17, 7, 24, N, 46938, 401, 5887, 17, 0
16, 8, 24, O, 18500.404, 164.874, 7039.6, 8556, 0
15, 9, 24, F, 7544.516, 97.670, 7463.5, 8314, 0
14, 10, 24, Ne, -5951.642, 0.513, 7993.3, 2520, 0
13, 11, 24, Na, -8417.901, 0.017, 8063.4, 8820, 0
12, 12, 24, Mg, -13933.578, 0.013, 8260.7, 1030, 0
11, 13, 24, Al, -48.812, 0.228, 7649.5, 8060, 0
10, 14, 24, Si, 10745.186, 19.472, 7167.2, 3290, 0
9, 15, 24, P, 34020, 500, 6165, 21, 0
18, 7, 25, N, 55983, 503, 5613, 20, 0
17, 8, 25, O, 27329.030, 165.084, 6727.8, 0586, 0
16, 9, 25, F, 11334.167, 96.442, 7336.3, 0653, 0
15, 10, 25, Ne, -2035.503, 29.045, 7839.7, 9941, 0
14, 11, 25, Na, -9357.814, 1.200, 8101.3, 9790, 0
13, 12, 25, Mg, -13192.782, 0.047, 8223.5, 0280, 0
12, 13, 25, Al, -8915.974, 0.065, 8021.1, 3660, 0
11, 14, 25, Si, 3827.322, 10.000, 7480.1, 1090, 0
10, 15, 25, P, 20190, 400, 6794, 16, 0
18, 8, 26, O, 34661.041, 164.950, 6497.4, 7906, 0
17, 9, 26, F, 18674.655, 107.027, 7082.2, 4974, 0
16, 10, 26, Ne, 481.114, 18.429, 7751.9, 1100, 0
15, 11, 26, Na, -6860.780, 3.502, 8004.2, 0130, 0
14, 12, 26, Mg, -16214.544, 0.029, 8333.8, 7110, 0
13, 13, 26, Al, -12210.139, 0.066, 8149.7, 6530, 0
12, 14, 26, Si, -7141.003, 0.108, 7924.7, 0830, 0
11, 15, 26, P, 10973, 196, 7198, 8, 0
10, 16, 26, S, 27680, 600, 6525, 23, 0
19, 8, 27, O, 44670, 500, 6185, 19, 0
18, 9, 27, F, 25133.478, 120.198, 6879.6, 6624, 0
17, 10, 27, Ne, 7050.910, 90.770, 7520.4, 1513, 0
16, 11, 27, Na, -5517.791, 3.726, 7956.9, 4670, 0
15, 12, 27, Mg, -14586.594, 0.047, 8263.8, 5250, 0
14, 13, 27, Al, -17196.864, 0.047, 8331.5, 5330, 0
13, 14, 27, Si, -12384.505, 0.107, 8124.3, 4200, 0
12, 15, 27, P, -659.032, 9.001, 7661.0, 8940, 0
11, 16, 27, S, 17491, 400, 6960, 15, 0
20, 8, 28, O, 52080, 699, 5988, 25, 0
19, 9, 28, F, 33403.796, 120.347, 6626.8, 5674, 0
18, 10, 28, Ne, 11299.738, 126.068, 7388.3, 4634, 0
17, 11, 28, Na, -988.315, 10.246, 7799.2, 6440, 0
16, 12, 28, Mg, -15019.946, 0.261, 8272.4, 5310, 0
15, 13, 28, Al, -16850.719, 0.049, 8309.8, 9690, 0
14, 14, 28, Si, -21492.79711, 0.0005, 18447.7, 4450, 0
13, 15, 28, P, -7147.856, 1.147, 7907.4, 8420, 0
12, 16, 28, S, 4073.203, 160.000, 7478.7, 9115, 0
11, 17, 28, Cl, 28270, 500, 6587, 18, 0
20, 9, 29, F, 40150.190, 525.363, 6444.0, 31418, 0
19, 10, 29, Ne, 18399.803, 149.505, 7167.0, 6735, 0
18, 11, 29, Na, 2679.994, 7.337, 7682.1, 5220, 0
17, 12, 29, Mg, -10612.360, 0.345, 8113.5, 3170, 0
16, 13, 29, Al, -18207.762, 0.345, 8348.4, 6470, 0
15, 14, 29, Si, -21895.08154, 0.0005, 68448.6, 3610, 0
14, 15, 29, P, -16952.849, 0.359, 8251.2, 3680, 0
13, 16, 29, S, -3094.423, 13.041, 7746.3, 8260, 0
12, 17, 29, Cl, 14022, 189, 7129, 7, 0
11, 18, 29, Ar, 37969, 439, 6276, 15, 0
21, 9, 30, F, 48960, 500, 6205, 17, 0
20, 10, 30, Ne, 23280.120, 253.250, 7034.5, 3178, 0
19, 11, 30, Na, 8474.670, 4.727, 7501.9, 6850, 0
18, 12, 30, Mg, -8881.373, 1.295, 8054.4, 2500, 0
17, 13, 30, Al, -15864.116, 1.936, 8261.1, 0490, 0
16, 14, 30, Si, -24432.962, 0.022, 8520.6, 5490, 0
15, 15, 30, P, -20200.856, 0.065, 8353.5, 0640, 0
14, 16, 30, S, -14059.254, 0.206, 8122.7, 0810, 0
13, 17, 30, Cl, 4674.548, 23.876, 7472.1, 6980, 0
12, 18, 30, Ar, 22071, 179, 6866, 6, 0
22, 9, 31, F, 56843, 535, 6011, 17, 0
21, 10, 31, Ne, 31181.594, 266.195, 6813.0, 9028, 0
20, 11, 31, Na, 12246.031, 13.972, 7398.6, 7780, 0
19, 12, 31, Mg, -3122.152, 3.074, 7869.1, 8860, 0
18, 13, 31, Al, -14950.709, 2.236, 8225.5, 1800, 0
17, 14, 31, Si, -22949.037, 0.043, 8458.2, 9160, 0
16, 15, 31, P, -24440.54442, 0.0007, 58481.1, 6770, 0
15, 16, 31, S, -19042.531, 0.229, 8281.8, 0130, 0
14, 17, 31, Cl, -7034.552, 3.447, 7869.2, 1010, 0
13, 18, 31, Ar, 11325, 200, 7252, 6, 0
12, 19, 31, K, 34260, 300, 6487, 10, 0
22, 10, 32, Ne, 36999, 503, 6671, 16, 0
21, 11, 32, Na, 18640.152, 37.260, 7219.8, 8151, 0
20, 12, 32, Mg, -828.901, 3.260, 7803.8, 4110, 0
19, 13, 32, Al, -11099.368, 7.173, 8100.3, 4490, 0
18, 14, 32, Si, -24077.689, 0.298, 8481.4, 6900, 0
17, 15, 32, P, -24304.876, 0.040, 8464.1, 2030, 0
16, 16, 32, S, -26015.53714, 0.0013, 18493.1, 3010, 0
15, 17, 32, Cl, -13334.706, 0.562, 8072.4, 0580, 0
14, 18, 32, Ar, -2200.352, 1.770, 7700.0, 0890, 0
13, 19, 32, K, 21990, 400, 6920, 12, 0
23, 10, 33, Ne, 46130, 600, 6436, 18, 0
22, 11, 33, Na, 23780.113, 449.912, 7089.9, 26213, 0
21, 12, 33, Mg, 4962.873, 2.663, 7636.4, 3820, 0
20, 13, 33, Al, -8497.382, 6.986, 8020.6, 1720, 0
19, 14, 33, Si, -20514.328, 0.699, 8361.0, 5960, 0
18, 15, 33, P, -26337.350, 1.090, 8513.8, 0730, 0
17, 16, 33, S, -26585.85830, 0.0013, 48497.6, 3040, 0
16, 17, 33, Cl, -21003.340, 0.391, 8304.7, 5570, 0
15, 18, 33, Ar, -9384.295, 0.401, 7928.9, 5590, 0
14, 19, 33, K, 7540, 200, 7392, 6, 0
13, 20, 33, Ca, 31030, 400, 6657, 12, 0
24, 10, 34, Ne, 52842, 513, 6287, 15, 0
23, 11, 34, Na, 31680.114, 599.416, 6886.4, 37717, 0
22, 12, 34, Mg, 8323.324, 6.893, 7550.3, 9190, 0
21, 13, 34, Al, -2997.619, 2.105, 7860.3, 5060, 0
20, 14, 34, Si, -19991.684, 0.801, 8337.1, 6590, 0
19, 15, 34, P, -24548.702, 0.810, 8448.1, 8560, 0
18, 16, 34, S, -29931.689, 0.045, 8583.4, 9860, 0
17, 17, 34, Cl, -24440.086, 0.049, 8398.9, 7060, 0
16, 18, 34, Ar, -18378.293, 0.078, 8197.6, 7240, 0
15, 19, 34, K, -1220, 196, 7670, 6, 0
14, 20, 34, Ca, 14890, 300, 7173, 9, 0
24, 11, 35, Na, 37831, 670, 6745, 19, 0
23, 12, 35, Mg, 15639.786, 269.668, 7356.2, 3387, 0
22, 13, 35, Al, -223.730, 7.359, 7787.1, 2430, 0
21, 14, 35, Si, -14391.480, 35.857, 8169.5, 6441, 0
20, 15, 35, P, -24857.809, 1.866, 8446.2, 4960, 0
19, 16, 35, S, -28846.210, 0.040, 8537.8, 5110, 0
18, 17, 35, Cl, -29013.532, 0.035, 8520.2, 7900, 0
17, 18, 35, Ar, -23047.289, 0.680, 8327.4, 6210, 0
16, 19, 35, K, -11172.893, 0.512, 7965.8, 4090, 0
15, 20, 35, Ca, 5190, 200, 7476, 6, 0
14, 21, 35, Sc, 27100, 400, 6828, 11, 0
25, 11, 36, Na, 45903, 687, 6557, 19, 0
24, 12, 36, Mg, 20380.159, 690.237, 7244.4, 20219, 0
23, 13, 36, Al, 5950.384, 149.505, 7623.5, 1544, 0
22, 14, 36, Si, -12436.125, 71.797, 8112.5, 1991, 0
21, 15, 36, P, -20251.045, 13.114, 8307.8, 6920, 0
20, 16, 36, S, -30664.141, 0.188, 8575.3, 9000, 0
19, 17, 36, Cl, -29522.008, 0.036, 8521.9, 3220, 0
18, 18, 36, Ar, -30231.542, 0.027, 8519.9, 0960, 0
17, 19, 36, K, -17417.182, 0.325, 8142.2, 2330, 0
16, 20, 36, Ca, -6451.166, 40.000, 7815.8, 7991, 0
15, 21, 36, Sc, 16150, 300, 7166, 8, 0
26, 11, 37, Na, 53134, 687, 6403, 19, 0
25, 12, 37, Mg, 28211.478, 698.947, 7055.1, 11518, 0
24, 13, 37, Al, 9809.564, 180.244, 7531.3, 1604, 0
23, 14, 37, Si, -6571.512, 113.809, 7952.9, 0333, 0
22, 15, 37, P, -18996.012, 37.948, 8267.5, 5611, 0
21, 16, 37, S, -26896.426, 0.198, 8459.9, 3630, 0
20, 17, 37, Cl, -31761.552, 0.052, 8570.2, 8160, 0
19, 18, 37, Ar, -30947.679, 0.207, 8527.1, 4060, 0
18, 19, 37, K, -24800.201, 0.094, 8339.8, 4800, 0
17, 20, 37, Ca, -13136.070, 0.634, 8003.4, 5670, 0
16, 21, 37, Sc, 3780, 300, 7525, 8, 0
15, 22, 37, Ti, 25170, 400, 6926, 11, 0
27, 11, 38, Na, 61905, 715, 6216, 19, 0
26, 12, 38, Mg, 34074, 503, 6928, 13, 0
25, 13, 38, Al, 16470, 150, 7370, 4, 0
24, 14, 38, Si, -4170.299, 104.793, 7892.8, 2972, 0
23, 15, 38, P, -14621.565, 72.581, 8147.2, 7491, 0
22, 16, 38, S, -26861.216, 7.172, 8448.7, 8290, 0
21, 17, 38, Cl, -29798.116, 0.098, 8505.4, 8170, 0
20, 18, 38, Ar, -34714.827, 0.195, 8614.2, 8070, 0
19, 19, 38, K, -28800.760, 0.195, 8438.0, 5930, 0
18, 20, 38, Ca, -22058.503, 0.194, 8240.0, 4340, 0
17, 21, 38, Sc, -4249, 200, 7751, 5, 0
16, 22, 38, Ti, 11370, 300, 7319, 8, 0
28, 11, 39, Na, 69977, 743, 6056, 19, 0
27, 12, 39, Mg, 42775, 513, 6734, 13, 0
26, 13, 39, Al, 21490, 300, 7260, 8, 0
25, 14, 39, Si, 2320.352, 135.532, 7730.9, 7933, 0
24, 15, 39, P, -12774.636, 112.645, 8097.9, 7012, 0
23, 16, 39, S, -23162.672, 50.000, 8344.2, 6981, 0
22, 17, 39, Cl, -29800.218, 1.732, 8494.4, 0320, 0
21, 18, 39, Ar, -33242.195, 5.000, 8562.5, 9880, 0
20, 19, 39, K, -33807.19535, 0.0045, 68557.0, 2580, 0
19, 20, 39, Ca, -27282.707, 0.596, 8369.6, 7110, 0
18, 21, 39, Sc, -14172.726, 24.000, 8013.4, 5750, 0
17, 22, 39, Ti, 2500, 200, 7566, 5, 0
16, 23, 39, V, 22570, 400, 7031, 10, 0
28, 12, 40, Mg, 49550, 500, 6598, 13, 0
27, 13, 40, Al, 28820, 300, 7097, 7, 0
26, 14, 40, Si, 5666.876, 121.991, 7655.8, 2473, 0
25, 15, 40, P, -8139.189, 83.607, 7981.4, 1772, 0
24, 16, 40, S, -22837.850, 3.982, 8329.3, 2550, 0
23, 17, 40, Cl, -27557.818, 32.066, 8427.7, 6600, 0
22, 18, 40, Ar, -35039.89997, 0.0021, 88595.2, 5940, 0
21, 19, 40, K, -33535.497, 0.056, 8538.0, 9070, 0
20, 20, 40, Ca, -34846.402, 0.020, 8551.3, 0460, 0
19, 21, 40, Sc, -20523.353, 2.828, 8173.6, 6970, 0
18, 22, 40, Ti, -8993.439, 68.244, 7865.8, 6321, 0
17, 23, 40, V, 12470, 300, 7310, 7, 0
29, 12, 41, Mg, 58100, 500, 6425, 12, 0
28, 13, 41, Al, 34590, 400, 6980, 10, 0
27, 14, 41, Si, 13200, 300, 7482, 7, 0
26, 15, 41, P, -4979.767, 120.163, 7906.5, 5132, 0
25, 16, 41, S, -19008.580, 4.099, 8229.6, 3580, 0
24, 17, 41, Cl, -27307.192, 68.723, 8412.9, 5931, 0
23, 18, 41, Ar, -33067.510, 0.347, 8534.3, 7330, 0
22, 19, 41, K, -35559.54880, 0.0037, 68576.0, 7310, 0
21, 20, 41, Ca, -35137.908, 0.138, 8546.7, 0750, 0
20, 21, 41, Sc, -28642.360, 0.077, 8369.1, 9790, 0
19, 22, 41, Ti, -15697.539, 27.945, 8034.3, 8890, 0
18, 23, 41, V, 310, 200, 7625, 5, 0
17, 24, 41, Cr, 20410, 400, 7116, 10, 0
29, 13, 42, Al, 41990, 500, 6829, 12, 0
28, 14, 42, Si, 16840, 300, 7410, 7, 0
27, 15, 42, P, 1091.842, 95.009, 7765.9, 1222, 0
26, 16, 42, S, -17637.748, 2.794, 8193.2, 2750, 0
25, 17, 42, Cl, -24831.770, 59.616, 8345.8, 8641, 0
24, 18, 42, Ar, -34422.678, 5.775, 8555.6, 1410, 0
23, 19, 42, K, -35022.031, 0.106, 8551.2, 5710, 0
22, 20, 42, Ca, -38547.293, 0.148, 8616.5, 6460, 0
21, 21, 42, Sc, -32121.003, 0.154, 8444.9, 3030, 0
20, 22, 42, Ti, -25104.353, 0.269, 8259.2, 4000, 0
19, 23, 42, V, -7620, 196, 7824, 5, 0
18, 24, 42, Cr, 7060, 300, 7456, 7, 0
30, 13, 43, Al, 48270, 600, 6712, 14, 0
29, 14, 43, Si, 24330, 400, 7251, 9, 0
28, 15, 43, P, 5040, 300, 7681, 7, 0
27, 16, 43, S, -12195.461, 4.970, 8063.8, 2760, 0
26, 17, 43, Cl, -24159.510, 61.859, 8323.8, 6721, 0
25, 18, 43, Ar, -32009.811, 5.310, 8488.2, 3820, 0
24, 19, 43, K, -36575.394, 0.410, 8576.2, 2040, 0
23, 20, 43, Ca, -38408.873, 0.227, 8600.6, 6530, 0
22, 21, 43, Sc, -36188.150, 1.863, 8530.8, 2650, 0
21, 22, 43, Ti, -29315.591, 5.719, 8352.8, 0540, 0
20, 23, 43, V, -17916.358, 42.849, 8069.5, 1290, 0
19, 24, 43, Cr, -1970, 200, 7680, 5, 0
18, 25, 43, Mn, 17370, 400, 7213, 9, 0
30, 14, 44, Si, 29310, 500, 7156, 11, 0
29, 15, 44, P, 11110, 400, 7552, 9, 0
28, 16, 44, S, -9204.236, 5.216, 7996.0, 1540, 0
27, 17, 44, Cl, -20478.973, 85.566, 8234.4, 7881, 0
26, 18, 44, Ar, -32673.260, 1.584, 8493.8, 4110, 0
25, 19, 44, K, -35781.498, 0.419, 8546.7, 0230, 0
24, 20, 44, Ca, -41468.730, 0.325, 8658.1, 7690, 0
23, 21, 44, Sc, -37816.035, 1.756, 8557.3, 8050, 0
22, 22, 44, Ti, -37548.586, 0.700, 8533.5, 2150, 0
21, 23, 44, V, -23808.079, 7.265, 8203.4, 5670, 0
20, 24, 44, Cr, -13421.899, 51.232, 7949.6, 2651, 0
19, 25, 44, Mn, 7460, 300, 7457, 7, 0
31, 14, 45, Si, 37090, 600, 7004, 13, 0
30, 15, 45, P, 15960, 500, 7456, 11, 0
29, 16, 45, S, -3340, 300, 7867, 7, 0
28, 17, 45, Cl, -18262.544, 136.163, 8181.5, 9913, 0
27, 18, 45, Ar, -29770.801, 0.512, 8419.9, 5260, 0
26, 19, 45, K, -36615.643, 0.522, 8554.6, 7470, 0
25, 20, 45, Ca, -40812.230, 0.365, 8630.5, 4670, 0
24, 21, 45, Sc, -41072.321, 0.663, 8618.9, 4100, 0
23, 22, 45, Ti, -39010.266, 0.836, 8555.7, 3210, 0
22, 23, 45, V, -31886.441, 0.863, 8380.0, 3940, 0
21, 24, 45, Cr, -19514.801, 35.397, 8087.7, 2860, 0
20, 25, 45, Mn, -4980, 300, 7747, 7, 0
19, 26, 45, Fe, 14408, 283, 7299, 6, 0
31, 15, 46, P, 22840, 500, 7320, 11, 0
30, 16, 46, S, 640, 400, 7785, 9, 0
29, 17, 46, Cl, -13734.949, 97.249, 8080.7, 7572, 0
28, 18, 46, Ar, -29771.255, 2.329, 8412.3, 8350, 0
27, 19, 46, K, -35413.929, 0.727, 8518.0, 4280, 0
26, 20, 46, Ca, -43139.610, 2.234, 8668.9, 8480, 0
25, 21, 46, Sc, -41761.643, 0.671, 8622.0, 2150, 0
24, 22, 46, Ti, -44128.269, 0.090, 8656.4, 6230, 0
23, 23, 46, V, -37075.897, 0.134, 8486.1, 4230, 0
22, 24, 46, Cr, -29471.570, 11.453, 8303.8, 2330, 0
21, 25, 46, Mn, -12417.748, 86.629, 7916.0, 8051, 0
20, 26, 46, Fe, 1210, 300, 7603, 7, 0
32, 15, 47, P, 28810, 600, 7209, 13, 0
31, 16, 47, S, 7200, 400, 7652, 9, 0
30, 17, 47, Cl, -9580, 200, 7992, 4, 0
29, 18, 47, Ar, -25367.274, 1.211, 8311.4, 2500, 0
28, 19, 47, K, -35711.982, 1.397, 8514.8, 7950, 0
27, 20, 47, Ca, -42344.665, 2.221, 8639.3, 5480, 0
26, 21, 47, Sc, -44336.842, 1.931, 8665.0, 9580, 0
25, 22, 47, Ti, -44937.612, 0.080, 8661.2, 3250, 0
24, 23, 47, V, -42007.070, 0.110, 8582.2, 3480, 0
23, 24, 47, Cr, -34563.093, 5.197, 8407.2, 0670, 0
22, 25, 47, Mn, -22566.376, 31.671, 8135.3, 1170, 0
21, 26, 47, Fe, -7130, 500, 7790, 11, 0
20, 27, 47, Co, 10620, 600, 7396, 13, 0
32, 16, 48, S, 12390, 500, 7552, 10, 0
31, 17, 48, Cl, -4280, 500, 7883, 10, 0
30, 18, 48, Ar, -22354.927, 16.767, 8243.6, 6560, 0
29, 19, 48, K, -32284.482, 0.773, 8434.2, 3240, 0
28, 20, 48, Ca, -44224.868, 0.018, 8666.6, 9160, 0
27, 21, 48, Sc, -44504.083, 4.950, 8656.2, 0970, 0
26, 22, 48, Ti, -48492.952, 0.074, 8723.0, 1220, 0
25, 23, 48, V, -44478.005, 0.972, 8623.0, 6860, 0
24, 24, 48, Cr, -42821.313, 7.311, 8572.2, 5530, 0
23, 25, 48, Mn, -29296.644, 6.699, 8274.1, 9240, 0
22, 26, 48, Fe, -18008.575, 92.218, 8022.7, 2541, 0
